Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6841,271,1.0000,0.9132,0.7016,0.4492,0.6601,0.0112,10.44 seg
2,0.6826,282,1.0000,0.9047,0.7127,0.4774,0.6648,0.0098,10.33 seg
3,0.6899,267,1.0000,0.9146,0.7083,0.4722,0.6680,0.0083,13.22 seg
4,0.6890,262,1.0000,0.9138,0.7138,0.4585,0.6698,0.0079,10.54 seg
5,0.6917,262,1.0000,0.9100,0.7090,0.4939,0.6726,0.0071,10.69 seg
6,0.6919,270,1.0000,0.9178,0.7053,0.4800,0.6735,0.0070,10.60 seg
7,0.6878,259,1.0000,0.9066,0.7058,0.4781,0.6747,0.0066,10.48 seg
8,0.6906,252,1.0000,0.9118,0.7082,0.4666,0.6758,0.0064,10.08 seg
9,0.6941,283,1.0000,0.9223,0.7184,0.4874,0.6766,0.0066,10.87 seg
10,0.6932,253,1.0000,0.9179,0.7056,0.4651,0.6773,0.0068,10.67 seg
11,0.6933,260,1.0000,0.9140,0.7135,0.4845,0.6783,0.0068,10.88 seg
12,0.6990,261,1.0000,0.9245,0.7086,0.4884,0.6795,0.0063,13.31 seg
13,0.6994,257,1.0000,0.9207,0.7126,0.4972,0.6802,0.0063,10.42 seg
14,0.7002,248,1.0000,0.9195,0.7145,0.4925,0.6814,0.0065,10.53 seg
15,0.7006,246,1.0000,0.9236,0.7095,0.4815,0.6821,0.0064,10.52 seg
16,0.6989,253,1.0000,0.9187,0.7103,0.4970,0.6836,0.0061,10.47 seg
17,0.7002,259,1.0000,0.9233,0.7067,0.4990,0.6844,0.0060,10.32 seg
18,0.7012,254,1.0000,0.9270,0.7135,0.4809,0.6851,0.0058,10.73 seg
19,0.6996,240,1.0000,0.9222,0.7144,0.4681,0.6859,0.0059,10.35 seg
20,0.7032,242,1.0000,0.9240,0.7160,0.4875,0.6869,0.0055,10.67 seg
21,0.7042,231,1.0000,0.9180,0.7232,0.4957,0.6880,0.0055,10.53 seg
22,0.7043,248,1.0000,0.9345,0.7129,0.4665,0.6889,0.0057,10.35 seg
23,0.7053,248,1.0000,0.9366,0.7124,0.4659,0.6898,0.0058,13.48 seg
24,0.7052,245,1.0000,0.9286,0.7162,0.4880,0.6907,0.0056,10.36 seg
25,0.7055,229,1.0000,0.9247,0.7123,0.4849,0.6910,0.0052,10.28 seg
26,0.7063,246,1.0000,0.9295,0.7171,0.4928,0.6919,0.0054,10.35 seg
27,0.7060,245,1.0000,0.9286,0.7171,0.4922,0.6928,0.0055,10.70 seg
28,0.7094,240,1.0000,0.9360,0.7115,0.4852,0.6933,0.0056,10.56 seg
29,0.7101,238,1.0000,0.9364,0.7115,0.4854,0.6946,0.0051,10.81 seg
30,0.7100,239,0.9997,0.9366,0.7115,0.4855,0.6951,0.0051,10.24 seg
31,0.7107,242,0.9997,0.9351,0.7102,0.5003,0.6964,0.0047,10.26 seg
32,0.7121,242,0.9997,0.9380,0.7121,0.4980,0.6977,0.0049,10.41 seg
33,0.7105,241,0.9997,0.9330,0.7129,0.5036,0.6988,0.0045,10.46 seg
34,0.7098,232,0.9997,0.9285,0.7144,0.5022,0.7003,0.0044,10.30 seg
35,0.7109,238,0.9997,0.9321,0.7192,0.5015,0.7014,0.0042,10.30 seg
36,0.7118,243,0.9997,0.9407,0.7147,0.4854,0.7019,0.0041,10.03 seg
37,0.7120,237,0.9997,0.9370,0.7117,0.4942,0.7033,0.0035,14.39 seg
38,0.7149,220,0.9997,0.9382,0.7142,0.4844,0.7039,0.0037,10.46 seg
39,0.7149,220,0.9997,0.9382,0.7142,0.4844,0.7048,0.0035,10.21 seg
40,0.7137,230,0.9997,0.9379,0.7149,0.4912,0.7055,0.0034,9.91 seg
41,0.7138,227,0.9997,0.9391,0.7127,0.4848,0.7065,0.0030,10.39 seg
42,0.7149,226,0.9997,0.9387,0.7141,0.4909,0.7070,0.0030,10.26 seg
43,0.7152,228,0.9997,0.9401,0.7113,0.4927,0.7075,0.0030,10.60 seg
44,0.7151,233,0.9997,0.9418,0.7084,0.4945,0.7083,0.0029,10.63 seg
45,0.7155,229,0.9997,0.9435,0.7108,0.4834,0.7088,0.0028,10.80 seg
46,0.7169,244,0.9997,0.9468,0.7172,0.4967,0.7093,0.0027,10.68 seg
47,0.7181,227,0.9997,0.9439,0.7132,0.4952,0.7101,0.0025,10.57 seg
48,0.7169,225,0.9997,0.9397,0.7146,0.4986,0.7107,0.0024,10.18 seg
49,0.7181,227,0.9997,0.9439,0.7132,0.4952,0.7114,0.0024,10.56 seg
50,0.7180,227,0.9995,0.9434,0.7134,0.4967,0.7117,0.0024,10.55 seg
