Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6827,279,1.0000,0.9115,0.7201,0.4553,0.6581,0.0110,21.53 seg
2,0.6871,279,1.0000,0.9196,0.7206,0.4550,0.6638,0.0087,23.54 seg
3,0.6871,279,1.0000,0.9196,0.7206,0.4550,0.6666,0.0083,21.37 seg
4,0.6881,272,1.0000,0.9158,0.7013,0.4784,0.6686,0.0073,21.75 seg
5,0.6887,272,1.0000,0.9185,0.6995,0.4739,0.6693,0.0077,22.06 seg
6,0.6928,264,1.0000,0.9232,0.6991,0.4729,0.6707,0.0072,21.60 seg
7,0.6928,278,1.0000,0.9270,0.7050,0.4748,0.6723,0.0076,24.27 seg
8,0.6928,278,1.0000,0.9270,0.7050,0.4748,0.6731,0.0073,21.11 seg
9,0.6936,271,1.0000,0.9217,0.7038,0.4909,0.6744,0.0071,21.90 seg
10,0.6949,264,1.0000,0.9251,0.7037,0.4768,0.6752,0.0070,22.05 seg
11,0.6949,264,1.0000,0.9251,0.7037,0.4768,0.6766,0.0067,21.41 seg
12,0.6949,264,1.0000,0.9251,0.7037,0.4768,0.6771,0.0067,24.23 seg
13,0.6949,264,1.0000,0.9251,0.7037,0.4768,0.6785,0.0068,20.39 seg
14,0.6977,262,1.0000,0.9293,0.7055,0.4765,0.6799,0.0064,21.50 seg
15,0.6977,262,1.0000,0.9293,0.7055,0.4765,0.6805,0.0064,21.89 seg
16,0.6977,262,1.0000,0.9293,0.7055,0.4765,0.6812,0.0064,21.36 seg
17,0.7003,247,1.0000,0.9265,0.7067,0.4815,0.6820,0.0063,21.57 seg
18,0.7003,247,1.0000,0.9265,0.7067,0.4815,0.6825,0.0058,21.53 seg
19,0.7022,245,1.0000,0.9274,0.7066,0.4885,0.6828,0.0063,24.89 seg
20,0.7022,245,1.0000,0.9274,0.7066,0.4885,0.6836,0.0060,21.93 seg
21,0.7022,245,1.0000,0.9274,0.7066,0.4885,0.6845,0.0059,21.34 seg
22,0.7022,245,1.0000,0.9274,0.7066,0.4885,0.6853,0.0059,21.51 seg
23,0.7023,245,1.0000,0.9271,0.7031,0.4927,0.6859,0.0061,21.29 seg
24,0.7040,242,1.0000,0.9308,0.7048,0.4847,0.6873,0.0059,21.88 seg
25,0.7042,248,1.0000,0.9324,0.7011,0.4914,0.6881,0.0055,21.42 seg
26,0.7042,248,1.0000,0.9324,0.7011,0.4914,0.6891,0.0054,26.05 seg
27,0.7042,248,1.0000,0.9324,0.7011,0.4914,0.6895,0.0054,21.56 seg
28,0.7042,248,1.0000,0.9324,0.7011,0.4914,0.6903,0.0057,21.81 seg
29,0.7055,241,0.9997,0.9280,0.7044,0.5041,0.6912,0.0053,22.09 seg
30,0.7055,241,0.9997,0.9280,0.7044,0.5041,0.6919,0.0052,22.02 seg
31,0.7055,241,0.9997,0.9280,0.7044,0.5041,0.6926,0.0052,20.97 seg
32,0.7055,241,0.9997,0.9280,0.7044,0.5041,0.6931,0.0050,21.12 seg
33,0.7055,241,0.9997,0.9280,0.7044,0.5041,0.6937,0.0051,21.65 seg
34,0.7086,242,1.0000,0.9366,0.7116,0.4895,0.6946,0.0046,26.41 seg
35,0.7086,242,1.0000,0.9366,0.7116,0.4895,0.6951,0.0048,21.89 seg
36,0.7086,242,1.0000,0.9366,0.7116,0.4895,0.6958,0.0046,21.17 seg
37,0.7086,242,1.0000,0.9366,0.7116,0.4895,0.6961,0.0046,21.21 seg
38,0.7090,246,0.9997,0.9348,0.7084,0.5069,0.6969,0.0045,21.65 seg
39,0.7101,243,1.0000,0.9396,0.7105,0.4906,0.6974,0.0046,21.14 seg
40,0.7101,243,1.0000,0.9396,0.7105,0.4906,0.6979,0.0046,21.27 seg
41,0.7101,243,1.0000,0.9396,0.7105,0.4906,0.6984,0.0046,21.46 seg
42,0.7106,240,1.0000,0.9373,0.7143,0.4956,0.6988,0.0044,20.69 seg
43,0.7106,240,1.0000,0.9373,0.7143,0.4956,0.6994,0.0044,26.42 seg
44,0.7126,232,1.0000,0.9388,0.7169,0.4909,0.7000,0.0045,21.02 seg
45,0.7126,232,1.0000,0.9388,0.7169,0.4909,0.7011,0.0041,21.09 seg
46,0.7127,235,1.0000,0.9393,0.7161,0.4942,0.7014,0.0043,21.27 seg
47,0.7127,229,1.0000,0.9341,0.7144,0.5062,0.7023,0.0045,21.34 seg
48,0.7134,240,1.0000,0.9411,0.7107,0.5034,0.7027,0.0045,21.68 seg
49,0.7134,228,1.0000,0.9378,0.7166,0.4946,0.7037,0.0044,21.63 seg
50,0.7134,228,1.0000,0.9378,0.7166,0.4946,0.7044,0.0042,21.42 seg
