Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6854,290,1.0000,0.9148,0.7139,0.4754,0.6598,0.0113,22.13 seg
2,0.6866,279,1.0000,0.9140,0.6970,0.4820,0.6698,0.0070,22.82 seg
3,0.6960,262,1.0000,0.9169,0.7118,0.5004,0.6746,0.0060,22.30 seg
4,0.6960,262,1.0000,0.9169,0.7118,0.5004,0.6780,0.0050,22.02 seg
5,0.6964,260,1.0000,0.9164,0.7132,0.5012,0.6806,0.0050,24.60 seg
6,0.6967,260,1.0000,0.9143,0.7198,0.5070,0.6828,0.0045,22.78 seg
7,0.6974,238,1.0000,0.9133,0.7170,0.4863,0.6850,0.0044,22.59 seg
8,0.7024,261,1.0000,0.9297,0.7156,0.4925,0.6870,0.0044,22.94 seg
9,0.7033,258,1.0000,0.9279,0.7179,0.4994,0.6890,0.0044,22.82 seg
10,0.7040,245,1.0000,0.9247,0.7169,0.4982,0.6913,0.0043,25.07 seg
11,0.7052,250,1.0000,0.9267,0.7155,0.5071,0.6937,0.0040,22.63 seg
12,0.7093,247,1.0000,0.9308,0.7229,0.5104,0.6961,0.0041,22.52 seg
13,0.7114,237,1.0000,0.9330,0.7177,0.5058,0.6985,0.0040,22.38 seg
14,0.7114,237,1.0000,0.9330,0.7177,0.5058,0.7007,0.0038,23.06 seg
15,0.7128,256,1.0000,0.9381,0.7272,0.5160,0.7026,0.0038,24.82 seg
16,0.7136,227,1.0000,0.9312,0.7220,0.5098,0.7046,0.0034,22.04 seg
17,0.7158,229,1.0000,0.9350,0.7189,0.5161,0.7061,0.0034,22.74 seg
18,0.7178,239,1.0000,0.9380,0.7237,0.5290,0.7082,0.0032,22.77 seg
19,0.7181,230,1.0000,0.9357,0.7224,0.5276,0.7100,0.0030,22.92 seg
20,0.7206,238,1.0000,0.9432,0.7284,0.5237,0.7121,0.0029,26.03 seg
21,0.7231,235,1.0000,0.9470,0.7216,0.5266,0.7139,0.0029,22.76 seg
22,0.7237,234,1.0000,0.9435,0.7254,0.5401,0.7159,0.0029,23.39 seg
23,0.7249,226,1.0000,0.9436,0.7282,0.5348,0.7181,0.0027,22.78 seg
24,0.7277,219,1.0000,0.9457,0.7251,0.5378,0.7200,0.0026,22.97 seg
25,0.7291,221,1.0000,0.9478,0.7279,0.5404,0.7217,0.0025,22.51 seg
26,0.7317,223,1.0000,0.9547,0.7217,0.5395,0.7235,0.0023,25.34 seg
27,0.7325,225,1.0000,0.9552,0.7280,0.5413,0.7251,0.0023,22.76 seg
28,0.7336,223,1.0000,0.9577,0.7238,0.5396,0.7267,0.0021,22.95 seg
29,0.7336,223,1.0000,0.9577,0.7238,0.5396,0.7280,0.0020,22.67 seg
30,0.7347,223,1.0000,0.9592,0.7250,0.5410,0.7293,0.0020,22.08 seg
31,0.7362,211,1.0000,0.9572,0.7225,0.5429,0.7306,0.0019,22.32 seg
32,0.7364,216,0.9993,0.9580,0.7241,0.5480,0.7317,0.0018,25.38 seg
33,0.7380,220,0.9993,0.9641,0.7210,0.5436,0.7329,0.0018,21.97 seg
34,0.7391,224,0.9993,0.9661,0.7226,0.5483,0.7339,0.0016,22.29 seg
35,0.7396,222,0.9993,0.9655,0.7222,0.5511,0.7349,0.0015,22.26 seg
36,0.7404,224,0.9993,0.9670,0.7219,0.5540,0.7357,0.0015,21.96 seg
37,0.7410,222,0.9993,0.9670,0.7220,0.5555,0.7366,0.0015,22.09 seg
38,0.7410,222,0.9993,0.9670,0.7220,0.5555,0.7377,0.0013,25.61 seg
39,0.7419,213,0.9993,0.9654,0.7232,0.5538,0.7385,0.0012,22.08 seg
40,0.7429,211,0.9993,0.9664,0.7237,0.5535,0.7393,0.0011,22.71 seg
41,0.7431,217,0.9993,0.9689,0.7221,0.5555,0.7402,0.0010,22.58 seg
42,0.7432,219,0.9993,0.9674,0.7230,0.5632,0.7408,0.0010,22.77 seg
43,0.7441,221,0.9993,0.9705,0.7231,0.5606,0.7414,0.0009,22.22 seg
44,0.7441,221,0.9993,0.9705,0.7231,0.5606,0.7420,0.0008,21.98 seg
45,0.7456,217,0.9993,0.9727,0.7210,0.5587,0.7427,0.0008,26.28 seg
46,0.7456,217,0.9993,0.9727,0.7210,0.5587,0.7433,0.0007,22.46 seg
47,0.7457,219,0.9993,0.9738,0.7215,0.5578,0.7439,0.0007,22.15 seg
48,0.7462,220,0.9993,0.9750,0.7202,0.5590,0.7446,0.0007,22.24 seg
49,0.7464,218,0.9993,0.9747,0.7215,0.5579,0.7455,0.0004,22.07 seg
50,0.7464,218,0.9993,0.9747,0.7215,0.5579,0.7459,0.0003,21.91 seg
