Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6839,270,1.0000,0.9088,0.7105,0.4690,0.6583,0.0105,21.20 seg
2,0.6845,262,1.0000,0.9071,0.7164,0.4638,0.6638,0.0079,23.34 seg
3,0.6881,254,1.0000,0.9117,0.7096,0.4643,0.6682,0.0063,21.22 seg
4,0.6881,254,1.0000,0.9117,0.7096,0.4643,0.6711,0.0054,20.56 seg
5,0.6881,254,1.0000,0.9117,0.7096,0.4643,0.6733,0.0049,21.12 seg
6,0.6887,276,1.0000,0.9173,0.7044,0.4825,0.6754,0.0047,21.19 seg
7,0.6921,264,1.0000,0.9237,0.7143,0.4583,0.6773,0.0044,23.43 seg
8,0.6921,264,1.0000,0.9237,0.7143,0.4583,0.6790,0.0043,20.63 seg
9,0.6928,251,1.0000,0.9132,0.7159,0.4817,0.6805,0.0042,20.78 seg
10,0.6945,258,1.0000,0.9225,0.7177,0.4675,0.6820,0.0039,21.46 seg
11,0.6978,264,1.0000,0.9273,0.7120,0.4842,0.6835,0.0038,20.85 seg
12,0.6978,264,1.0000,0.9273,0.7120,0.4842,0.6848,0.0036,23.72 seg
13,0.6978,264,1.0000,0.9273,0.7120,0.4842,0.6860,0.0033,20.83 seg
14,0.6978,264,1.0000,0.9273,0.7120,0.4842,0.6870,0.0031,20.48 seg
15,0.6991,252,1.0000,0.9262,0.7067,0.4836,0.6881,0.0032,20.90 seg
16,0.6991,252,1.0000,0.9262,0.7067,0.4836,0.6890,0.0031,20.19 seg
17,0.6991,252,1.0000,0.9262,0.7067,0.4836,0.6902,0.0030,23.31 seg
18,0.6991,252,1.0000,0.9262,0.7067,0.4836,0.6910,0.0030,21.41 seg
19,0.7044,246,1.0000,0.9323,0.7085,0.4871,0.6920,0.0030,21.29 seg
20,0.7044,246,1.0000,0.9323,0.7085,0.4871,0.6930,0.0028,21.00 seg
21,0.7044,246,1.0000,0.9323,0.7085,0.4871,0.6939,0.0028,20.94 seg
22,0.7044,246,1.0000,0.9323,0.7085,0.4871,0.6949,0.0027,21.10 seg
23,0.7044,246,1.0000,0.9323,0.7085,0.4871,0.6959,0.0025,23.51 seg
24,0.7044,246,1.0000,0.9323,0.7085,0.4871,0.6967,0.0025,20.93 seg
25,0.7044,246,1.0000,0.9323,0.7085,0.4871,0.6976,0.0025,20.73 seg
26,0.7047,251,1.0000,0.9357,0.7106,0.4817,0.6986,0.0025,21.62 seg
27,0.7055,244,1.0000,0.9323,0.7088,0.4911,0.6996,0.0023,21.67 seg
28,0.7064,243,1.0000,0.9333,0.7091,0.4915,0.7005,0.0022,25.21 seg
29,0.7067,243,1.0000,0.9339,0.7091,0.4915,0.7016,0.0021,21.51 seg
30,0.7067,243,1.0000,0.9339,0.7091,0.4915,0.7025,0.0018,20.83 seg
31,0.7071,244,1.0000,0.9345,0.7108,0.4926,0.7034,0.0015,20.79 seg
32,0.7071,244,1.0000,0.9345,0.7108,0.4926,0.7041,0.0012,20.80 seg
33,0.7076,241,1.0000,0.9338,0.7097,0.4946,0.7047,0.0010,20.88 seg
34,0.7076,241,1.0000,0.9338,0.7097,0.4946,0.7051,0.0010,24.24 seg
35,0.7078,241,1.0000,0.9355,0.7087,0.4908,0.7057,0.0009,20.88 seg
36,0.7078,241,1.0000,0.9355,0.7087,0.4908,0.7062,0.0008,20.80 seg
37,0.7089,260,1.0000,0.9411,0.7175,0.4985,0.7066,0.0005,20.87 seg
38,0.7089,260,1.0000,0.9411,0.7175,0.4985,0.7068,0.0004,20.67 seg
39,0.7089,260,1.0000,0.9411,0.7175,0.4985,0.7070,0.0005,20.25 seg
40,0.7090,259,1.0000,0.9438,0.7123,0.4913,0.7073,0.0005,23.82 seg
41,0.7094,238,1.0000,0.9358,0.7102,0.4946,0.7076,0.0006,20.50 seg
42,0.7098,242,1.0000,0.9378,0.7121,0.4944,0.7080,0.0006,20.46 seg
43,0.7098,242,1.0000,0.9378,0.7121,0.4944,0.7083,0.0005,20.73 seg
44,0.7101,241,0.9997,0.9390,0.7123,0.4910,0.7085,0.0005,20.55 seg
45,0.7102,253,1.0000,0.9421,0.7134,0.4964,0.7088,0.0005,21.32 seg
46,0.7104,245,0.9997,0.9394,0.7121,0.4970,0.7090,0.0004,20.62 seg
47,0.7105,237,0.9997,0.9378,0.7122,0.4926,0.7092,0.0004,24.18 seg
48,0.7108,254,1.0000,0.9421,0.7161,0.5001,0.7094,0.0004,20.88 seg
49,0.7111,241,0.9997,0.9386,0.7126,0.4985,0.7095,0.0004,21.23 seg
50,0.7112,243,0.9997,0.9413,0.7121,0.4925,0.7097,0.0004,21.01 seg
