Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6868,280,1.0000,0.9231,0.7056,0.4551,0.6582,0.0113,12.13 seg
2,0.6838,276,1.0000,0.9090,0.7187,0.4719,0.6586,0.0110,10.96 seg
3,0.6821,280,1.0000,0.9111,0.7172,0.4600,0.6582,0.0118,10.80 seg
4,0.6799,279,1.0000,0.9090,0.7074,0.4579,0.6588,0.0109,11.02 seg
5,0.6824,285,1.0000,0.9158,0.7097,0.4566,0.6588,0.0102,10.64 seg
6,0.6827,262,1.0000,0.9090,0.7104,0.4506,0.6585,0.0113,10.83 seg
7,0.6838,282,1.0000,0.9062,0.7132,0.4947,0.6587,0.0110,10.50 seg
8,0.6811,263,1.0000,0.9012,0.7058,0.4729,0.6589,0.0105,10.69 seg
9,0.6811,273,1.0000,0.9068,0.7165,0.4595,0.6593,0.0106,10.41 seg
10,0.6803,274,1.0000,0.9063,0.7154,0.4583,0.6591,0.0109,10.77 seg
11,0.6872,265,1.0000,0.9170,0.7120,0.4543,0.6587,0.0111,13.03 seg
12,0.6898,259,1.0000,0.9193,0.7051,0.4589,0.6599,0.0111,11.30 seg
13,0.6829,282,1.0000,0.9109,0.7134,0.4715,0.6592,0.0112,10.57 seg
14,0.6826,294,1.0000,0.9161,0.7005,0.4760,0.6583,0.0114,10.45 seg
15,0.6805,288,1.0000,0.9152,0.7046,0.4539,0.6583,0.0110,10.67 seg
16,0.6805,280,1.0000,0.9041,0.7040,0.4836,0.6589,0.0110,10.79 seg
17,0.6859,276,1.0000,0.9161,0.7116,0.4652,0.6584,0.0111,10.50 seg
18,0.6870,271,1.0000,0.9129,0.7169,0.4730,0.6589,0.0115,11.03 seg
19,0.6880,273,1.0000,0.9162,0.7161,0.4711,0.6598,0.0105,10.42 seg
20,0.6841,278,1.0000,0.9115,0.7106,0.4735,0.6606,0.0094,10.80 seg
21,0.6815,308,1.0000,0.9194,0.7077,0.4715,0.6601,0.0097,10.41 seg
22,0.6813,302,1.0000,0.9206,0.7051,0.4593,0.6600,0.0103,13.55 seg
23,0.6849,290,1.0000,0.9167,0.7057,0.4797,0.6601,0.0103,10.65 seg
24,0.6828,289,1.0000,0.9105,0.7171,0.4797,0.6593,0.0105,10.87 seg
25,0.6842,276,1.0000,0.9109,0.7105,0.4734,0.6590,0.0103,10.82 seg
26,0.6831,286,1.0000,0.9137,0.7087,0.4713,0.6593,0.0109,11.10 seg
27,0.6816,283,1.0000,0.9133,0.7113,0.4564,0.6589,0.0107,10.84 seg
28,0.6839,263,1.0000,0.9079,0.7119,0.4632,0.6583,0.0110,10.46 seg
29,0.6829,273,1.0000,0.9097,0.7117,0.4637,0.6585,0.0115,10.87 seg
30,0.6912,270,1.0000,0.9211,0.7112,0.4740,0.6584,0.0103,10.42 seg
31,0.6838,278,1.0000,0.9086,0.7165,0.4779,0.6589,0.0105,11.00 seg
32,0.6854,276,1.0000,0.9191,0.7114,0.4510,0.6588,0.0109,10.95 seg
33,0.6857,280,1.0000,0.9142,0.7160,0.4732,0.6585,0.0112,11.01 seg
34,0.6838,284,1.0000,0.9123,0.7190,0.4711,0.6583,0.0117,10.62 seg
35,0.6850,277,1.0000,0.9147,0.7171,0.4615,0.6592,0.0108,10.97 seg
36,0.6884,275,1.0000,0.9226,0.7143,0.4544,0.6582,0.0111,14.96 seg
37,0.6834,273,1.0000,0.9102,0.7055,0.4699,0.6580,0.0109,10.30 seg
38,0.6827,271,1.0000,0.9122,0.7139,0.4495,0.6576,0.0111,11.13 seg
39,0.6824,290,1.0000,0.9173,0.7193,0.4521,0.6578,0.0115,11.47 seg
40,0.6823,276,1.0000,0.9111,0.7046,0.4642,0.6587,0.0109,11.04 seg
41,0.6846,283,1.0000,0.9150,0.7103,0.4712,0.6592,0.0104,11.50 seg
42,0.6849,283,1.0000,0.9179,0.7039,0.4667,0.6596,0.0100,10.67 seg
43,0.6862,273,1.0000,0.9181,0.7082,0.4579,0.6590,0.0107,10.75 seg
44,0.6874,275,1.0000,0.9208,0.7097,0.4574,0.6595,0.0106,10.64 seg
45,0.6870,263,1.0000,0.9139,0.7029,0.4676,0.6597,0.0112,10.89 seg
46,0.6884,267,1.0000,0.9138,0.7085,0.4794,0.6601,0.0109,10.83 seg
47,0.6840,270,0.9996,0.9092,0.7035,0.4746,0.6591,0.0111,10.53 seg
48,0.6871,284,1.0000,0.9153,0.7154,0.4851,0.6595,0.0116,10.86 seg
49,0.6857,294,1.0000,0.9252,0.7143,0.4541,0.6597,0.0114,11.02 seg
50,0.6842,267,1.0000,0.9105,0.7040,0.4664,0.6591,0.0108,11.29 seg
