Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6849,283,1.0000,0.9140,0.7109,0.4789,0.6574,0.0115,21.71 seg
2,0.6849,283,1.0000,0.9140,0.7109,0.4789,0.6638,0.0083,24.03 seg
3,0.6875,267,1.0000,0.9197,0.7093,0.4535,0.6672,0.0068,21.84 seg
4,0.6875,267,1.0000,0.9197,0.7093,0.4535,0.6698,0.0061,21.84 seg
5,0.6875,267,1.0000,0.9197,0.7093,0.4535,0.6719,0.0054,22.28 seg
6,0.6875,267,1.0000,0.9197,0.7093,0.4535,0.6734,0.0051,22.00 seg
7,0.6886,261,1.0000,0.9106,0.7062,0.4879,0.6748,0.0047,24.47 seg
8,0.6886,261,1.0000,0.9106,0.7062,0.4879,0.6760,0.0044,21.88 seg
9,0.6895,275,1.0000,0.9187,0.7193,0.4749,0.6769,0.0042,22.37 seg
10,0.6896,262,1.0000,0.9137,0.7020,0.4872,0.6778,0.0041,22.36 seg
11,0.6896,262,1.0000,0.9137,0.7020,0.4872,0.6786,0.0038,22.84 seg
12,0.6908,279,1.0000,0.9235,0.7125,0.4765,0.6791,0.0038,25.52 seg
13,0.6924,255,1.0000,0.9187,0.7145,0.4692,0.6797,0.0037,22.51 seg
14,0.6924,255,1.0000,0.9187,0.7145,0.4692,0.6803,0.0037,21.95 seg
15,0.6924,255,1.0000,0.9187,0.7145,0.4692,0.6808,0.0035,22.01 seg
16,0.6924,255,1.0000,0.9187,0.7145,0.4692,0.6813,0.0036,22.34 seg
17,0.6924,255,1.0000,0.9187,0.7145,0.4692,0.6818,0.0036,24.73 seg
18,0.6924,255,1.0000,0.9187,0.7145,0.4692,0.6824,0.0037,22.76 seg
19,0.6924,255,1.0000,0.9187,0.7145,0.4692,0.6829,0.0036,22.94 seg
20,0.6929,254,1.0000,0.9230,0.7103,0.4581,0.6834,0.0036,22.84 seg
21,0.6949,250,1.0000,0.9154,0.7141,0.4913,0.6838,0.0035,22.93 seg
22,0.6949,250,1.0000,0.9154,0.7141,0.4913,0.6843,0.0035,25.52 seg
23,0.6958,249,1.0000,0.9186,0.7168,0.4822,0.6849,0.0034,23.38 seg
24,0.6958,249,1.0000,0.9186,0.7168,0.4822,0.6853,0.0033,22.96 seg
25,0.6958,249,1.0000,0.9186,0.7168,0.4822,0.6856,0.0033,23.51 seg
26,0.6958,249,1.0000,0.9186,0.7168,0.4822,0.6860,0.0033,22.85 seg
27,0.6979,250,0.9997,0.9209,0.7082,0.4953,0.6864,0.0032,22.67 seg
28,0.6988,253,1.0000,0.9254,0.7111,0.4865,0.6868,0.0033,24.96 seg
29,0.6988,253,1.0000,0.9254,0.7111,0.4865,0.6871,0.0033,22.92 seg
30,0.6988,253,1.0000,0.9254,0.7111,0.4865,0.6874,0.0033,23.09 seg
31,0.6988,253,1.0000,0.9254,0.7111,0.4865,0.6878,0.0033,22.65 seg
32,0.7009,250,1.0000,0.9247,0.7204,0.4930,0.6882,0.0033,22.92 seg
33,0.7009,250,1.0000,0.9247,0.7204,0.4930,0.6884,0.0032,25.86 seg
34,0.7009,250,1.0000,0.9247,0.7204,0.4930,0.6887,0.0032,22.85 seg
35,0.7009,250,1.0000,0.9247,0.7204,0.4930,0.6892,0.0032,23.10 seg
36,0.7009,250,1.0000,0.9247,0.7204,0.4930,0.6894,0.0031,23.19 seg
37,0.7009,250,1.0000,0.9247,0.7204,0.4930,0.6898,0.0032,22.26 seg
38,0.7015,240,1.0000,0.9164,0.7075,0.5217,0.6900,0.0032,22.84 seg
39,0.7015,240,1.0000,0.9164,0.7075,0.5217,0.6903,0.0032,25.83 seg
40,0.7015,240,1.0000,0.9164,0.7075,0.5217,0.6906,0.0031,23.27 seg
41,0.7015,240,1.0000,0.9164,0.7075,0.5217,0.6909,0.0032,22.76 seg
42,0.7015,240,1.0000,0.9164,0.7075,0.5217,0.6912,0.0032,23.10 seg
43,0.7018,233,1.0000,0.9189,0.7198,0.4964,0.6914,0.0031,23.35 seg
44,0.7018,233,1.0000,0.9189,0.7198,0.4964,0.6917,0.0031,22.84 seg
45,0.7018,233,1.0000,0.9189,0.7198,0.4964,0.6920,0.0031,25.78 seg
46,0.7018,233,1.0000,0.9189,0.7198,0.4964,0.6923,0.0031,23.23 seg
47,0.7018,233,1.0000,0.9189,0.7198,0.4964,0.6926,0.0031,23.38 seg
48,0.7018,233,1.0000,0.9189,0.7198,0.4964,0.6929,0.0031,23.49 seg
49,0.7018,233,1.0000,0.9189,0.7198,0.4964,0.6931,0.0030,23.01 seg
50,0.7018,233,1.0000,0.9189,0.7198,0.4964,0.6933,0.0030,23.46 seg
