Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6609,0.0107,22.73 seg
2,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6609,0.0106,20.86 seg
3,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6610,0.0107,20.61 seg
4,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6612,0.0109,21.05 seg
5,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6606,0.0114,20.74 seg
6,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6605,0.0111,23.14 seg
7,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6601,0.0108,20.80 seg
8,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6606,0.0110,20.45 seg
9,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6606,0.0108,20.90 seg
10,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6605,0.0110,20.61 seg
11,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6608,0.0111,20.98 seg
12,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6598,0.0108,23.95 seg
13,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6595,0.0116,21.18 seg
14,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6604,0.0107,20.92 seg
15,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6607,0.0115,21.05 seg
16,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6596,0.0119,21.20 seg
17,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6599,0.0116,21.12 seg
18,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6602,0.0113,24.08 seg
19,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6602,0.0116,21.21 seg
20,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6595,0.0114,20.85 seg
21,0.6902,262,1.0000,0.9072,0.7073,0.4953,0.6603,0.0112,21.00 seg
22,0.6903,262,1.0000,0.9077,0.7075,0.4937,0.6603,0.0116,21.02 seg
23,0.6903,262,1.0000,0.9077,0.7075,0.4937,0.6603,0.0120,21.23 seg
24,0.6903,262,1.0000,0.9077,0.7075,0.4937,0.6607,0.0108,21.37 seg
25,0.6920,265,1.0000,0.9158,0.7101,0.4776,0.6613,0.0104,25.80 seg
26,0.6920,265,1.0000,0.9158,0.7101,0.4776,0.6610,0.0108,20.87 seg
27,0.6920,265,1.0000,0.9158,0.7101,0.4776,0.6614,0.0103,20.31 seg
28,0.6920,265,1.0000,0.9158,0.7101,0.4776,0.6619,0.0102,20.42 seg
29,0.6920,265,1.0000,0.9158,0.7101,0.4776,0.6624,0.0099,20.77 seg
30,0.6920,265,1.0000,0.9158,0.7101,0.4776,0.6625,0.0101,20.73 seg
31,0.6920,265,1.0000,0.9158,0.7101,0.4776,0.6617,0.0106,20.35 seg
32,0.6920,265,1.0000,0.9158,0.7101,0.4776,0.6610,0.0109,20.58 seg
33,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6611,0.0110,25.03 seg
34,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6614,0.0114,20.75 seg
35,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6621,0.0115,20.61 seg
36,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6615,0.0117,20.64 seg
37,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6611,0.0110,21.65 seg
38,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6614,0.0111,20.85 seg
39,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6621,0.0111,20.87 seg
40,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6617,0.0109,21.39 seg
41,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6615,0.0103,20.65 seg
42,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6615,0.0111,26.56 seg
43,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6622,0.0111,21.54 seg
44,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6625,0.0113,21.24 seg
45,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6628,0.0102,21.22 seg
46,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6631,0.0106,21.55 seg
47,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6633,0.0108,20.82 seg
48,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6636,0.0100,21.26 seg
49,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6637,0.0104,21.03 seg
50,0.6915,274,0.9997,0.9156,0.7089,0.4884,0.6639,0.0098,21.43 seg
