Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6825,280,1.0000,0.9097,0.7093,0.4775,0.6576,0.0110,12.30 seg
2,0.6878,274,1.0000,0.9209,0.7073,0.4645,0.6652,0.0087,10.89 seg
3,0.6896,272,1.0000,0.9172,0.7070,0.4869,0.6682,0.0084,11.08 seg
4,0.6913,264,1.0000,0.9253,0.7035,0.4595,0.6708,0.0080,10.34 seg
5,0.6911,244,1.0000,0.9143,0.7145,0.4623,0.6724,0.0086,10.72 seg
6,0.6919,247,1.0000,0.9190,0.7162,0.4537,0.6750,0.0076,10.57 seg
7,0.6933,266,1.0000,0.9251,0.7148,0.4686,0.6764,0.0075,10.91 seg
8,0.6950,243,1.0000,0.9153,0.7132,0.4839,0.6775,0.0079,10.53 seg
9,0.7020,243,1.0000,0.9229,0.7146,0.5020,0.6803,0.0076,13.20 seg
10,0.7030,224,1.0000,0.9208,0.7154,0.4886,0.6828,0.0079,11.18 seg
11,0.7045,216,1.0000,0.9173,0.7223,0.4958,0.6858,0.0073,10.21 seg
12,0.7061,223,1.0000,0.9174,0.7192,0.5175,0.6878,0.0076,10.59 seg
13,0.7073,227,1.0000,0.9239,0.7181,0.5083,0.6900,0.0073,10.98 seg
14,0.7126,218,1.0000,0.9311,0.7211,0.5022,0.6927,0.0068,10.60 seg
15,0.7109,213,1.0000,0.9192,0.7235,0.5263,0.6939,0.0070,10.52 seg
16,0.7103,207,1.0000,0.9195,0.7282,0.5089,0.6956,0.0073,10.50 seg
17,0.7150,197,1.0000,0.9251,0.7236,0.5087,0.6976,0.0073,11.00 seg
18,0.7161,188,0.9997,0.9256,0.7179,0.5047,0.6998,0.0073,10.97 seg
19,0.7244,196,0.9997,0.9320,0.7349,0.5370,0.7024,0.0067,13.52 seg
20,0.7217,188,0.9997,0.9269,0.7350,0.5264,0.7041,0.0066,10.43 seg
21,0.7240,189,1.0000,0.9303,0.7285,0.5347,0.7059,0.0064,10.50 seg
22,0.7215,192,1.0000,0.9317,0.7259,0.5190,0.7074,0.0063,10.58 seg
23,0.7246,182,0.9997,0.9262,0.7336,0.5408,0.7095,0.0067,10.53 seg
24,0.7301,177,0.9997,0.9357,0.7356,0.5336,0.7116,0.0062,10.60 seg
25,0.7281,179,0.9997,0.9329,0.7206,0.5438,0.7144,0.0059,10.45 seg
26,0.7319,176,0.9997,0.9358,0.7393,0.5413,0.7161,0.0058,10.96 seg
27,0.7322,166,0.9997,0.9355,0.7205,0.5433,0.7180,0.0052,10.88 seg
28,0.7332,166,1.0000,0.9373,0.7287,0.5371,0.7199,0.0056,10.51 seg
29,0.7338,174,0.9997,0.9325,0.7303,0.5696,0.7216,0.0053,10.56 seg
30,0.7365,167,1.0000,0.9409,0.7312,0.5458,0.7237,0.0053,10.62 seg
31,0.7400,166,0.9997,0.9440,0.7332,0.5550,0.7254,0.0056,14.47 seg
32,0.7400,157,0.9997,0.9415,0.7338,0.5511,0.7276,0.0049,10.63 seg
33,0.7404,158,0.9997,0.9364,0.7292,0.5766,0.7294,0.0047,10.87 seg
34,0.7416,164,0.9995,0.9399,0.7396,0.5739,0.7306,0.0046,10.57 seg
35,0.7433,155,0.9997,0.9435,0.7341,0.5629,0.7322,0.0043,10.82 seg
36,0.7438,167,0.9995,0.9442,0.7389,0.5776,0.7333,0.0045,10.77 seg
37,0.7455,160,0.9997,0.9464,0.7423,0.5685,0.7348,0.0044,10.95 seg
38,0.7474,150,0.9997,0.9434,0.7322,0.5844,0.7364,0.0044,10.53 seg
39,0.7495,148,0.9997,0.9469,0.7351,0.5808,0.7382,0.0042,10.61 seg
40,0.7496,152,0.9995,0.9489,0.7309,0.5827,0.7396,0.0039,10.50 seg
41,0.7527,149,0.9995,0.9538,0.7283,0.5827,0.7407,0.0042,11.01 seg
42,0.7547,147,0.9995,0.9539,0.7406,0.5844,0.7425,0.0039,10.25 seg
43,0.7537,150,0.9995,0.9539,0.7327,0.5878,0.7442,0.0037,9.88 seg
44,0.7541,150,0.9997,0.9560,0.7288,0.5848,0.7460,0.0036,10.35 seg
45,0.7560,144,0.9995,0.9558,0.7395,0.5833,0.7474,0.0035,15.02 seg
46,0.7574,145,0.9995,0.9606,0.7312,0.5814,0.7490,0.0033,10.47 seg
47,0.7579,142,0.9997,0.9609,0.7325,0.5783,0.7504,0.0030,10.76 seg
48,0.7597,140,0.9992,0.9610,0.7365,0.5850,0.7512,0.0030,10.71 seg
49,0.7604,141,0.9992,0.9625,0.7361,0.5858,0.7525,0.0032,11.27 seg
50,0.7603,141,0.9997,0.9605,0.7338,0.5933,0.7535,0.0030,10.81 seg
