(Poblacion Generaciones Mutacion Elemento Mutacion Teoria Mutacion Practica Torneo),(Selección Cruce Sustitucion),Mejor Generacion,Mejor Fitness,Tiempo
100-80-9e-05-0.0005-0.05-20,(torneo uniforme elitismo),25,0.7117 ( 248 1.0000 0.9468 0.7115 0.4885 ) ,5.88 min
100-80-9e-05-0.0005-0.05-20,(torneo uniforme reemplazo),33,0.7246 ( 236 1.0000 0.9558 0.7183 0.5194 ) ,3.17 min
100-80-9e-05-0.0005-0.05-20,(torneo uniforme truncamiento),19,0.7156 ( 261 1.0000 0.9557 0.7176 0.4850 ) ,5.95 min
100-80-9e-05-0.0005-0.05-50,(torneo uniforme elitismo),12,0.7111 ( 257 1.0000 0.9465 0.7171 0.4777 ) ,6.09 min
100-80-9e-05-0.0005-0.05-50,(torneo uniforme reemplazo),58,0.7034 ( 255 1.0000 0.9403 0.7034 0.4684 ) ,3.03 min
100-80-9e-05-0.0005-0.05-50,(torneo uniforme truncamiento),14,0.7075 ( 266 0.9995 0.9441 0.7157 0.4822 ) ,5.81 min
100-80-9e-05-0.005-0.0005-10,(torneo uniforme elitismo),31,0.7261 ( 255 0.9994 0.9628 0.7172 0.5075 ) ,5.80 min
100-80-9e-05-0.005-0.0005-10,(torneo uniforme reemplazo),33,0.7212 ( 255 0.9983 0.9554 0.7149 0.5210 ) ,3.03 min
100-80-9e-05-0.005-0.0005-10,(torneo uniforme truncamiento),24,0.7209 ( 237 0.9994 0.9525 0.7145 0.4973 ) ,5.99 min
100-80-9e-05-0.005-0.0005-20,(torneo uniforme elitismo),18,0.7163 ( 251 1.0000 0.9601 0.7074 0.4697 ) ,6.15 min
100-80-9e-05-0.005-0.0005-20,(torneo uniforme reemplazo),21,0.7307 ( 226 0.9986 0.9635 0.7095 0.5130 ) ,2.96 min
100-80-9e-05-0.005-0.0005-20,(torneo uniforme truncamiento),18,0.7200 ( 273 0.9991 0.9650 0.7144 0.5006 ) ,5.87 min
100-80-9e-05-0.005-0.0005-50,(torneo uniforme elitismo),12,0.7172 ( 263 0.9997 0.9553 0.7134 0.4922 ) ,5.80 min
100-80-9e-05-0.005-0.0005-50,(torneo uniforme reemplazo),28,0.7092 ( 259 0.9997 0.9444 0.7161 0.4782 ) ,2.97 min
100-80-9e-05-0.005-0.0005-50,(torneo uniforme truncamiento),16,0.7060 ( 265 0.9993 0.9432 0.7108 0.4710 ) ,5.90 min
100-80-9e-05-0.005-0.005-10,(torneo uniforme elitismo),24,0.7207 ( 246 0.9995 0.9534 0.7231 0.5023 ) ,6.03 min
100-80-9e-05-0.005-0.005-10,(torneo uniforme reemplazo),34,0.7315 ( 241 0.9993 0.9644 0.7194 0.5296 ) ,3.06 min
100-80-9e-05-0.005-0.005-10,(torneo uniforme truncamiento),26,0.7190 ( 230 0.9999 0.9538 0.7128 0.4816 ) ,5.95 min
100-80-9e-05-0.005-0.005-20,(torneo uniforme elitismo),15,0.7104 ( 260 0.9997 0.9488 0.7231 0.4744 ) ,5.81 min
100-80-9e-05-0.005-0.005-20,(torneo uniforme reemplazo),19,0.7188 ( 254 1.0000 0.9550 0.7100 0.4935 ) ,3.02 min
100-80-9e-05-0.005-0.005-20,(torneo uniforme truncamiento),18,0.7165 ( 262 1.0000 0.9577 0.7097 0.4976 ) ,5.87 min
100-80-9e-05-0.005-0.005-50,(torneo uniforme elitismo),10,0.7075 ( 258 1.0000 0.9425 0.7138 0.4799 ) ,5.94 min
100-80-9e-05-0.005-0.005-50,(torneo uniforme reemplazo),11,0.7089 ( 257 0.9998 0.9459 0.7139 0.4782 ) ,2.96 min
100-80-9e-05-0.005-0.005-50,(torneo uniforme truncamiento),10,0.7077 ( 268 0.9998 0.9425 0.7184 0.4878 ) ,5.92 min
100-80-9e-05-0.005-0.05-10,(torneo uniforme elitismo),24,0.7225 ( 238 0.9997 0.9568 0.7280 0.4977 ) ,5.92 min
100-80-9e-05-0.005-0.05-10,(torneo uniforme reemplazo),32,0.7248 ( 234 0.9994 0.9578 0.7187 0.5109 ) ,3.12 min
100-80-9e-05-0.005-0.05-10,(torneo uniforme truncamiento),23,0.7239 ( 232 0.9993 0.9566 0.7129 0.4979 ) ,6.08 min
100-80-9e-05-0.005-0.05-20,(torneo uniforme elitismo),17,0.7163 ( 252 0.9997 0.9484 0.7219 0.4996 ) ,5.78 min
100-80-9e-05-0.005-0.05-20,(torneo uniforme reemplazo),18,0.7197 ( 256 0.9997 0.9574 0.7204 0.5048 ) ,2.88 min
100-80-9e-05-0.005-0.05-20,(torneo uniforme truncamiento),21,0.7069 ( 273 0.9995 0.9418 0.7175 0.4969 ) ,5.91 min
100-80-9e-05-0.005-0.05-50,(torneo uniforme elitismo),13,0.7071 ( 257 0.9997 0.9425 0.7070 0.4815 ) ,5.88 min
100-80-9e-05-0.005-0.05-50,(torneo uniforme reemplazo),11,0.7112 ( 271 0.9995 0.9507 0.7122 0.4915 ) ,2.89 min
100-80-9e-05-0.005-0.05-50,(torneo uniforme truncamiento),10,0.7045 ( 247 1.0000 0.9351 0.7054 0.4907 ) ,5.84 min
100-80-9e-05-0.05-0.0005-10,(torneo uniforme elitismo),18,0.7070 ( 257 0.9979 0.9436 0.7120 0.4741 ) ,5.91 min
100-80-9e-05-0.05-0.0005-10,(torneo uniforme reemplazo),30,0.7270 ( 234 0.9974 0.9612 0.7240 0.5097 ) ,3.10 min
100-80-9e-05-0.05-0.0005-10,(torneo uniforme truncamiento),25,0.7136 ( 281 0.9913 0.9554 0.7161 0.4980 ) ,5.85 min
100-80-9e-05-0.05-0.0005-20,(torneo uniforme elitismo),10,0.6943 ( 289 0.9984 0.9412 0.7057 0.4483 ) ,5.88 min
100-80-9e-05-0.05-0.0005-20,(torneo uniforme reemplazo),18,0.7100 ( 267 0.9952 0.9537 0.6988 0.4816 ) ,2.99 min
100-80-9e-05-0.05-0.0005-20,(torneo uniforme truncamiento),19,0.7161 ( 255 0.9939 0.9565 0.7203 0.4832 ) ,5.98 min
100-80-9e-05-0.05-0.0005-50,(torneo uniforme elitismo),10,0.7019 ( 269 0.9979 0.9398 0.7043 0.4878 ) ,5.81 min
100-80-9e-05-0.05-0.0005-50,(torneo uniforme reemplazo),10,0.7074 ( 278 0.9975 0.9444 0.7173 0.4859 ) ,2.91 min
100-80-9e-05-0.05-0.0005-50,(torneo uniforme truncamiento),8,0.7104 ( 235 0.9990 0.9399 0.7065 0.4759 ) ,6.06 min
100-80-9e-05-0.05-0.005-10,(torneo uniforme elitismo),23,0.7162 ( 265 0.9959 0.9619 0.7105 0.4929 ) ,5.95 min
100-80-9e-05-0.05-0.005-10,(torneo uniforme reemplazo),27,0.7205 ( 258 0.9911 0.9631 0.7272 0.4955 ) ,2.97 min
100-80-9e-05-0.05-0.005-10,(torneo uniforme truncamiento),20,0.7063 ( 272 0.9944 0.9429 0.7194 0.4948 ) ,5.88 min
100-80-9e-05-0.05-0.005-20,(torneo uniforme elitismo),15,0.7124 ( 245 0.9962 0.9511 0.7072 0.4618 ) ,5.94 min
100-80-9e-05-0.05-0.005-20,(torneo uniforme reemplazo),17,0.7150 ( 253 0.9960 0.9458 0.7122 0.5140 ) ,3.04 min
100-80-9e-05-0.05-0.005-20,(torneo uniforme truncamiento),16,0.7153 ( 248 0.9983 0.9518 0.7126 0.4942 ) ,5.86 min
100-80-9e-05-0.05-0.005-50,(torneo uniforme elitismo),10,0.7060 ( 261 0.9972 0.9400 0.7081 0.4961 ) ,5.83 min
100-80-9e-05-0.05-0.005-50,(torneo uniforme reemplazo),12,0.7140 ( 272 0.9976 0.9530 0.7130 0.5069 ) ,3.01 min
100-80-9e-05-0.05-0.005-50,(torneo uniforme truncamiento),11,0.7091 ( 281 0.9961 0.9456 0.7159 0.5055 ) ,5.88 min
100-80-9e-05-0.05-0.05-10,(torneo uniforme elitismo),26,0.7117 ( 261 0.9945 0.9554 0.7154 0.4658 ) ,5.90 min
100-80-9e-05-0.05-0.05-10,(torneo uniforme reemplazo),25,0.7166 ( 246 0.9970 0.9446 0.7237 0.5165 ) ,3.03 min
100-80-9e-05-0.05-0.05-10,(torneo uniforme truncamiento),27,0.7166 ( 270 0.9956 0.9551 0.7155 0.5077 ) ,5.92 min
100-80-9e-05-0.05-0.05-20,(torneo uniforme elitismo),18,0.7120 ( 259 0.9939 0.9494 0.7171 0.4843 ) ,6.21 min
100-80-9e-05-0.05-0.05-20,(torneo uniforme reemplazo),20,0.7204 ( 260 0.9969 0.9546 0.7195 0.5141 ) ,2.98 min
100-80-9e-05-0.05-0.05-20,(torneo uniforme truncamiento),11,0.7046 ( 262 0.9981 0.9413 0.7058 0.4825 ) ,5.73 min
100-80-9e-05-0.05-0.05-50,(torneo uniforme elitismo),10,0.7055 ( 252 0.9986 0.9389 0.7259 0.4729 ) ,5.87 min
100-80-9e-05-0.05-0.05-50,(torneo uniforme reemplazo),10,0.7009 ( 286 0.9991 0.9439 0.7092 0.4748 ) ,2.88 min
100-80-9e-05-0.05-0.05-50,(torneo uniforme truncamiento),8,0.7061 ( 257 0.9982 0.9398 0.7091 0.4807 ) ,5.85 min
300-100-9e-05-0.0005-0.0005-10,(torneo uniforme elitismo),42,0.7427 ( 224 1.0000 0.9719 0.7209 0.5446 ) ,21.84 min
300-100-9e-05-0.0005-0.0005-10,(torneo uniforme reemplazo),63,0.7587 ( 169 1.0000 0.9735 0.7311 0.5810 ) ,11.15 min
300-100-9e-05-0.0005-0.0005-10,(torneo uniforme truncamiento),34,0.7342 ( 222 1.0000 0.9696 0.7233 0.5056 ) ,21.69 min
300-100-9e-05-0.0005-0.0005-20,(torneo uniforme elitismo),33,0.7382 ( 210 1.0000 0.9679 0.7175 0.5166 ) ,21.98 min
300-100-9e-05-0.0005-0.0005-20,(torneo uniforme reemplazo),33,0.7367 ( 239 1.0000 0.9728 0.7245 0.5264 ) ,10.97 min
300-100-9e-05-0.0005-0.0005-20,(torneo uniforme truncamiento),27,0.7330 ( 227 1.0000 0.9649 0.7272 0.5159 ) ,22.63 min
300-100-9e-05-0.0005-0.0005-50,(torneo uniforme elitismo),21,0.7250 ( 224 0.9997 0.9582 0.7029 0.4914 ) ,21.73 min
300-100-9e-05-0.0005-0.0005-50,(torneo uniforme reemplazo),91,0.7183 ( 255 0.9997 0.9555 0.7136 0.4994 ) ,11.30 min
300-100-9e-05-0.0005-0.0005-50,(torneo uniforme truncamiento),22,0.7180 ( 251 0.9995 0.9554 0.7109 0.4865 ) ,21.88 min
300-100-9e-05-0.0005-0.005-10,(torneo uniforme elitismo),48,0.7535 ( 191 1.0000 0.9736 0.7172 0.5738 ) ,22.31 min
300-100-9e-05-0.0005-0.005-10,(torneo uniforme reemplazo),55,0.7495 ( 193 0.9995 0.9765 0.7175 0.5459 ) ,11.28 min
300-100-9e-05-0.0005-0.005-10,(torneo uniforme truncamiento),43,0.7423 ( 210 1.0000 0.9721 0.7315 0.5259 ) ,22.15 min
300-100-9e-05-0.0005-0.005-20,(torneo uniforme elitismo),32,0.7442 ( 199 1.0000 0.9699 0.7281 0.5269 ) ,22.38 min
300-100-9e-05-0.0005-0.005-20,(torneo uniforme reemplazo),29,0.7367 ( 212 1.0000 0.9675 0.7146 0.5185 ) ,11.17 min
300-100-9e-05-0.0005-0.005-20,(torneo uniforme truncamiento),28,0.7334 ( 225 1.0000 0.9603 0.7217 0.5289 ) ,22.29 min
300-100-9e-05-0.0005-0.005-50,(torneo uniforme elitismo),17,0.7219 ( 235 1.0000 0.9575 0.7039 0.4984 ) ,21.82 min
300-100-9e-05-0.0005-0.005-50,(torneo uniforme reemplazo),19,0.7196 ( 256 1.0000 0.9589 0.7202 0.4847 ) ,11.03 min
300-100-9e-05-0.0005-0.005-50,(torneo uniforme truncamiento),56,0.7268 ( 234 0.9994 0.9679 0.7090 0.4986 ) ,21.48 min
300-100-9e-05-0.0005-0.05-10,(torneo uniforme elitismo),57,0.7540 ( 186 0.9999 0.9742 0.7276 0.5574 ) ,22.03 min
300-100-9e-05-0.0005-0.05-10,(torneo uniforme reemplazo),44,0.7495 ( 173 0.9995 0.9628 0.7350 0.5564 ) ,11.33 min
300-100-9e-05-0.0005-0.05-10,(torneo uniforme truncamiento),48,0.7387 ( 212 0.9996 0.9691 0.7112 0.5337 ) ,22.30 min
300-100-9e-05-0.0005-0.05-20,(torneo uniforme elitismo),31,0.7365 ( 214 1.0000 0.9662 0.7213 0.5286 ) ,22.08 min
300-100-9e-05-0.0005-0.05-20,(torneo uniforme reemplazo),36,0.7348 ( 230 0.9997 0.9721 0.7050 0.5264 ) ,10.83 min
300-100-9e-05-0.0005-0.05-20,(torneo uniforme truncamiento),27,0.7260 ( 228 1.0000 0.9613 0.7068 0.4910 ) ,22.04 min
300-100-9e-05-0.0005-0.05-50,(torneo uniforme elitismo),15,0.7150 ( 219 1.0000 0.9404 0.7125 0.4937 ) ,21.92 min
300-100-9e-05-0.0005-0.05-50,(torneo uniforme reemplazo),16,0.7155 ( 275 1.0000 0.9544 0.7121 0.5147 ) ,10.98 min
300-100-9e-05-0.0005-0.05-50,(torneo uniforme truncamiento),18,0.7237 ( 246 1.0000 0.9598 0.7203 0.5034 ) ,22.83 min
300-100-9e-05-0.005-0.0005-10,(torneo uniforme elitismo),63,0.7521 ( 212 0.9983 0.9772 0.7308 0.5762 ) ,22.03 min
300-100-9e-05-0.005-0.0005-10,(torneo uniforme reemplazo),61,0.7523 ( 190 0.9962 0.9737 0.7358 0.5615 ) ,11.45 min
300-100-9e-05-0.005-0.0005-10,(torneo uniforme truncamiento),40,0.7389 ( 215 0.9960 0.9679 0.7142 0.5425 ) ,22.27 min
300-100-9e-05-0.005-0.0005-20,(torneo uniforme elitismo),27,0.7282 ( 228 0.9988 0.9604 0.7143 0.5022 ) ,22.15 min
300-100-9e-05-0.005-0.0005-20,(torneo uniforme reemplazo),29,0.7343 ( 227 0.9979 0.9670 0.7117 0.5256 ) ,11.19 min
300-100-9e-05-0.005-0.0005-20,(torneo uniforme truncamiento),29,0.7296 ( 244 0.9975 0.9645 0.7248 0.5307 ) ,22.27 min
300-100-9e-05-0.005-0.0005-50,(torneo uniforme elitismo),18,0.7221 ( 231 0.9997 0.9522 0.7107 0.5071 ) ,22.10 min
300-100-9e-05-0.005-0.0005-50,(torneo uniforme reemplazo),15,0.7252 ( 268 1.0000 0.9670 0.7061 0.5034 ) ,10.75 min
300-100-9e-05-0.005-0.0005-50,(torneo uniforme truncamiento),16,0.7162 ( 250 0.9984 0.9561 0.7148 0.4867 ) ,21.34 min
300-100-9e-05-0.005-0.005-10,(torneo uniforme elitismo),49,0.7539 ( 190 0.9975 0.9747 0.7313 0.5685 ) ,23.31 min
300-100-9e-05-0.005-0.005-10,(torneo uniforme reemplazo),61,0.7515 ( 194 0.9956 0.9727 0.7342 0.5649 ) ,11.32 min
300-100-9e-05-0.005-0.005-10,(torneo uniforme truncamiento),38,0.7308 ( 239 0.9970 0.9649 0.7144 0.5288 ) ,21.85 min
300-100-9e-05-0.005-0.005-20,(torneo uniforme elitismo),27,0.7339 ( 224 0.9990 0.9681 0.7216 0.5010 ) ,22.16 min
300-100-9e-05-0.005-0.005-20,(torneo uniforme reemplazo),34,0.7378 ( 237 0.9989 0.9699 0.7294 0.5442 ) ,11.00 min
300-100-9e-05-0.005-0.005-20,(torneo uniforme truncamiento),24,0.7232 ( 264 0.9960 0.9656 0.7252 0.4986 ) ,22.35 min
300-100-9e-05-0.005-0.005-50,(torneo uniforme elitismo),20,0.7248 ( 232 0.9991 0.9590 0.7054 0.5044 ) ,22.34 min
300-100-9e-05-0.005-0.005-50,(torneo uniforme reemplazo),17,0.7281 ( 248 0.9995 0.9653 0.7091 0.5129 ) ,11.11 min
300-100-9e-05-0.005-0.005-50,(torneo uniforme truncamiento),22,0.7229 ( 255 0.9985 0.9639 0.7141 0.4912 ) ,22.01 min
300-100-9e-05-0.005-0.05-10,(torneo uniforme elitismo),46,0.7445 ( 203 0.9987 0.9653 0.7245 0.5541 ) ,22.17 min
300-100-9e-05-0.005-0.05-10,(torneo uniforme reemplazo),62,0.7601 ( 170 0.9969 0.9734 0.7452 0.5702 ) ,11.21 min
300-100-9e-05-0.005-0.05-10,(torneo uniforme truncamiento),31,0.7349 ( 209 0.9988 0.9602 0.7143 0.5315 ) ,21.92 min
300-100-9e-05-0.005-0.05-20,(torneo uniforme elitismo),31,0.7322 ( 220 0.9977 0.9599 0.7233 0.5217 ) ,22.38 min
300-100-9e-05-0.005-0.05-20,(torneo uniforme reemplazo),24,0.7355 ( 221 0.9976 0.9626 0.7170 0.5307 ) ,10.95 min
300-100-9e-05-0.005-0.05-20,(torneo uniforme truncamiento),19,0.7224 ( 255 0.9999 0.9628 0.7085 0.5037 ) ,21.81 min
300-100-9e-05-0.005-0.05-50,(torneo uniforme elitismo),21,0.7249 ( 234 0.9991 0.9557 0.7083 0.5234 ) ,21.92 min
300-100-9e-05-0.005-0.05-50,(torneo uniforme reemplazo),17,0.7244 ( 250 0.9990 0.9582 0.7180 0.5114 ) ,10.61 min
300-100-9e-05-0.005-0.05-50,(torneo uniforme truncamiento),14,0.7211 ( 256 0.9989 0.9528 0.7185 0.5178 ) ,21.96 min
300-100-9e-05-0.05-0.0005-10,(torneo uniforme elitismo),45,0.7318 ( 238 0.9849 0.9584 0.7254 0.5482 ) ,22.48 min
300-100-9e-05-0.05-0.0005-10,(torneo uniforme reemplazo),38,0.7275 ( 240 0.9865 0.9562 0.7254 0.5408 ) ,11.47 min
300-100-9e-05-0.05-0.0005-10,(torneo uniforme truncamiento),27,0.7177 ( 255 0.9892 0.9504 0.7217 0.5239 ) ,22.20 min
300-100-9e-05-0.05-0.0005-20,(torneo uniforme elitismo),20,0.7201 ( 271 0.9888 0.9621 0.7220 0.5072 ) ,22.17 min
300-100-9e-05-0.05-0.0005-20,(torneo uniforme reemplazo),16,0.7180 ( 244 0.9952 0.9496 0.7197 0.5025 ) ,11.16 min
300-100-9e-05-0.05-0.0005-20,(torneo uniforme truncamiento),15,0.7137 ( 262 0.9956 0.9503 0.7147 0.5136 ) ,22.17 min
300-100-9e-05-0.05-0.0005-50,(torneo uniforme elitismo),14,0.7106 ( 276 0.9932 0.9520 0.7130 0.4932 ) ,21.82 min
300-100-9e-05-0.05-0.0005-50,(torneo uniforme reemplazo),17,0.7146 ( 293 0.9868 0.9604 0.7129 0.4991 ) ,11.05 min
300-100-9e-05-0.05-0.0005-50,(torneo uniforme truncamiento),9,0.7023 ( 269 0.9959 0.9334 0.7171 0.4886 ) ,21.84 min
300-100-9e-05-0.05-0.005-10,(torneo uniforme elitismo),30,0.7274 ( 229 0.9921 0.9492 0.7211 0.5447 ) ,22.85 min
300-100-9e-05-0.05-0.005-10,(torneo uniforme reemplazo),37,0.7328 ( 213 0.9934 0.9532 0.7198 0.5442 ) ,10.97 min
300-100-9e-05-0.05-0.005-10,(torneo uniforme truncamiento),30,0.7201 ( 267 0.9900 0.9563 0.7187 0.5153 ) ,22.13 min
300-100-9e-05-0.05-0.005-20,(torneo uniforme elitismo),26,0.7195 ( 259 0.9897 0.9572 0.7174 0.5118 ) ,21.79 min
300-100-9e-05-0.05-0.005-20,(torneo uniforme reemplazo),22,0.7200 ( 242 0.9914 0.9499 0.7146 0.5164 ) ,10.86 min
300-100-9e-05-0.05-0.005-20,(torneo uniforme truncamiento),22,0.7188 ( 278 0.9913 0.9559 0.7221 0.5253 ) ,22.90 min
300-100-9e-05-0.05-0.005-50,(torneo uniforme elitismo),13,0.7128 ( 271 0.9916 0.9539 0.7130 0.4931 ) ,21.89 min
300-100-9e-05-0.05-0.005-50,(torneo uniforme reemplazo),13,0.7113 ( 266 0.9934 0.9517 0.7320 0.4846 ) ,11.11 min
300-100-9e-05-0.05-0.005-50,(torneo uniforme truncamiento),15,0.7127 ( 288 0.9910 0.9577 0.7153 0.4915 ) ,21.83 min
300-100-9e-05-0.05-0.05-10,(torneo uniforme elitismo),38,0.7184 ( 263 0.9836 0.9582 0.7222 0.5228 ) ,21.75 min
300-100-9e-05-0.05-0.05-10,(torneo uniforme reemplazo),35,0.7280 ( 241 0.9931 0.9547 0.7267 0.5476 ) ,11.26 min
300-100-9e-05-0.05-0.05-10,(torneo uniforme truncamiento),16,0.7105 ( 262 0.9950 0.9376 0.7166 0.5221 ) ,22.35 min
300-100-9e-05-0.05-0.05-20,(torneo uniforme elitismo),22,0.7109 ( 285 0.9900 0.9555 0.7149 0.4991 ) ,21.58 min
300-100-9e-05-0.05-0.05-20,(torneo uniforme reemplazo),32,0.7223 ( 268 0.9840 0.9633 0.7132 0.5402 ) ,11.19 min
300-100-9e-05-0.05-0.05-20,(torneo uniforme truncamiento),23,0.7157 ( 276 0.9892 0.9537 0.7154 0.5184 ) ,21.71 min
300-100-9e-05-0.05-0.05-50,(torneo uniforme elitismo),14,0.7143 ( 246 0.9927 0.9472 0.7136 0.5095 ) ,22.17 min
300-100-9e-05-0.05-0.05-50,(torneo uniforme reemplazo),18,0.7129 ( 291 0.9903 0.9592 0.7064 0.5072 ) ,11.08 min
300-100-9e-05-0.05-0.05-50,(torneo uniforme truncamiento),16,0.7114 ( 286 0.9898 0.9531 0.7079 0.5244 ) ,21.72 min
300-50-9e-05-0.0005-0.0005-10,(torneo uniforme elitismo),50,0.7501 ( 192 1.0000 0.9689 0.7245 0.5805 ) ,11.36 min
300-50-9e-05-0.0005-0.0005-10,(torneo uniforme reemplazo),50,0.7559 ( 159 1.0000 0.9650 0.7312 0.5693 ) ,5.63 min
300-50-9e-05-0.0005-0.0005-10,(torneo uniforme truncamiento),36,0.7339 ( 233 1.0000 0.9686 0.7213 0.5275 ) ,11.30 min
300-50-9e-05-0.0005-0.0005-20,(torneo uniforme elitismo),35,0.7335 ( 218 1.0000 0.9650 0.7233 0.5141 ) ,11.08 min
300-50-9e-05-0.0005-0.0005-20,(torneo uniforme reemplazo),36,0.7448 ( 223 1.0000 0.9720 0.7225 0.5637 ) ,5.59 min
300-50-9e-05-0.0005-0.0005-20,(torneo uniforme truncamiento),28,0.7323 ( 224 1.0000 0.9717 0.7258 0.4874 ) ,11.16 min
300-50-9e-05-0.0005-0.0005-50,(torneo uniforme elitismo),18,0.7283 ( 240 1.0000 0.9614 0.7207 0.5164 ) ,10.95 min
300-50-9e-05-0.0005-0.0005-50,(torneo uniforme reemplazo),21,0.7325 ( 237 0.9998 0.9656 0.7127 0.5273 ) ,5.67 min
300-50-9e-05-0.0005-0.0005-50,(torneo uniforme truncamiento),16,0.7201 ( 247 1.0000 0.9545 0.7160 0.5011 ) ,10.86 min
300-50-9e-05-0.0005-0.005-10,(torneo uniforme elitismo),50,0.7428 ( 214 1.0000 0.9739 0.7239 0.5291 ) ,11.18 min
300-50-9e-05-0.0005-0.005-10,(torneo uniforme reemplazo),50,0.7566 ( 171 0.9999 0.9682 0.7325 0.5838 ) ,5.75 min
300-50-9e-05-0.0005-0.005-10,(torneo uniforme truncamiento),39,0.7413 ( 204 0.9997 0.9695 0.7163 0.5342 ) ,11.12 min
300-50-9e-05-0.0005-0.005-20,(torneo uniforme elitismo),25,0.7295 ( 221 1.0000 0.9619 0.7170 0.5023 ) ,11.18 min
300-50-9e-05-0.0005-0.005-20,(torneo uniforme reemplazo),37,0.7380 ( 218 1.0000 0.9671 0.7277 0.5156 ) ,5.66 min
300-50-9e-05-0.0005-0.005-20,(torneo uniforme truncamiento),26,0.7247 ( 247 1.0000 0.9655 0.7124 0.4997 ) ,11.22 min
300-50-9e-05-0.0005-0.005-50,(torneo uniforme elitismo),17,0.7223 ( 236 1.0000 0.9524 0.7124 0.5074 ) ,11.06 min
300-50-9e-05-0.0005-0.005-50,(torneo uniforme reemplazo),18,0.7255 ( 238 0.9998 0.9574 0.7123 0.5206 ) ,5.46 min
300-50-9e-05-0.0005-0.005-50,(torneo uniforme truncamiento),18,0.7271 ( 233 1.0000 0.9653 0.7069 0.4921 ) ,11.00 min
300-50-9e-05-0.0005-0.05-10,(torneo uniforme elitismo),50,0.7460 ( 192 0.9995 0.9674 0.7278 0.5495 ) ,11.33 min
300-50-9e-05-0.0005-0.05-10,(torneo uniforme reemplazo),50,0.7484 ( 204 0.9992 0.9658 0.7263 0.5771 ) ,5.60 min
300-50-9e-05-0.0005-0.05-10,(torneo uniforme truncamiento),33,0.7236 ( 257 0.9995 0.9566 0.7210 0.5339 ) ,11.16 min
300-50-9e-05-0.0005-0.05-20,(torneo uniforme elitismo),30,0.7304 ( 231 0.9999 0.9637 0.7193 0.5301 ) ,11.29 min
300-50-9e-05-0.0005-0.05-20,(torneo uniforme reemplazo),28,0.7267 ( 231 0.9997 0.9624 0.7261 0.5047 ) ,5.48 min
300-50-9e-05-0.0005-0.05-20,(torneo uniforme truncamiento),26,0.7338 ( 219 1.0000 0.9647 0.7219 0.5124 ) ,11.09 min
300-50-9e-05-0.0005-0.05-50,(torneo uniforme elitismo),19,0.7247 ( 238 0.9997 0.9591 0.7182 0.4940 ) ,11.08 min
300-50-9e-05-0.0005-0.05-50,(torneo uniforme reemplazo),17,0.7284 ( 221 0.9997 0.9617 0.7208 0.4913 ) ,5.45 min
300-50-9e-05-0.0005-0.05-50,(torneo uniforme truncamiento),18,0.7227 ( 254 0.9997 0.9572 0.7210 0.5113 ) ,11.26 min
300-50-9e-05-0.005-0.0005-10,(torneo uniforme elitismo),42,0.7437 ( 233 0.9987 0.9761 0.7330 0.5357 ) ,11.16 min
300-50-9e-05-0.005-0.0005-10,(torneo uniforme reemplazo),50,0.7501 ( 170 0.9988 0.9622 0.7279 0.5613 ) ,5.64 min
300-50-9e-05-0.005-0.0005-10,(torneo uniforme truncamiento),46,0.7355 ( 237 0.9966 0.9685 0.7181 0.5401 ) ,11.13 min
300-50-9e-05-0.005-0.0005-20,(torneo uniforme elitismo),27,0.7331 ( 214 0.9983 0.9656 0.7217 0.5045 ) ,11.06 min
300-50-9e-05-0.005-0.0005-20,(torneo uniforme reemplazo),36,0.7356 ( 224 0.9981 0.9719 0.7098 0.5193 ) ,5.58 min
300-50-9e-05-0.005-0.0005-20,(torneo uniforme truncamiento),23,0.7284 ( 239 0.9995 0.9667 0.7298 0.4971 ) ,11.15 min
300-50-9e-05-0.005-0.0005-50,(torneo uniforme elitismo),17,0.7223 ( 240 0.9979 0.9593 0.7069 0.5064 ) ,11.09 min
300-50-9e-05-0.005-0.0005-50,(torneo uniforme reemplazo),16,0.7267 ( 224 0.9989 0.9563 0.7188 0.5040 ) ,5.45 min
300-50-9e-05-0.005-0.0005-50,(torneo uniforme truncamiento),16,0.7230 ( 242 0.9995 0.9613 0.7185 0.4953 ) ,10.91 min
300-50-9e-05-0.005-0.005-10,(torneo uniforme elitismo),46,0.7538 ( 177 0.9986 0.9730 0.7339 0.5503 ) ,11.09 min
300-50-9e-05-0.005-0.005-10,(torneo uniforme reemplazo),50,0.7460 ( 199 0.9975 0.9704 0.7341 0.5440 ) ,5.68 min
300-50-9e-05-0.005-0.005-10,(torneo uniforme truncamiento),50,0.7474 ( 196 0.9977 0.9714 0.7248 0.5494 ) ,11.08 min
300-50-9e-05-0.005-0.005-20,(torneo uniforme elitismo),20,0.7175 ( 246 0.9992 0.9588 0.7054 0.4908 ) ,10.88 min
300-50-9e-05-0.005-0.005-20,(torneo uniforme reemplazo),37,0.7429 ( 217 0.9981 0.9713 0.7174 0.5485 ) ,5.66 min
300-50-9e-05-0.005-0.005-20,(torneo uniforme truncamiento),29,0.7293 ( 227 0.9963 0.9608 0.7128 0.5197 ) ,11.74 min
300-50-9e-05-0.005-0.005-50,(torneo uniforme elitismo),15,0.7225 ( 250 0.9984 0.9627 0.7125 0.4957 ) ,11.04 min
