Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6882,292,1.0000,0.9209,0.7127,0.4687,0.6603,0.0112,10.30 seg
2,0.6915,269,1.0000,0.9172,0.7116,0.4736,0.6726,0.0073,10.23 seg
3,0.6924,285,1.0000,0.9212,0.7160,0.4835,0.6781,0.0069,12.67 seg
4,0.6953,278,1.0000,0.9308,0.7114,0.4615,0.6815,0.0065,10.73 seg
5,0.6960,262,1.0000,0.9166,0.7157,0.4936,0.6845,0.0058,10.37 seg
6,0.6972,286,1.0000,0.9341,0.7146,0.4707,0.6856,0.0076,10.61 seg
7,0.6989,269,1.0000,0.9292,0.7158,0.4760,0.6901,0.0063,10.56 seg
8,0.7008,263,1.0000,0.9331,0.7133,0.4673,0.6922,0.0059,10.23 seg
9,0.7005,269,1.0000,0.9327,0.7145,0.4748,0.6939,0.0053,10.58 seg
10,0.7027,265,1.0000,0.9350,0.7152,0.4751,0.6941,0.0061,10.21 seg
11,0.7039,265,1.0000,0.9366,0.7152,0.4771,0.6959,0.0058,10.94 seg
12,0.7056,275,1.0000,0.9438,0.7199,0.4726,0.6979,0.0051,13.05 seg
13,0.7060,275,1.0000,0.9445,0.7199,0.4726,0.6991,0.0046,10.38 seg
14,0.7063,276,1.0000,0.9453,0.7199,0.4731,0.7029,0.0030,10.33 seg
15,0.7072,281,1.0000,0.9484,0.7167,0.4766,0.7056,0.0008,10.45 seg
16,0.7072,281,1.0000,0.9484,0.7167,0.4766,0.7056,0.0007,10.28 seg
17,0.7075,278,0.9998,0.9482,0.7202,0.4733,0.7059,0.0018,10.63 seg
18,0.7076,282,0.9996,0.9484,0.7233,0.4765,0.7051,0.0026,10.67 seg
19,0.7076,282,0.9996,0.9484,0.7233,0.4765,0.7048,0.0032,10.40 seg
20,0.7076,282,0.9996,0.9484,0.7233,0.4765,0.7056,0.0033,10.20 seg
21,0.7076,282,0.9996,0.9484,0.7233,0.4765,0.7071,0.0016,10.50 seg
22,0.7076,282,0.9996,0.9484,0.7233,0.4765,0.7076,0.0000,10.31 seg
23,0.7073,283,0.9994,0.9483,0.7233,0.4767,0.7073,0.0000,13.73 seg
24,0.7073,283,0.9994,0.9483,0.7233,0.4767,0.7073,0.0000,10.35 seg
25,0.7073,283,0.9994,0.9483,0.7233,0.4767,0.7073,0.0000,10.00 seg
26,0.7073,283,0.9994,0.9483,0.7233,0.4767,0.7073,0.0000,9.87 seg
27,0.7073,283,0.9994,0.9483,0.7233,0.4767,0.7073,0.0000,10.41 seg
28,0.7073,283,0.9994,0.9483,0.7233,0.4767,0.7073,0.0000,10.24 seg
29,0.7073,283,0.9994,0.9483,0.7233,0.4767,0.7073,0.0000,10.48 seg
30,0.7073,283,0.9994,0.9483,0.7233,0.4767,0.7073,0.0000,10.31 seg
31,0.7073,283,0.9994,0.9483,0.7233,0.4767,0.7073,0.0000,10.46 seg
32,0.7073,283,0.9994,0.9483,0.7233,0.4767,0.7073,0.0000,10.15 seg
33,0.7073,283,0.9994,0.9483,0.7230,0.4765,0.7073,0.0000,10.38 seg
34,0.7073,283,0.9994,0.9483,0.7230,0.4765,0.7073,0.0000,10.25 seg
35,0.7073,283,0.9994,0.9483,0.7230,0.4765,0.7073,0.0000,10.51 seg
36,0.7073,283,0.9994,0.9483,0.7230,0.4765,0.7073,0.0000,10.07 seg
37,0.7073,283,0.9994,0.9483,0.7230,0.4765,0.7073,0.0000,14.10 seg
38,0.7073,283,0.9994,0.9483,0.7230,0.4765,0.7073,0.0000,9.99 seg
39,0.7073,283,0.9994,0.9483,0.7230,0.4765,0.7073,0.0000,10.08 seg
40,0.7073,283,0.9994,0.9483,0.7230,0.4765,0.7073,0.0000,10.44 seg
41,0.7073,283,0.9994,0.9483,0.7230,0.4765,0.7073,0.0000,9.79 seg
42,0.7073,283,0.9994,0.9483,0.7230,0.4765,0.7073,0.0000,9.95 seg
43,0.7073,283,0.9994,0.9483,0.7230,0.4765,0.7073,0.0000,9.91 seg
44,0.7073,283,0.9994,0.9483,0.7230,0.4765,0.7073,0.0000,10.51 seg
45,0.7073,283,0.9994,0.9483,0.7230,0.4765,0.7073,0.0000,10.74 seg
46,0.7066,286,0.9992,0.9483,0.7230,0.4765,0.7066,0.0000,10.55 seg
47,0.7066,286,0.9992,0.9483,0.7230,0.4765,0.7066,0.0000,10.80 seg
48,0.7066,286,0.9992,0.9483,0.7230,0.4765,0.7066,0.0000,10.40 seg
49,0.7066,286,0.9992,0.9483,0.7230,0.4765,0.7066,0.0000,10.61 seg
50,0.7065,286,0.9992,0.9479,0.7233,0.4764,0.7065,0.0000,10.26 seg
