Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6848,274,1.0000,0.9083,0.7173,0.4786,0.6590,0.0104,22.90 seg
2,0.6877,272,1.0000,0.9158,0.7125,0.4705,0.6666,0.0069,21.59 seg
3,0.6877,272,1.0000,0.9158,0.7125,0.4705,0.6708,0.0057,21.46 seg
4,0.6877,272,1.0000,0.9158,0.7125,0.4705,0.6742,0.0048,21.08 seg
5,0.6910,266,1.0000,0.9161,0.7230,0.4763,0.6766,0.0043,21.21 seg
6,0.6910,266,1.0000,0.9161,0.7230,0.4763,0.6787,0.0038,23.84 seg
7,0.6911,261,1.0000,0.9159,0.7185,0.4736,0.6806,0.0036,21.39 seg
8,0.6953,257,1.0000,0.9203,0.7259,0.4748,0.6823,0.0037,21.57 seg
9,0.6970,254,1.0000,0.9229,0.7223,0.4747,0.6841,0.0036,21.60 seg
10,0.6973,248,1.0000,0.9223,0.7173,0.4737,0.6861,0.0036,21.36 seg
11,0.7018,260,1.0000,0.9295,0.7193,0.4931,0.6879,0.0036,24.03 seg
12,0.7018,260,1.0000,0.9295,0.7193,0.4931,0.6898,0.0036,21.31 seg
13,0.7018,260,1.0000,0.9295,0.7193,0.4931,0.6918,0.0035,21.03 seg
14,0.7018,260,1.0000,0.9295,0.7193,0.4931,0.6939,0.0032,21.17 seg
15,0.7039,260,1.0000,0.9346,0.7201,0.4881,0.6959,0.0027,21.28 seg
16,0.7039,260,1.0000,0.9346,0.7201,0.4881,0.6975,0.0022,23.36 seg
17,0.7039,260,1.0000,0.9346,0.7201,0.4881,0.6989,0.0017,20.86 seg
18,0.7062,264,0.9997,0.9381,0.7229,0.4947,0.7000,0.0015,21.24 seg
19,0.7083,264,0.9997,0.9430,0.7242,0.4893,0.7008,0.0015,21.47 seg
20,0.7096,263,0.9997,0.9453,0.7255,0.4873,0.7015,0.0018,21.21 seg
21,0.7096,263,0.9997,0.9453,0.7255,0.4873,0.7025,0.0020,21.23 seg
22,0.7096,263,0.9997,0.9453,0.7255,0.4873,0.7039,0.0022,24.44 seg
23,0.7113,264,0.9997,0.9473,0.7253,0.4930,0.7057,0.0021,21.51 seg
24,0.7114,262,0.9997,0.9467,0.7253,0.4933,0.7074,0.0016,21.95 seg
25,0.7114,264,0.9997,0.9476,0.7261,0.4925,0.7088,0.0012,21.80 seg
26,0.7120,264,0.9997,0.9499,0.7253,0.4879,0.7098,0.0010,21.82 seg
27,0.7120,264,0.9997,0.9499,0.7253,0.4879,0.7106,0.0008,21.04 seg
28,0.7122,262,0.9997,0.9484,0.7251,0.4921,0.7112,0.0004,24.13 seg
29,0.7124,264,0.9997,0.9496,0.7251,0.4919,0.7115,0.0002,21.06 seg
30,0.7126,261,0.9997,0.9497,0.7245,0.4890,0.7116,0.0003,20.90 seg
31,0.7127,264,0.9997,0.9503,0.7251,0.4919,0.7119,0.0003,20.75 seg
32,0.7135,261,0.9997,0.9507,0.7254,0.4911,0.7122,0.0003,20.87 seg
33,0.7135,261,0.9997,0.9507,0.7254,0.4911,0.7124,0.0003,21.10 seg
34,0.7135,261,0.9997,0.9504,0.7251,0.4923,0.7127,0.0004,23.73 seg
35,0.7139,261,0.9997,0.9514,0.7254,0.4911,0.7130,0.0003,20.89 seg
36,0.7139,261,0.9997,0.9514,0.7254,0.4911,0.7132,0.0003,21.12 seg
37,0.7142,261,0.9997,0.9521,0.7249,0.4905,0.7134,0.0002,20.82 seg
38,0.7142,261,0.9997,0.9521,0.7249,0.4905,0.7136,0.0002,20.84 seg
39,0.7141,261,0.9997,0.9508,0.7241,0.4957,0.7137,0.0002,21.18 seg
40,0.7143,261,0.9997,0.9516,0.7243,0.4932,0.7138,0.0002,21.15 seg
41,0.7143,261,0.9997,0.9516,0.7243,0.4932,0.7139,0.0002,24.71 seg
42,0.7143,261,0.9997,0.9516,0.7243,0.4932,0.7140,0.0001,20.88 seg
43,0.7145,260,0.9997,0.9508,0.7247,0.4959,0.7141,0.0001,20.56 seg
44,0.7146,260,0.9997,0.9516,0.7250,0.4934,0.7142,0.0001,21.23 seg
45,0.7146,260,0.9997,0.9516,0.7250,0.4934,0.7143,0.0001,21.13 seg
46,0.7146,260,0.9997,0.9514,0.7250,0.4947,0.7144,0.0001,21.49 seg
47,0.7146,260,0.9997,0.9514,0.7250,0.4947,0.7145,0.0001,21.27 seg
48,0.7146,262,0.9995,0.9522,0.7253,0.4947,0.7145,0.0001,26.02 seg
49,0.7146,262,0.9995,0.9522,0.7253,0.4947,0.7146,0.0000,22.11 seg
50,0.7146,262,0.9995,0.9522,0.7253,0.4947,0.7146,0.0000,22.02 seg
