Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6848,260,1.0000,0.9075,0.7102,0.4565,0.6594,0.0112,20.81 seg
2,0.6903,270,1.0000,0.9167,0.7076,0.4750,0.6677,0.0071,21.33 seg
3,0.6903,270,1.0000,0.9167,0.7076,0.4750,0.6720,0.0059,21.39 seg
4,0.6903,270,1.0000,0.9167,0.7076,0.4750,0.6751,0.0049,21.43 seg
5,0.6903,270,1.0000,0.9167,0.7076,0.4750,0.6776,0.0045,24.13 seg
6,0.6911,272,1.0000,0.9142,0.7114,0.4896,0.6798,0.0043,21.73 seg
7,0.6943,264,0.9997,0.9179,0.7130,0.4858,0.6818,0.0039,21.06 seg
8,0.6943,264,0.9997,0.9179,0.7130,0.4858,0.6834,0.0036,21.18 seg
9,0.6948,261,1.0000,0.9227,0.7084,0.4699,0.6848,0.0035,21.59 seg
10,0.7007,259,0.9991,0.9285,0.7105,0.4845,0.6863,0.0034,24.09 seg
11,0.7007,259,0.9991,0.9285,0.7105,0.4845,0.6878,0.0033,21.40 seg
12,0.7007,259,0.9991,0.9285,0.7105,0.4845,0.6891,0.0032,21.67 seg
13,0.7010,261,0.9991,0.9285,0.7128,0.4876,0.6905,0.0030,21.44 seg
14,0.7031,253,0.9995,0.9290,0.7089,0.4909,0.6919,0.0030,21.86 seg
15,0.7031,253,0.9995,0.9290,0.7089,0.4909,0.6933,0.0029,23.81 seg
16,0.7031,253,0.9995,0.9290,0.7089,0.4909,0.6948,0.0029,21.62 seg
17,0.7031,263,0.9995,0.9306,0.7098,0.4990,0.6964,0.0027,21.73 seg
18,0.7045,261,0.9991,0.9336,0.7120,0.4933,0.6981,0.0025,21.18 seg
19,0.7067,259,0.9993,0.9368,0.7111,0.4935,0.6997,0.0023,21.30 seg
20,0.7070,258,0.9991,0.9374,0.7120,0.4916,0.7011,0.0018,24.60 seg
21,0.7073,250,0.9995,0.9355,0.7045,0.4946,0.7022,0.0016,21.63 seg
22,0.7093,252,0.9995,0.9383,0.7097,0.4968,0.7032,0.0015,22.84 seg
23,0.7094,253,0.9995,0.9401,0.7091,0.4924,0.7043,0.0015,21.73 seg
24,0.7094,253,0.9995,0.9401,0.7091,0.4924,0.7053,0.0015,21.66 seg
25,0.7113,247,0.9995,0.9404,0.7086,0.4959,0.7063,0.0015,21.68 seg
26,0.7113,247,0.9995,0.9404,0.7086,0.4959,0.7073,0.0014,24.82 seg
27,0.7122,237,0.9998,0.9336,0.7149,0.5091,0.7081,0.0013,21.53 seg
28,0.7126,246,0.9993,0.9412,0.7139,0.4972,0.7089,0.0012,20.73 seg
29,0.7145,242,0.9994,0.9399,0.7132,0.5091,0.7095,0.0013,21.23 seg
30,0.7145,242,0.9994,0.9399,0.7132,0.5091,0.7104,0.0012,20.89 seg
31,0.7148,244,0.9994,0.9447,0.7135,0.4963,0.7113,0.0012,21.35 seg
32,0.7154,246,0.9994,0.9429,0.7145,0.5090,0.7120,0.0011,24.82 seg
33,0.7158,245,0.9991,0.9465,0.7127,0.4985,0.7125,0.0012,21.36 seg
34,0.7166,250,0.9989,0.9498,0.7116,0.4997,0.7132,0.0011,21.13 seg
35,0.7166,250,0.9989,0.9498,0.7116,0.4997,0.7137,0.0009,20.39 seg
36,0.7169,251,0.9991,0.9481,0.7156,0.5060,0.7141,0.0010,20.99 seg
37,0.7171,246,0.9989,0.9489,0.7156,0.4978,0.7147,0.0009,21.12 seg
38,0.7172,249,0.9989,0.9484,0.7146,0.5053,0.7153,0.0008,24.52 seg
39,0.7172,249,0.9989,0.9484,0.7146,0.5053,0.7157,0.0007,21.36 seg
40,0.7176,249,0.9989,0.9492,0.7142,0.5053,0.7160,0.0008,21.51 seg
41,0.7180,249,0.9987,0.9526,0.7139,0.4962,0.7166,0.0006,21.31 seg
42,0.7186,249,0.9989,0.9498,0.7169,0.5081,0.7170,0.0004,21.44 seg
43,0.7189,249,0.9989,0.9503,0.7161,0.5085,0.7173,0.0003,21.69 seg
44,0.7192,250,0.9989,0.9516,0.7154,0.5078,0.7175,0.0004,21.79 seg
45,0.7194,250,0.9987,0.9546,0.7148,0.4987,0.7179,0.0005,25.88 seg
46,0.7199,250,0.9989,0.9534,0.7148,0.5062,0.7183,0.0005,22.23 seg
47,0.7199,250,0.9989,0.9534,0.7148,0.5062,0.7187,0.0005,21.67 seg
48,0.7199,250,0.9987,0.9551,0.7143,0.5006,0.7191,0.0004,21.76 seg
49,0.7203,247,0.9989,0.9532,0.7150,0.5049,0.7193,0.0002,21.47 seg
50,0.7203,247,0.9989,0.9532,0.7150,0.5049,0.7195,0.0002,21.52 seg
