Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6885,257,1.0000,0.9084,0.7084,0.4685,0.6617,0.0115,10.35 seg
2,0.6923,258,1.0000,0.9110,0.7080,0.4862,0.6703,0.0086,10.97 seg
3,0.6940,279,1.0000,0.9203,0.7120,0.4887,0.6731,0.0078,11.21 seg
4,0.6932,278,1.0000,0.9199,0.7071,0.4869,0.6744,0.0084,11.06 seg
5,0.7014,269,1.0000,0.9306,0.7003,0.4946,0.6761,0.0081,11.29 seg
6,0.6980,262,1.0000,0.9222,0.7092,0.4876,0.6785,0.0081,11.21 seg
7,0.7011,238,1.0000,0.9173,0.7104,0.4931,0.6800,0.0081,13.21 seg
8,0.7000,260,1.0000,0.9259,0.7069,0.4859,0.6820,0.0080,11.30 seg
9,0.7048,241,1.0000,0.9217,0.7158,0.5016,0.6839,0.0080,11.44 seg
10,0.7056,234,1.0000,0.9248,0.7068,0.4925,0.6858,0.0078,11.37 seg
11,0.7067,242,1.0000,0.9259,0.7201,0.4977,0.6883,0.0075,11.33 seg
12,0.7065,233,1.0000,0.9209,0.7118,0.5081,0.6902,0.0081,11.21 seg
13,0.7108,225,1.0000,0.9208,0.7181,0.5219,0.6927,0.0073,10.79 seg
14,0.7124,222,1.0000,0.9253,0.7175,0.5121,0.6950,0.0069,11.43 seg
15,0.7140,235,1.0000,0.9278,0.7144,0.5336,0.6966,0.0069,11.38 seg
16,0.7134,224,1.0000,0.9242,0.7078,0.5324,0.6983,0.0071,11.13 seg
17,0.7146,200,1.0000,0.9178,0.7206,0.5229,0.7001,0.0069,14.15 seg
18,0.7165,213,1.0000,0.9193,0.7168,0.5496,0.7014,0.0069,11.02 seg
19,0.7196,196,0.9991,0.9261,0.7122,0.5260,0.7032,0.0069,11.37 seg
20,0.7201,210,0.9997,0.9233,0.7124,0.5584,0.7053,0.0065,11.44 seg
21,0.7223,207,0.9997,0.9308,0.7179,0.5379,0.7071,0.0067,10.90 seg
22,0.7246,207,0.9997,0.9267,0.7265,0.5624,0.7089,0.0069,11.40 seg
23,0.7267,205,0.9997,0.9374,0.7224,0.5373,0.7110,0.0063,11.36 seg
24,0.7267,201,1.0000,0.9312,0.7250,0.5528,0.7129,0.0062,10.95 seg
25,0.7293,202,0.9991,0.9341,0.7207,0.5641,0.7147,0.0060,11.35 seg
26,0.7303,191,0.9993,0.9321,0.7265,0.5592,0.7165,0.0060,11.50 seg
27,0.7326,183,1.0000,0.9360,0.7225,0.5514,0.7182,0.0057,10.91 seg
28,0.7317,187,0.9997,0.9296,0.7297,0.5701,0.7200,0.0053,14.93 seg
29,0.7354,181,1.0000,0.9368,0.7220,0.5649,0.7207,0.0058,11.57 seg
30,0.7359,169,0.9997,0.9346,0.7341,0.5523,0.7229,0.0052,11.27 seg
31,0.7355,180,1.0000,0.9290,0.7233,0.5923,0.7237,0.0053,11.15 seg
32,0.7388,163,1.0000,0.9313,0.7310,0.5775,0.7257,0.0052,11.07 seg
33,0.7398,178,1.0000,0.9394,0.7317,0.5739,0.7273,0.0050,10.68 seg
34,0.7453,167,1.0000,0.9446,0.7369,0.5738,0.7283,0.0052,11.34 seg
35,0.7419,181,1.0000,0.9426,0.7259,0.5848,0.7296,0.0052,10.93 seg
36,0.7419,179,0.9997,0.9452,0.7292,0.5705,0.7315,0.0050,11.18 seg
37,0.7432,175,0.9993,0.9414,0.7293,0.5876,0.7327,0.0047,10.87 seg
38,0.7457,174,1.0000,0.9471,0.7317,0.5801,0.7336,0.0046,11.09 seg
39,0.7450,177,1.0000,0.9456,0.7301,0.5856,0.7350,0.0044,10.99 seg
40,0.7466,165,0.9997,0.9469,0.7310,0.5752,0.7360,0.0046,11.49 seg
41,0.7496,159,1.0000,0.9492,0.7340,0.5761,0.7375,0.0045,11.49 seg
42,0.7526,157,1.0000,0.9488,0.7362,0.5940,0.7390,0.0045,11.66 seg
43,0.7524,159,1.0000,0.9501,0.7369,0.5899,0.7406,0.0045,15.59 seg
44,0.7532,166,1.0000,0.9538,0.7301,0.5960,0.7423,0.0046,11.46 seg
45,0.7537,164,1.0000,0.9556,0.7321,0.5883,0.7436,0.0041,11.44 seg
46,0.7563,154,1.0000,0.9524,0.7366,0.6004,0.7446,0.0039,11.39 seg
47,0.7543,158,1.0000,0.9532,0.7328,0.5926,0.7458,0.0038,11.57 seg
48,0.7559,158,1.0000,0.9539,0.7308,0.6018,0.7470,0.0040,11.56 seg
49,0.7565,158,1.0000,0.9534,0.7338,0.6055,0.7486,0.0038,11.08 seg
50,0.7583,156,1.0000,0.9572,0.7369,0.5991,0.7500,0.0033,11.42 seg
