Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6859,278,1.0000,0.9141,0.7067,0.4742,0.6597,0.0106,10.90 seg
2,0.6870,278,1.0000,0.9158,0.7081,0.4744,0.6642,0.0092,10.68 seg
3,0.6885,275,1.0000,0.9185,0.7208,0.4620,0.6673,0.0079,10.67 seg
4,0.6861,274,1.0000,0.9095,0.7185,0.4791,0.6696,0.0073,12.70 seg
5,0.6875,281,1.0000,0.9148,0.7189,0.4785,0.6713,0.0072,10.56 seg
6,0.6886,263,1.0000,0.9121,0.7195,0.4699,0.6720,0.0077,10.67 seg
7,0.6941,280,1.0000,0.9210,0.7162,0.5000,0.6733,0.0071,10.85 seg
8,0.6928,254,1.0000,0.9154,0.7072,0.4810,0.6733,0.0072,10.63 seg
9,0.6928,254,1.0000,0.9154,0.7072,0.4810,0.6749,0.0070,10.50 seg
10,0.6923,268,1.0000,0.9195,0.7186,0.4746,0.6760,0.0063,10.40 seg
11,0.6948,266,1.0000,0.9257,0.7157,0.4679,0.6776,0.0065,10.54 seg
12,0.6973,259,1.0000,0.9183,0.7155,0.5024,0.6790,0.0065,10.76 seg
13,0.6978,252,1.0000,0.9197,0.7104,0.4944,0.6799,0.0062,13.15 seg
14,0.6953,266,1.0000,0.9201,0.7098,0.4959,0.6805,0.0064,10.70 seg
15,0.6966,271,1.0000,0.9286,0.7151,0.4771,0.6818,0.0061,10.25 seg
16,0.6984,263,1.0000,0.9232,0.7197,0.4944,0.6828,0.0060,10.41 seg
17,0.6995,269,1.0000,0.9296,0.7127,0.4916,0.6833,0.0059,10.50 seg
18,0.7012,259,1.0000,0.9278,0.7120,0.4958,0.6846,0.0054,10.53 seg
19,0.6984,260,1.0000,0.9228,0.7128,0.4961,0.6849,0.0059,10.57 seg
20,0.7018,244,1.0000,0.9230,0.7182,0.4922,0.6859,0.0058,10.34 seg
21,0.7027,265,1.0000,0.9339,0.7182,0.4878,0.6872,0.0057,10.41 seg
22,0.7020,247,1.0000,0.9274,0.7181,0.4816,0.6879,0.0058,10.34 seg
23,0.7015,253,1.0000,0.9278,0.7126,0.4887,0.6885,0.0059,10.57 seg
24,0.7055,255,1.0000,0.9304,0.7118,0.5092,0.6897,0.0055,13.77 seg
25,0.7042,241,1.0000,0.9232,0.7184,0.5033,0.6907,0.0056,10.33 seg
26,0.7059,252,1.0000,0.9304,0.7217,0.5010,0.6914,0.0057,10.57 seg
27,0.7049,252,1.0000,0.9286,0.7212,0.5015,0.6927,0.0050,10.68 seg
28,0.7069,248,1.0000,0.9319,0.7229,0.4962,0.6936,0.0051,10.67 seg
29,0.7054,255,1.0000,0.9291,0.7183,0.5094,0.6939,0.0049,10.60 seg
30,0.7070,241,1.0000,0.9288,0.7220,0.4987,0.6945,0.0052,10.54 seg
31,0.7082,233,1.0000,0.9296,0.7175,0.4957,0.6952,0.0048,10.81 seg
32,0.7087,239,1.0000,0.9317,0.7225,0.4958,0.6956,0.0049,10.40 seg
33,0.7084,237,1.0000,0.9305,0.7193,0.4980,0.6966,0.0044,10.72 seg
34,0.7079,242,1.0000,0.9300,0.7200,0.5032,0.6976,0.0044,10.62 seg
35,0.7113,240,1.0000,0.9380,0.7191,0.4939,0.6978,0.0046,10.59 seg
36,0.7113,240,1.0000,0.9380,0.7191,0.4939,0.6987,0.0049,10.71 seg
37,0.7131,244,1.0000,0.9420,0.7188,0.4975,0.6995,0.0048,10.83 seg
38,0.7123,235,1.0000,0.9340,0.7137,0.5121,0.7004,0.0046,14.55 seg
39,0.7113,247,1.0000,0.9356,0.7253,0.5086,0.7016,0.0040,10.41 seg
40,0.7130,235,1.0000,0.9352,0.7139,0.5120,0.7023,0.0041,10.46 seg
41,0.7139,247,1.0000,0.9413,0.7217,0.5077,0.7031,0.0039,10.54 seg
42,0.7137,240,1.0000,0.9381,0.7213,0.5082,0.7041,0.0038,10.61 seg
43,0.7131,242,1.0000,0.9385,0.7211,0.5057,0.7055,0.0034,10.61 seg
44,0.7132,243,1.0000,0.9369,0.7220,0.5132,0.7064,0.0031,10.57 seg
45,0.7161,241,1.0000,0.9434,0.7195,0.5075,0.7074,0.0030,10.39 seg
46,0.7158,243,1.0000,0.9434,0.7209,0.5074,0.7083,0.0029,10.38 seg
47,0.7157,241,1.0000,0.9423,0.7191,0.5095,0.7092,0.0028,10.45 seg
48,0.7166,239,1.0000,0.9417,0.7246,0.5108,0.7103,0.0026,10.83 seg
49,0.7181,236,1.0000,0.9432,0.7239,0.5118,0.7111,0.0024,10.65 seg
50,0.7178,242,1.0000,0.9445,0.7244,0.5127,0.7119,0.0022,10.36 seg
