Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6904,272,1.0000,0.9153,0.7194,0.4738,0.6599,0.0115,21.15 seg
2,0.6913,269,1.0000,0.9153,0.7121,0.4799,0.6691,0.0082,21.11 seg
3,0.6914,278,0.9997,0.9169,0.7090,0.4894,0.6744,0.0084,21.56 seg
4,0.6954,265,1.0000,0.9198,0.7148,0.4838,0.6772,0.0077,21.68 seg
5,0.6961,258,1.0000,0.9090,0.7214,0.5137,0.6803,0.0078,24.71 seg
6,0.7025,257,0.9997,0.9281,0.7128,0.4910,0.6829,0.0073,21.90 seg
7,0.7025,257,0.9997,0.9281,0.7128,0.4910,0.6861,0.0070,21.70 seg
8,0.7031,251,0.9997,0.9242,0.7132,0.5008,0.6883,0.0072,21.68 seg
9,0.7112,243,1.0000,0.9331,0.7132,0.5116,0.6917,0.0066,21.91 seg
10,0.7112,243,1.0000,0.9331,0.7132,0.5116,0.6943,0.0071,24.18 seg
11,0.7127,231,0.9996,0.9323,0.7165,0.5057,0.6969,0.0065,21.83 seg
12,0.7140,247,0.9998,0.9373,0.7137,0.5197,0.6999,0.0064,21.57 seg
13,0.7168,232,0.9998,0.9385,0.7190,0.5102,0.7054,0.0054,21.65 seg
14,0.7196,233,0.9998,0.9442,0.7183,0.5096,0.7087,0.0049,20.72 seg
15,0.7216,236,0.9998,0.9457,0.7148,0.5238,0.7115,0.0040,21.63 seg
16,0.7223,230,0.9998,0.9452,0.7181,0.5196,0.7138,0.0038,24.69 seg
17,0.7248,231,0.9998,0.9527,0.7145,0.5124,0.7148,0.0036,21.33 seg
18,0.7259,223,0.9996,0.9517,0.7150,0.5129,0.7171,0.0034,21.85 seg
19,0.7275,229,0.9998,0.9573,0.7181,0.5086,0.7191,0.0033,21.67 seg
20,0.7286,223,0.9996,0.9539,0.7176,0.5206,0.7213,0.0031,20.90 seg
21,0.7294,221,0.9997,0.9538,0.7170,0.5240,0.7227,0.0032,21.93 seg
22,0.7300,222,0.9996,0.9567,0.7179,0.5181,0.7235,0.0028,25.72 seg
23,0.7304,218,0.9997,0.9558,0.7144,0.5214,0.7241,0.0030,21.35 seg
24,0.7299,228,0.9986,0.9566,0.7159,0.5285,0.7240,0.0025,21.73 seg
25,0.7316,224,0.9993,0.9583,0.7203,0.5247,0.7252,0.0026,21.60 seg
26,0.7323,226,0.9993,0.9606,0.7178,0.5252,0.7269,0.0023,22.52 seg
27,0.7329,223,0.9995,0.9609,0.7175,0.5238,0.7285,0.0022,22.08 seg
28,0.7327,223,0.9989,0.9609,0.7170,0.5229,0.7294,0.0017,21.55 seg
29,0.7326,228,0.9980,0.9614,0.7187,0.5270,0.7298,0.0015,25.74 seg
30,0.7327,229,0.9980,0.9622,0.7183,0.5265,0.7303,0.0011,21.01 seg
31,0.7324,232,0.9980,0.9633,0.7180,0.5247,0.7306,0.0010,21.41 seg
32,0.7314,235,0.9977,0.9615,0.7174,0.5291,0.7294,0.0008,21.14 seg
33,0.7317,234,0.9977,0.9615,0.7185,0.5296,0.7306,0.0005,21.22 seg
34,0.7303,235,0.9977,0.9596,0.7186,0.5286,0.7295,0.0003,21.97 seg
35,0.7298,237,0.9973,0.9595,0.7187,0.5281,0.7290,0.0003,21.77 seg
36,0.7303,237,0.9973,0.9602,0.7184,0.5293,0.7297,0.0003,21.76 seg
37,0.7295,237,0.9973,0.9593,0.7168,0.5283,0.7291,0.0002,21.18 seg
38,0.7289,238,0.9973,0.9592,0.7136,0.5283,0.7289,0.0001,26.38 seg
39,0.7279,240,0.9970,0.9580,0.7137,0.5286,0.7279,0.0000,21.83 seg
40,0.7282,240,0.9965,0.9587,0.7133,0.5286,0.7272,0.0000,21.21 seg
41,0.7282,240,0.9965,0.9587,0.7133,0.5286,0.7282,0.0001,21.37 seg
42,0.7264,242,0.9959,0.9565,0.7126,0.5286,0.7264,0.0001,21.07 seg
43,0.7253,244,0.9956,0.9555,0.7121,0.5282,0.7253,0.0000,21.77 seg
44,0.7244,244,0.9952,0.9541,0.7119,0.5274,0.7244,0.0000,21.60 seg
45,0.7235,247,0.9950,0.9534,0.7129,0.5277,0.7235,0.0000,21.02 seg
46,0.7226,250,0.9945,0.9529,0.7128,0.5283,0.7226,0.0000,20.98 seg
47,0.7226,251,0.9945,0.9531,0.7130,0.5286,0.7226,0.0000,20.97 seg
48,0.7224,251,0.9942,0.9531,0.7126,0.5277,0.7224,0.0001,27.91 seg
49,0.7208,255,0.9937,0.9516,0.7145,0.5271,0.7208,0.0000,21.35 seg
50,0.7207,257,0.9935,0.9523,0.7144,0.5269,0.7207,0.0001,21.92 seg
51,0.7184,261,0.9926,0.9499,0.7145,0.5266,0.7182,0.0002,21.42 seg
52,0.7179,263,0.9918,0.9503,0.7149,0.5245,0.7174,0.0000,21.30 seg
53,0.7181,265,0.9916,0.9514,0.7149,0.5248,0.7179,0.0000,20.97 seg
54,0.7181,265,0.9916,0.9514,0.7149,0.5248,0.7181,0.0000,21.28 seg
55,0.7170,269,0.9913,0.9509,0.7138,0.5255,0.7170,0.0000,21.19 seg
56,0.7166,270,0.9911,0.9506,0.7128,0.5259,0.7166,0.0001,21.45 seg
57,0.7149,270,0.9911,0.9479,0.7113,0.5254,0.7148,0.0000,20.85 seg
58,0.7143,270,0.9908,0.9473,0.7117,0.5237,0.7143,0.0000,21.38 seg
59,0.7132,272,0.9905,0.9463,0.7107,0.5238,0.7132,0.0001,28.34 seg
60,0.7108,276,0.9901,0.9436,0.7094,0.5242,0.7108,0.0000,20.92 seg
61,0.7100,279,0.9894,0.9435,0.7085,0.5244,0.7100,0.0000,20.71 seg
62,0.7102,279,0.9894,0.9443,0.7073,0.5241,0.7098,0.0000,21.07 seg
63,0.7103,277,0.9894,0.9437,0.7077,0.5237,0.7102,0.0000,20.54 seg
64,0.7103,277,0.9894,0.9437,0.7077,0.5237,0.7103,0.0001,21.16 seg
65,0.7089,278,0.9892,0.9416,0.7077,0.5235,0.7089,0.0001,21.38 seg
66,0.7070,279,0.9889,0.9388,0.7060,0.5239,0.7070,0.0001,20.74 seg
67,0.7054,282,0.9887,0.9372,0.7057,0.5239,0.7054,0.0000,20.84 seg
68,0.7049,285,0.9884,0.9371,0.7057,0.5246,0.7049,0.0000,20.49 seg
69,0.7038,285,0.9884,0.9351,0.7064,0.5244,0.7038,0.0000,20.81 seg
70,0.7039,285,0.9884,0.9351,0.7066,0.5248,0.7036,0.0000,21.32 seg
71,0.7039,285,0.9884,0.9351,0.7066,0.5248,0.7039,0.0000,28.83 seg
72,0.7033,286,0.9884,0.9344,0.7068,0.5247,0.7033,0.0000,21.10 seg
73,0.7040,287,0.9868,0.9362,0.7083,0.5241,0.7030,0.0000,21.58 seg
74,0.7040,287,0.9868,0.9362,0.7083,0.5241,0.7040,0.0000,21.61 seg
75,0.7034,287,0.9862,0.9345,0.7107,0.5251,0.7034,0.0000,21.30 seg
76,0.7033,289,0.9862,0.9348,0.7110,0.5259,0.7033,0.0000,21.71 seg
77,0.7025,290,0.9860,0.9340,0.7098,0.5257,0.7025,0.0000,20.86 seg
78,0.7023,290,0.9860,0.9336,0.7097,0.5259,0.7023,0.0001,21.32 seg
79,0.7006,293,0.9858,0.9318,0.7089,0.5261,0.7006,0.0000,21.39 seg
80,0.7004,293,0.9858,0.9316,0.7087,0.5255,0.7004,0.0001,21.30 seg
81,0.6980,295,0.9847,0.9285,0.7083,0.5250,0.6980,0.0000,21.22 seg
82,0.6977,298,0.9844,0.9288,0.7095,0.5253,0.6977,0.0000,20.74 seg
83,0.6975,297,0.9844,0.9280,0.7098,0.5252,0.6975,0.0000,20.90 seg
84,0.6974,300,0.9836,0.9291,0.7099,0.5248,0.6974,0.0000,21.13 seg
85,0.6969,304,0.9834,0.9294,0.7121,0.5253,0.6969,0.0000,29.98 seg
86,0.6965,305,0.9831,0.9293,0.7109,0.5246,0.6965,0.0000,21.55 seg
87,0.6964,305,0.9831,0.9293,0.7104,0.5246,0.6964,0.0001,21.44 seg
88,0.6953,305,0.9831,0.9272,0.7109,0.5243,0.6953,0.0000,21.14 seg
89,0.6945,306,0.9831,0.9264,0.7098,0.5243,0.6943,0.0000,21.11 seg
90,0.6951,305,0.9831,0.9273,0.7085,0.5244,0.6945,0.0000,21.19 seg
91,0.6952,308,0.9828,0.9288,0.7077,0.5244,0.6951,0.0000,21.48 seg
92,0.6952,308,0.9828,0.9288,0.7077,0.5244,0.6952,0.0001,20.82 seg
93,0.6939,312,0.9820,0.9281,0.7076,0.5244,0.6934,0.0000,21.18 seg
94,0.6943,313,0.9820,0.9292,0.7060,0.5253,0.6939,0.0000,21.17 seg
95,0.6948,313,0.9820,0.9302,0.7061,0.5252,0.6943,0.0000,21.27 seg
96,0.6948,313,0.9820,0.9302,0.7061,0.5252,0.6948,0.0000,21.39 seg
97,0.6944,313,0.9818,0.9300,0.7068,0.5233,0.6944,0.0000,21.60 seg
98,0.6945,312,0.9818,0.9297,0.7065,0.5234,0.6944,0.0000,21.27 seg
99,0.6945,312,0.9818,0.9297,0.7065,0.5234,0.6945,0.0001,21.20 seg
100,0.6923,320,0.9810,0.9289,0.7068,0.5235,0.6923,0.0000,20.48 seg
