Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6858,259,1.0000,0.9097,0.7070,0.4694,0.6574,0.0119,10.45 seg
2,0.6822,292,1.0000,0.9146,0.7161,0.4688,0.6572,0.0112,11.03 seg
3,0.6844,278,1.0000,0.9204,0.7097,0.4472,0.6577,0.0112,11.15 seg
4,0.6831,264,1.0000,0.9061,0.7087,0.4709,0.6575,0.0108,11.36 seg
5,0.6841,285,1.0000,0.9110,0.7179,0.4836,0.6577,0.0108,11.26 seg
6,0.6819,274,1.0000,0.9102,0.7156,0.4577,0.6581,0.0107,11.48 seg
7,0.6793,290,1.0000,0.9035,0.7170,0.4872,0.6582,0.0103,13.49 seg
8,0.6871,293,1.0000,0.9182,0.7089,0.4947,0.6580,0.0107,11.54 seg
9,0.6805,267,1.0000,0.9035,0.7092,0.4671,0.6578,0.0112,11.34 seg
10,0.6828,280,1.0000,0.9143,0.7044,0.4650,0.6586,0.0104,11.14 seg
11,0.6842,292,1.0000,0.9187,0.7083,0.4721,0.6577,0.0108,11.06 seg
12,0.6844,287,1.0000,0.9200,0.7059,0.4638,0.6580,0.0105,11.38 seg
13,0.6819,279,1.0000,0.9107,0.7130,0.4649,0.6580,0.0110,11.26 seg
14,0.6814,293,1.0000,0.9127,0.7068,0.4784,0.6583,0.0111,11.57 seg
15,0.6783,281,1.0000,0.9025,0.6983,0.4836,0.6571,0.0110,11.43 seg
16,0.6837,285,1.0000,0.9167,0.7072,0.4669,0.6570,0.0108,11.32 seg
17,0.6830,268,1.0000,0.9050,0.7090,0.4797,0.6582,0.0106,11.46 seg
18,0.6854,290,1.0000,0.9170,0.7051,0.4858,0.6584,0.0105,14.36 seg
19,0.6854,281,1.0000,0.9198,0.7089,0.4601,0.6584,0.0104,11.56 seg
20,0.6840,274,1.0000,0.9134,0.7141,0.4609,0.6584,0.0112,11.52 seg
21,0.6827,270,1.0000,0.9085,0.7178,0.4622,0.6584,0.0109,11.30 seg
22,0.6906,269,0.9998,0.9243,0.7154,0.4575,0.6591,0.0113,11.20 seg
23,0.6862,282,0.9998,0.9184,0.7224,0.4631,0.6593,0.0103,11.26 seg
24,0.6842,276,1.0000,0.9037,0.7140,0.5007,0.6587,0.0108,11.20 seg
25,0.6849,271,1.0000,0.9077,0.7256,0.4756,0.6579,0.0110,11.26 seg
26,0.6842,264,1.0000,0.9134,0.7065,0.4531,0.6582,0.0114,11.37 seg
27,0.6854,273,1.0000,0.9129,0.7044,0.4770,0.6578,0.0108,11.24 seg
28,0.6818,274,1.0000,0.9037,0.7042,0.4883,0.6584,0.0113,11.11 seg
29,0.6829,274,1.0000,0.9060,0.7194,0.4774,0.6579,0.0111,11.49 seg
30,0.6829,277,1.0000,0.9100,0.7128,0.4712,0.6591,0.0109,11.33 seg
31,0.6829,277,1.0000,0.9139,0.7006,0.4653,0.6584,0.0111,15.48 seg
32,0.6836,276,1.0000,0.9065,0.7073,0.4912,0.6577,0.0111,11.42 seg
33,0.6846,294,1.0000,0.9227,0.7119,0.4608,0.6582,0.0105,11.41 seg
34,0.6834,282,1.0000,0.9053,0.7128,0.4987,0.6581,0.0110,11.35 seg
35,0.6849,273,1.0000,0.9119,0.7092,0.4745,0.6588,0.0105,11.42 seg
36,0.6848,275,1.0000,0.9119,0.6989,0.4833,0.6595,0.0105,11.42 seg
37,0.6844,275,1.0000,0.9136,0.7109,0.4660,0.6601,0.0108,11.76 seg
38,0.6867,273,0.9997,0.9143,0.7100,0.4770,0.6591,0.0104,11.33 seg
39,0.6853,266,1.0000,0.9114,0.7123,0.4671,0.6585,0.0113,11.41 seg
40,0.6832,278,1.0000,0.9099,0.7036,0.4810,0.6593,0.0107,11.60 seg
41,0.6865,272,1.0000,0.9122,0.7082,0.4833,0.6593,0.0109,11.31 seg
42,0.6802,298,1.0000,0.9144,0.6985,0.4768,0.6587,0.0109,11.42 seg
43,0.6831,283,0.9998,0.9173,0.6998,0.4629,0.6601,0.0107,11.30 seg
44,0.6839,275,1.0000,0.9114,0.7089,0.4729,0.6607,0.0109,11.44 seg
45,0.6862,288,1.0000,0.9177,0.7054,0.4857,0.6609,0.0109,10.83 seg
46,0.6841,274,0.9998,0.9098,0.7128,0.4758,0.6610,0.0108,10.57 seg
47,0.6845,258,1.0000,0.9041,0.7163,0.4739,0.6617,0.0104,10.58 seg
48,0.6856,244,1.0000,0.9029,0.7077,0.4711,0.6612,0.0108,15.32 seg
49,0.6904,258,1.0000,0.9141,0.7167,0.4764,0.6615,0.0102,10.61 seg
50,0.6884,264,0.9995,0.9131,0.7117,0.4789,0.6613,0.0105,10.47 seg
