Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6864,284,1.0000,0.9172,0.7138,0.4731,0.6580,0.0110,11.20 seg
2,0.6836,266,1.0000,0.9097,0.7060,0.4618,0.6628,0.0088,11.00 seg
3,0.6842,261,1.0000,0.9080,0.7062,0.4649,0.6639,0.0096,13.45 seg
4,0.6857,263,1.0000,0.9061,0.7194,0.4756,0.6651,0.0083,11.00 seg
5,0.6883,262,1.0000,0.9147,0.7035,0.4709,0.6655,0.0088,11.47 seg
6,0.6874,277,1.0000,0.9134,0.7161,0.4828,0.6664,0.0094,10.95 seg
7,0.6880,267,1.0000,0.9137,0.7143,0.4723,0.6668,0.0092,11.41 seg
8,0.6894,240,1.0000,0.9121,0.7050,0.4552,0.6670,0.0089,11.52 seg
9,0.6912,264,1.0000,0.9173,0.7043,0.4827,0.6675,0.0090,11.61 seg
10,0.6903,281,1.0000,0.9219,0.7131,0.4780,0.6693,0.0087,11.42 seg
11,0.6924,260,1.0000,0.9164,0.7131,0.4829,0.6701,0.0089,11.47 seg
12,0.6944,257,1.0000,0.9242,0.7120,0.4638,0.6701,0.0092,14.16 seg
13,0.6904,254,1.0000,0.9064,0.7192,0.4931,0.6700,0.0088,10.94 seg
14,0.6937,255,1.0000,0.9147,0.7136,0.4904,0.6704,0.0091,10.78 seg
15,0.6940,251,1.0000,0.9137,0.7005,0.4991,0.6710,0.0089,10.44 seg
16,0.6951,244,1.0000,0.9117,0.7093,0.4977,0.6721,0.0091,10.78 seg
17,0.6991,242,1.0000,0.9159,0.7185,0.4998,0.6730,0.0094,10.75 seg
18,0.6937,244,1.0000,0.9121,0.7183,0.4810,0.6734,0.0090,10.49 seg
19,0.6969,239,1.0000,0.9145,0.7032,0.4963,0.6740,0.0086,10.56 seg
20,0.6945,255,1.0000,0.9121,0.7114,0.5059,0.6741,0.0090,10.68 seg
21,0.6973,231,1.0000,0.9100,0.7013,0.5055,0.6750,0.0093,10.71 seg
22,0.6962,260,1.0000,0.9248,0.7136,0.4768,0.6763,0.0093,10.34 seg
23,0.6947,249,1.0000,0.9100,0.7193,0.5016,0.6773,0.0085,10.53 seg
24,0.6988,232,1.0000,0.9110,0.7128,0.5054,0.6769,0.0088,13.62 seg
25,0.7015,223,1.0000,0.9125,0.7123,0.5053,0.6778,0.0086,10.51 seg
26,0.6983,235,0.9997,0.9152,0.7086,0.4940,0.6781,0.0085,10.33 seg
27,0.6977,231,1.0000,0.9140,0.7048,0.4910,0.6783,0.0086,10.50 seg
28,0.7011,233,1.0000,0.9141,0.7166,0.5087,0.6792,0.0095,10.40 seg
29,0.7003,217,1.0000,0.9119,0.7122,0.4913,0.6787,0.0093,10.43 seg
30,0.7018,237,1.0000,0.9187,0.7130,0.5041,0.6813,0.0085,10.87 seg
31,0.7056,236,1.0000,0.9217,0.7083,0.5205,0.6815,0.0085,10.51 seg
32,0.7035,226,1.0000,0.9151,0.7207,0.5082,0.6814,0.0092,10.56 seg
33,0.7036,218,0.9997,0.9187,0.7087,0.4923,0.6824,0.0085,10.40 seg
34,0.7007,226,1.0000,0.9140,0.6981,0.5083,0.6834,0.0086,10.44 seg
35,0.7060,223,1.0000,0.9210,0.7061,0.5083,0.6839,0.0083,10.50 seg
36,0.7025,218,1.0000,0.9188,0.7026,0.4883,0.6837,0.0081,10.63 seg
37,0.7066,210,1.0000,0.9178,0.7167,0.4990,0.6839,0.0089,10.43 seg
38,0.7056,202,1.0000,0.9151,0.7108,0.4946,0.6849,0.0083,14.03 seg
39,0.7056,207,1.0000,0.9124,0.7093,0.5123,0.6848,0.0091,10.12 seg
40,0.7084,215,0.9997,0.9218,0.7077,0.5096,0.6865,0.0087,10.51 seg
41,0.7066,211,1.0000,0.9163,0.7105,0.5100,0.6865,0.0088,10.35 seg
42,0.7061,212,1.0000,0.9126,0.7118,0.5204,0.6870,0.0083,10.35 seg
43,0.7060,225,1.0000,0.9199,0.7084,0.5139,0.6874,0.0091,10.08 seg
44,0.7095,229,1.0000,0.9257,0.7187,0.5145,0.6886,0.0084,10.34 seg
45,0.7086,208,1.0000,0.9129,0.7159,0.5277,0.6885,0.0083,10.54 seg
46,0.7060,233,1.0000,0.9228,0.7039,0.5175,0.6892,0.0079,9.76 seg
47,0.7106,217,1.0000,0.9185,0.7140,0.5347,0.6890,0.0082,9.85 seg
48,0.7097,205,1.0000,0.9160,0.7179,0.5179,0.6902,0.0084,10.16 seg
49,0.7089,217,1.0000,0.9241,0.7200,0.4986,0.6909,0.0085,9.86 seg
50,0.7117,202,1.0000,0.9210,0.7173,0.5093,0.6912,0.0075,10.01 seg
