Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6832,292,1.0000,0.9107,0.7133,0.4709,0.6612,0.0110,20.83 seg
2,0.6901,272,1.0000,0.9190,0.7111,0.4600,0.6707,0.0069,23.21 seg
3,0.6904,264,1.0000,0.9205,0.7021,0.4520,0.6750,0.0057,21.57 seg
4,0.6912,283,1.0000,0.9167,0.7186,0.4864,0.6785,0.0051,21.76 seg
5,0.6982,255,1.0000,0.9213,0.7092,0.4837,0.6809,0.0048,22.04 seg
6,0.6982,255,1.0000,0.9213,0.7092,0.4837,0.6833,0.0046,22.17 seg
7,0.6982,256,1.0000,0.9199,0.7077,0.4917,0.6851,0.0043,24.49 seg
8,0.6982,255,1.0000,0.9169,0.7104,0.4996,0.6868,0.0042,22.43 seg
9,0.7007,243,0.9997,0.9202,0.7078,0.4894,0.6885,0.0041,22.38 seg
10,0.7027,258,1.0000,0.9277,0.7159,0.4902,0.6901,0.0041,22.55 seg
11,0.7041,246,1.0000,0.9208,0.7180,0.5070,0.6923,0.0041,22.64 seg
12,0.7064,249,1.0000,0.9280,0.7154,0.5019,0.6940,0.0042,24.99 seg
13,0.7116,228,0.9997,0.9298,0.7093,0.5052,0.6960,0.0043,22.04 seg
14,0.7116,228,0.9997,0.9298,0.7093,0.5052,0.6985,0.0041,21.85 seg
15,0.7119,233,0.9997,0.9313,0.7105,0.5084,0.7017,0.0041,22.08 seg
16,0.7135,235,1.0000,0.9345,0.7159,0.5060,0.7050,0.0034,21.42 seg
17,0.7162,238,0.9997,0.9403,0.7094,0.5116,0.7077,0.0030,24.58 seg
18,0.7183,236,1.0000,0.9402,0.7172,0.5174,0.7100,0.0027,22.14 seg
19,0.7203,232,1.0000,0.9414,0.7138,0.5230,0.7120,0.0026,22.00 seg
20,0.7239,238,0.9997,0.9512,0.7120,0.5206,0.7141,0.0026,21.74 seg
21,0.7239,238,0.9997,0.9512,0.7120,0.5206,0.7162,0.0024,21.75 seg
22,0.7241,225,1.0000,0.9485,0.7134,0.5134,0.7179,0.0022,25.51 seg
23,0.7248,227,0.9997,0.9478,0.7179,0.5205,0.7193,0.0020,21.73 seg
24,0.7274,229,1.0000,0.9520,0.7155,0.5268,0.7208,0.0019,21.49 seg
25,0.7298,224,1.0000,0.9552,0.7119,0.5267,0.7224,0.0020,21.81 seg
26,0.7307,227,1.0000,0.9575,0.7174,0.5243,0.7241,0.0020,22.06 seg
27,0.7313,228,1.0000,0.9591,0.7155,0.5250,0.7255,0.0019,22.62 seg
28,0.7321,228,1.0000,0.9612,0.7137,0.5240,0.7269,0.0017,24.51 seg
29,0.7336,224,1.0000,0.9608,0.7155,0.5288,0.7282,0.0016,21.04 seg
30,0.7339,228,1.0000,0.9622,0.7136,0.5325,0.7295,0.0015,21.25 seg
31,0.7355,221,1.0000,0.9627,0.7145,0.5308,0.7306,0.0015,21.54 seg
32,0.7367,225,1.0000,0.9671,0.7141,0.5287,0.7316,0.0014,21.79 seg
33,0.7367,225,1.0000,0.9671,0.7141,0.5287,0.7326,0.0013,20.60 seg
34,0.7368,222,1.0000,0.9671,0.7122,0.5267,0.7335,0.0013,23.52 seg
35,0.7377,223,1.0000,0.9680,0.7138,0.5292,0.7344,0.0011,20.66 seg
36,0.7386,223,1.0000,0.9690,0.7162,0.5305,0.7351,0.0011,20.03 seg
37,0.7386,223,1.0000,0.9690,0.7162,0.5305,0.7359,0.0010,19.85 seg
38,0.7392,222,1.0000,0.9692,0.7143,0.5334,0.7368,0.0009,20.10 seg
39,0.7395,221,1.0000,0.9699,0.7157,0.5304,0.7375,0.0007,20.19 seg
40,0.7399,223,1.0000,0.9716,0.7147,0.5303,0.7380,0.0007,23.29 seg
41,0.7404,222,1.0000,0.9713,0.7158,0.5325,0.7385,0.0007,20.05 seg
42,0.7407,222,1.0000,0.9725,0.7153,0.5304,0.7389,0.0006,19.61 seg
43,0.7410,221,1.0000,0.9728,0.7148,0.5304,0.7394,0.0006,19.91 seg
44,0.7413,223,1.0000,0.9737,0.7156,0.5318,0.7399,0.0005,19.69 seg
45,0.7415,223,1.0000,0.9740,0.7161,0.5316,0.7403,0.0005,19.69 seg
46,0.7416,223,1.0000,0.9743,0.7169,0.5299,0.7407,0.0005,19.56 seg
47,0.7417,224,1.0000,0.9740,0.7168,0.5335,0.7412,0.0003,23.20 seg
48,0.7418,223,1.0000,0.9744,0.7169,0.5312,0.7415,0.0001,19.10 seg
49,0.7419,223,1.0000,0.9744,0.7166,0.5326,0.7416,0.0001,19.12 seg
50,0.7419,223,1.0000,0.9744,0.7166,0.5326,0.7417,0.0001,18.96 seg
