Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6802,289,1.0000,0.9094,0.7129,0.4754,0.6574,0.0104,21.65 seg
2,0.6820,272,1.0000,0.9112,0.7125,0.4561,0.6651,0.0067,21.52 seg
3,0.6825,267,1.0000,0.9099,0.7106,0.4587,0.6698,0.0054,21.51 seg
4,0.6875,279,1.0000,0.9214,0.7049,0.4708,0.6731,0.0047,24.44 seg
5,0.6982,274,1.0000,0.9307,0.7176,0.4923,0.6758,0.0043,22.34 seg
6,0.6982,274,1.0000,0.9307,0.7176,0.4923,0.6781,0.0040,21.89 seg
7,0.6982,274,1.0000,0.9307,0.7176,0.4923,0.6798,0.0038,21.82 seg
8,0.6982,274,1.0000,0.9307,0.7176,0.4923,0.6813,0.0037,21.92 seg
9,0.6982,274,1.0000,0.9307,0.7176,0.4923,0.6833,0.0040,22.43 seg
10,0.6982,274,1.0000,0.9307,0.7176,0.4923,0.6851,0.0041,24.80 seg
11,0.6982,274,1.0000,0.9307,0.7176,0.4923,0.6871,0.0041,21.76 seg
12,0.7017,268,1.0000,0.9334,0.7169,0.4975,0.6893,0.0042,21.74 seg
13,0.7017,268,1.0000,0.9334,0.7169,0.4975,0.6919,0.0038,21.59 seg
14,0.7020,269,0.9997,0.9336,0.7191,0.4994,0.6946,0.0033,21.27 seg
15,0.7032,269,0.9997,0.9366,0.7136,0.4996,0.6969,0.0025,24.06 seg
16,0.7032,269,0.9997,0.9366,0.7136,0.4996,0.6988,0.0020,20.26 seg
17,0.7032,269,0.9997,0.9366,0.7136,0.4996,0.7002,0.0013,20.25 seg
18,0.7032,269,0.9997,0.9366,0.7136,0.4996,0.7009,0.0010,20.29 seg
19,0.7057,268,0.9997,0.9401,0.7167,0.5000,0.7016,0.0007,20.00 seg
20,0.7061,266,0.9997,0.9414,0.7166,0.4954,0.7022,0.0007,19.82 seg
21,0.7069,266,0.9997,0.9428,0.7150,0.4966,0.7027,0.0007,22.57 seg
22,0.7071,266,0.9997,0.9431,0.7156,0.4962,0.7032,0.0008,19.64 seg
23,0.7071,266,0.9997,0.9431,0.7156,0.4962,0.7038,0.0010,19.47 seg
24,0.7071,266,0.9997,0.9431,0.7156,0.4962,0.7047,0.0010,19.85 seg
25,0.7071,266,0.9997,0.9431,0.7156,0.4962,0.7056,0.0007,19.64 seg
26,0.7074,266,0.9997,0.9434,0.7159,0.4969,0.7061,0.0006,19.50 seg
27,0.7074,266,0.9997,0.9434,0.7159,0.4969,0.7066,0.0005,22.75 seg
28,0.7074,267,0.9997,0.9425,0.7167,0.5013,0.7070,0.0002,19.18 seg
29,0.7078,267,0.9997,0.9429,0.7173,0.5019,0.7071,0.0002,19.12 seg
30,0.7081,267,0.9997,0.9432,0.7175,0.5026,0.7073,0.0002,18.96 seg
31,0.7083,266,0.9997,0.9437,0.7165,0.5016,0.7075,0.0003,19.15 seg
32,0.7088,266,0.9997,0.9445,0.7178,0.5008,0.7079,0.0002,19.28 seg
33,0.7095,267,0.9997,0.9455,0.7181,0.5035,0.7081,0.0002,22.47 seg
34,0.7095,267,0.9997,0.9455,0.7181,0.5035,0.7083,0.0003,18.71 seg
35,0.7099,266,0.9997,0.9458,0.7180,0.5030,0.7086,0.0004,18.69 seg
36,0.7101,266,0.9997,0.9463,0.7181,0.5029,0.7090,0.0004,18.89 seg
37,0.7101,266,0.9997,0.9463,0.7181,0.5029,0.7093,0.0004,18.67 seg
38,0.7099,266,0.9997,0.9458,0.7180,0.5034,0.7095,0.0003,18.90 seg
39,0.7099,266,0.9997,0.9458,0.7180,0.5034,0.7096,0.0003,19.23 seg
40,0.7099,266,0.9997,0.9458,0.7180,0.5034,0.7098,0.0002,22.65 seg
41,0.7104,265,0.9997,0.9466,0.7186,0.5017,0.7098,0.0001,16.99 seg
42,0.7104,265,0.9997,0.9466,0.7186,0.5021,0.7099,0.0001,16.79 seg
43,0.7104,265,0.9997,0.9466,0.7186,0.5021,0.7099,0.0001,18.82 seg
44,0.7105,266,0.9997,0.9471,0.7186,0.5021,0.7101,0.0002,18.47 seg
45,0.7105,266,0.9997,0.9471,0.7186,0.5021,0.7103,0.0002,18.67 seg
46,0.7105,266,0.9997,0.9471,0.7186,0.5021,0.7104,0.0001,15.02 seg
47,0.7105,266,0.9997,0.9471,0.7186,0.5021,0.7104,0.0000,18.99 seg
48,0.7105,266,0.9997,0.9471,0.7186,0.5021,0.7105,0.0000,20.21 seg
49,0.7105,266,0.9997,0.9471,0.7186,0.5021,0.7105,0.0000,17.69 seg
50,0.7105,266,0.9997,0.9471,0.7186,0.5021,0.7105,0.0000,17.34 seg
