(Poblacion Generaciones Mutacion Elemento Mutacion Teoria Mutacion Practica Torneo),(Selección Cruce Sustitucion),Mejor Generacion,Mejor Fitness,Tiempo
100-80-9e-05-0.0005-0.05-10,(torneo uniforme elitismo),27,0.7239 ( 251 0.9997 0.9574 0.7234 0.5206 ) ,5.85 min
100-80-9e-05-0.0005-0.05-10,(torneo uniforme reemplazo),43,0.7340 ( 234 1.0000 0.9663 0.7127 0.5248 ) ,3.14 min
100-80-9e-05-0.0005-0.05-10,(torneo uniforme truncamiento),28,0.7258 ( 229 1.0000 0.9583 0.7153 0.5076 ) ,5.92 min
100-80-9e-05-0.0005-0.05-20,(torneo uniforme elitismo),18,0.7141 ( 264 1.0000 0.9509 0.7145 0.5012 ) ,6.08 min
100-80-9e-05-0.0005-0.05-20,(torneo uniforme reemplazo),25,0.7207 ( 239 1.0000 0.9571 0.7160 0.4821 ) ,3.06 min
100-80-9e-05-0.0005-0.05-20,(torneo uniforme truncamiento),16,0.7117 ( 267 1.0000 0.9514 0.7069 0.4947 ) ,5.91 min
100-80-9e-05-0.0005-0.05-50,(torneo uniforme elitismo),24,0.7061 ( 257 0.9997 0.9348 0.7202 0.4919 ) ,5.99 min
100-80-9e-05-0.0005-0.05-50,(torneo uniforme reemplazo),9,0.7079 ( 253 1.0000 0.9428 0.7075 0.4722 ) ,2.94 min
100-80-9e-05-0.0005-0.05-50,(torneo uniforme truncamiento),16,0.7123 ( 250 1.0000 0.9486 0.7030 0.4808 ) ,5.95 min
100-80-9e-05-0.005-0.0005-10,(torneo uniforme elitismo),25,0.7243 ( 244 0.9993 0.9623 0.7151 0.4945 ) ,5.94 min
100-80-9e-05-0.005-0.0005-10,(torneo uniforme reemplazo),40,0.7262 ( 251 0.9996 0.9640 0.7213 0.5086 ) ,3.01 min
100-80-9e-05-0.005-0.0005-10,(torneo uniforme truncamiento),21,0.7158 ( 245 0.9992 0.9510 0.7090 0.4914 ) ,5.93 min
100-80-9e-05-0.005-0.0005-20,(torneo uniforme elitismo),15,0.7204 ( 247 0.9995 0.9559 0.7223 0.4951 ) ,6.07 min
100-80-9e-05-0.005-0.0005-20,(torneo uniforme reemplazo),20,0.7222 ( 237 0.9993 0.9594 0.7196 0.4814 ) ,3.11 min
100-80-9e-05-0.005-0.0005-20,(torneo uniforme truncamiento),19,0.7164 ( 233 0.9996 0.9482 0.6989 0.4884 ) ,5.95 min
100-80-9e-05-0.005-0.0005-50,(torneo uniforme elitismo),10,0.7088 ( 255 1.0000 0.9440 0.7089 0.4854 ) ,5.91 min
100-80-9e-05-0.005-0.0005-50,(torneo uniforme reemplazo),13,0.7112 ( 270 0.9995 0.9504 0.7150 0.4964 ) ,2.96 min
100-80-9e-05-0.005-0.0005-50,(torneo uniforme truncamiento),13,0.7170 ( 267 1.0000 0.9579 0.7120 0.4848 ) ,5.92 min
100-80-9e-05-0.005-0.005-10,(torneo uniforme elitismo),26,0.7196 ( 259 0.9984 0.9586 0.7240 0.4969 ) ,5.99 min
100-80-9e-05-0.005-0.005-10,(torneo uniforme reemplazo),39,0.7262 ( 219 0.9991 0.9570 0.7209 0.4946 ) ,3.03 min
100-80-9e-05-0.005-0.005-10,(torneo uniforme truncamiento),26,0.7183 ( 253 0.9992 0.9579 0.7062 0.5034 ) ,5.95 min
100-80-9e-05-0.005-0.005-20,(torneo uniforme elitismo),13,0.7059 ( 271 1.0000 0.9498 0.7126 0.4661 ) ,5.92 min
100-80-9e-05-0.005-0.005-20,(torneo uniforme reemplazo),17,0.7107 ( 270 1.0000 0.9486 0.7151 0.4929 ) ,3.05 min
100-80-9e-05-0.005-0.005-20,(torneo uniforme truncamiento),17,0.7136 ( 252 0.9994 0.9495 0.7113 0.4797 ) ,5.93 min
100-80-9e-05-0.005-0.005-50,(torneo uniforme elitismo),13,0.7146 ( 253 0.9997 0.9481 0.7199 0.4862 ) ,5.81 min
100-80-9e-05-0.005-0.005-50,(torneo uniforme reemplazo),10,0.7088 ( 229 1.0000 0.9336 0.7149 0.4805 ) ,2.95 min
100-80-9e-05-0.005-0.005-50,(torneo uniforme truncamiento),18,0.7041 ( 257 0.9997 0.9390 0.7066 0.4775 ) ,5.84 min
100-80-9e-05-0.005-0.05-10,(torneo uniforme elitismo),29,0.7272 ( 235 1.0000 0.9569 0.7334 0.5048 ) ,5.91 min
100-80-9e-05-0.005-0.05-10,(torneo uniforme reemplazo),34,0.7268 ( 237 0.9985 0.9661 0.7138 0.4900 ) ,2.98 min
100-80-9e-05-0.005-0.05-10,(torneo uniforme truncamiento),28,0.7233 ( 248 1.0000 0.9563 0.7181 0.5018 ) ,6.10 min
100-80-9e-05-0.005-0.05-20,(torneo uniforme elitismo),36,0.7204 ( 253 0.9997 0.9564 0.7195 0.4981 ) ,6.12 min
100-80-9e-05-0.005-0.05-20,(torneo uniforme reemplazo),19,0.7156 ( 247 0.9997 0.9485 0.7108 0.4921 ) ,3.00 min
100-80-9e-05-0.005-0.05-20,(torneo uniforme truncamiento),17,0.7226 ( 244 0.9994 0.9590 0.7098 0.4872 ) ,6.23 min
100-80-9e-05-0.005-0.05-50,(torneo uniforme elitismo),14,0.7174 ( 252 0.9997 0.9582 0.7110 0.4765 ) ,5.95 min
100-80-9e-05-0.005-0.05-50,(torneo uniforme reemplazo),10,0.7013 ( 275 0.9993 0.9375 0.7109 0.4809 ) ,3.01 min
100-80-9e-05-0.005-0.05-50,(torneo uniforme truncamiento),12,0.7050 ( 285 1.0000 0.9483 0.7140 0.4705 ) ,5.95 min
100-80-9e-05-0.05-0.0005-10,(torneo uniforme elitismo),27,0.7142 ( 276 0.9942 0.9578 0.7167 0.4922 ) ,6.02 min
100-80-9e-05-0.05-0.0005-10,(torneo uniforme reemplazo),30,0.7251 ( 248 0.9971 0.9638 0.7036 0.5197 ) ,3.10 min
100-80-9e-05-0.05-0.0005-10,(torneo uniforme truncamiento),20,0.7119 ( 282 0.9964 0.9538 0.7029 0.5045 ) ,5.90 min
100-80-9e-05-0.05-0.0005-20,(torneo uniforme elitismo),16,0.7107 ( 262 0.9959 0.9501 0.7135 0.4871 ) ,5.81 min
100-80-9e-05-0.05-0.0005-20,(torneo uniforme reemplazo),15,0.7138 ( 246 0.9985 0.9488 0.7137 0.4945 ) ,2.96 min
100-80-9e-05-0.05-0.0005-20,(torneo uniforme truncamiento),16,0.7149 ( 252 0.9963 0.9509 0.7104 0.4940 ) ,5.87 min
100-80-9e-05-0.05-0.0005-50,(torneo uniforme elitismo),10,0.7009 ( 262 0.9978 0.9375 0.7004 0.4723 ) ,5.88 min
100-80-9e-05-0.05-0.0005-50,(torneo uniforme reemplazo),9,0.6999 ( 264 0.9986 0.9290 0.7195 0.4792 ) ,2.92 min
100-80-9e-05-0.05-0.0005-50,(torneo uniforme truncamiento),9,0.7063 ( 266 0.9992 0.9431 0.7160 0.4794 ) ,5.86 min
100-80-9e-05-0.05-0.005-10,(torneo uniforme elitismo),24,0.7186 ( 244 0.9963 0.9574 0.7184 0.4952 ) ,5.99 min
100-80-9e-05-0.05-0.005-10,(torneo uniforme reemplazo),25,0.7164 ( 257 0.9962 0.9549 0.7199 0.4988 ) ,3.05 min
100-80-9e-05-0.05-0.005-10,(torneo uniforme truncamiento),22,0.7097 ( 281 0.9962 0.9517 0.7212 0.4966 ) ,5.96 min
100-80-9e-05-0.05-0.005-20,(torneo uniforme elitismo),13,0.7038 ( 285 0.9961 0.9490 0.7147 0.4868 ) ,5.92 min
100-80-9e-05-0.05-0.005-20,(torneo uniforme reemplazo),15,0.7060 ( 276 0.9954 0.9479 0.7055 0.4896 ) ,2.98 min
100-80-9e-05-0.05-0.005-20,(torneo uniforme truncamiento),15,0.7143 ( 277 0.9967 0.9581 0.7099 0.4887 ) ,5.95 min
100-80-9e-05-0.05-0.005-50,(torneo uniforme elitismo),10,0.7059 ( 267 0.9972 0.9463 0.7068 0.4767 ) ,5.80 min
100-80-9e-05-0.05-0.005-50,(torneo uniforme reemplazo),10,0.7072 ( 254 0.9982 0.9424 0.7156 0.4776 ) ,3.01 min
100-80-9e-05-0.05-0.005-50,(torneo uniforme truncamiento),11,0.7019 ( 283 0.9964 0.9438 0.7168 0.4809 ) ,5.82 min
100-80-9e-05-0.05-0.05-10,(torneo uniforme elitismo),29,0.7223 ( 266 0.9932 0.9624 0.7138 0.5242 ) ,5.99 min
100-80-9e-05-0.05-0.05-10,(torneo uniforme reemplazo),31,0.7187 ( 249 0.9930 0.9569 0.7166 0.4948 ) ,3.12 min
100-80-9e-05-0.05-0.05-10,(torneo uniforme truncamiento),20,0.7156 ( 257 0.9963 0.9603 0.7119 0.4877 ) ,5.92 min
100-80-9e-05-0.05-0.05-20,(torneo uniforme elitismo),11,0.7067 ( 265 0.9990 0.9390 0.7087 0.4997 ) ,5.98 min
100-80-9e-05-0.05-0.05-20,(torneo uniforme reemplazo),16,0.7147 ( 271 0.9989 0.9530 0.7147 0.5032 ) ,2.94 min
100-80-9e-05-0.05-0.05-20,(torneo uniforme truncamiento),15,0.7073 ( 267 0.9985 0.9449 0.7098 0.4734 ) ,5.94 min
100-80-9e-05-0.05-0.05-50,(torneo uniforme elitismo),13,0.7162 ( 245 0.9984 0.9499 0.7096 0.4895 ) ,5.91 min
100-80-9e-05-0.05-0.05-50,(torneo uniforme reemplazo),9,0.7070 ( 249 0.9987 0.9340 0.7187 0.4788 ) ,3.09 min
100-80-9e-05-0.05-0.05-50,(torneo uniforme truncamiento),9,0.7079 ( 270 0.9976 0.9452 0.7046 0.5026 ) ,5.83 min
300-100-9e-05-0.0005-0.0005-10,(torneo uniforme elitismo),52,0.7475 ( 183 1.0000 0.9688 0.7234 0.5419 ) ,22.20 min
300-100-9e-05-0.0005-0.0005-10,(torneo uniforme reemplazo),66,0.7623 ( 164 0.9996 0.9754 0.7375 0.5772 ) ,11.21 min
300-100-9e-05-0.0005-0.0005-10,(torneo uniforme truncamiento),47,0.7461 ( 209 0.9997 0.9757 0.7304 0.5318 ) ,22.27 min
300-100-9e-05-0.0005-0.0005-20,(torneo uniforme elitismo),24,0.7338 ( 233 1.0000 0.9680 0.7122 0.5199 ) ,22.38 min
300-100-9e-05-0.0005-0.0005-20,(torneo uniforme reemplazo),56,0.7353 ( 224 0.9996 0.9664 0.7218 0.5225 ) ,11.01 min
300-100-9e-05-0.0005-0.0005-20,(torneo uniforme truncamiento),31,0.7350 ( 222 1.0000 0.9661 0.7160 0.5182 ) ,22.16 min
300-100-9e-05-0.0005-0.0005-50,(torneo uniforme elitismo),73,0.7302 ( 232 0.9999 0.9680 0.7115 0.5006 ) ,22.45 min
300-100-9e-05-0.0005-0.0005-50,(torneo uniforme reemplazo),18,0.7217 ( 258 0.9997 0.9611 0.7144 0.5067 ) ,11.38 min
300-100-9e-05-0.0005-0.0005-50,(torneo uniforme truncamiento),21,0.7279 ( 232 0.9997 0.9612 0.7164 0.4948 ) ,21.78 min
300-100-9e-05-0.0005-0.005-10,(torneo uniforme elitismo),41,0.7399 ( 213 0.9993 0.9720 0.7187 0.5267 ) ,22.25 min
300-100-9e-05-0.0005-0.005-10,(torneo uniforme reemplazo),53,0.7587 ( 172 1.0000 0.9743 0.7319 0.5800 ) ,11.30 min
300-100-9e-05-0.0005-0.005-10,(torneo uniforme truncamiento),42,0.7360 ( 218 1.0000 0.9693 0.7223 0.5043 ) ,22.57 min
300-100-9e-05-0.0005-0.005-20,(torneo uniforme elitismo),32,0.7401 ( 201 1.0000 0.9703 0.7194 0.5194 ) ,22.56 min
300-100-9e-05-0.0005-0.005-20,(torneo uniforme reemplazo),31,0.7327 ( 221 1.0000 0.9655 0.7147 0.5087 ) ,11.19 min
300-100-9e-05-0.0005-0.005-20,(torneo uniforme truncamiento),24,0.7286 ( 248 1.0000 0.9697 0.7149 0.5082 ) ,22.55 min
300-100-9e-05-0.0005-0.005-50,(torneo uniforme elitismo),21,0.7308 ( 214 1.0000 0.9596 0.7191 0.5024 ) ,22.02 min
300-100-9e-05-0.0005-0.005-50,(torneo uniforme reemplazo),20,0.7249 ( 221 0.9998 0.9543 0.7092 0.4983 ) ,10.85 min
300-100-9e-05-0.0005-0.005-50,(torneo uniforme truncamiento),24,0.7259 ( 237 1.0000 0.9562 0.7159 0.5126 ) ,21.78 min
300-100-9e-05-0.0005-0.05-10,(torneo uniforme elitismo),58,0.7598 ( 171 1.0000 0.9745 0.7358 0.5725 ) ,22.50 min
300-100-9e-05-0.0005-0.05-10,(torneo uniforme reemplazo),53,0.7506 ( 189 0.9996 0.9706 0.7286 0.5618 ) ,11.44 min
300-100-9e-05-0.0005-0.05-10,(torneo uniforme truncamiento),46,0.7467 ( 198 1.0000 0.9725 0.7132 0.5462 ) ,22.65 min
300-100-9e-05-0.0005-0.05-20,(torneo uniforme elitismo),27,0.7355 ( 232 1.0000 0.9700 0.7129 0.5169 ) ,21.91 min
300-100-9e-05-0.0005-0.05-20,(torneo uniforme reemplazo),33,0.7401 ( 207 1.0000 0.9672 0.7166 0.5378 ) ,10.93 min
300-100-9e-05-0.0005-0.05-20,(torneo uniforme truncamiento),26,0.7262 ( 230 1.0000 0.9618 0.7151 0.4910 ) ,22.18 min
300-100-9e-05-0.0005-0.05-50,(torneo uniforme elitismo),18,0.7198 ( 253 0.9993 0.9561 0.7068 0.5092 ) ,22.44 min
300-100-9e-05-0.0005-0.05-50,(torneo uniforme reemplazo),20,0.7231 ( 247 1.0000 0.9606 0.7184 0.4976 ) ,10.77 min
300-100-9e-05-0.0005-0.05-50,(torneo uniforme truncamiento),15,0.7182 ( 254 0.9997 0.9545 0.7053 0.5042 ) ,21.89 min
300-100-9e-05-0.005-0.0005-10,(torneo uniforme elitismo),45,0.7447 ( 209 0.9982 0.9699 0.7298 0.5409 ) ,22.62 min
300-100-9e-05-0.005-0.0005-10,(torneo uniforme reemplazo),53,0.7581 ( 187 0.9969 0.9775 0.7289 0.5773 ) ,11.25 min
300-100-9e-05-0.005-0.0005-10,(torneo uniforme truncamiento),47,0.7416 ( 213 0.9969 0.9725 0.7295 0.5299 ) ,22.29 min
300-100-9e-05-0.005-0.0005-20,(torneo uniforme elitismo),28,0.7327 ( 215 0.9991 0.9621 0.7217 0.5121 ) ,22.42 min
300-100-9e-05-0.005-0.0005-20,(torneo uniforme reemplazo),34,0.7440 ( 208 0.9988 0.9681 0.7162 0.5536 ) ,11.04 min
300-100-9e-05-0.005-0.0005-20,(torneo uniforme truncamiento),30,0.7341 ( 208 0.9956 0.9642 0.7235 0.5072 ) ,22.19 min
300-100-9e-05-0.005-0.0005-50,(torneo uniforme elitismo),16,0.7217 ( 248 0.9995 0.9584 0.7144 0.4887 ) ,21.76 min
300-100-9e-05-0.005-0.0005-50,(torneo uniforme reemplazo),21,0.7275 ( 236 0.9986 0.9627 0.7075 0.5225 ) ,11.18 min
300-100-9e-05-0.005-0.0005-50,(torneo uniforme truncamiento),16,0.7192 ( 255 0.9975 0.9605 0.7071 0.4970 ) ,21.40 min
300-100-9e-05-0.005-0.005-10,(torneo uniforme elitismo),49,0.7472 ( 197 0.9985 0.9710 0.7284 0.5394 ) ,22.72 min
300-100-9e-05-0.005-0.005-10,(torneo uniforme reemplazo),52,0.7462 ( 204 0.9983 0.9699 0.7218 0.5513 ) ,11.28 min
300-100-9e-05-0.005-0.005-10,(torneo uniforme truncamiento),38,0.7335 ( 227 0.9982 0.9662 0.7193 0.5233 ) ,22.28 min
300-100-9e-05-0.005-0.005-20,(torneo uniforme elitismo),29,0.7349 ( 233 0.9982 0.9681 0.7178 0.5211 ) ,23.23 min
300-100-9e-05-0.005-0.005-20,(torneo uniforme reemplazo),35,0.7380 ( 232 0.9963 0.9699 0.7076 0.5483 ) ,10.92 min
300-100-9e-05-0.005-0.005-20,(torneo uniforme truncamiento),20,0.7228 ( 252 0.9993 0.9601 0.7188 0.5042 ) ,21.80 min
300-100-9e-05-0.005-0.005-50,(torneo uniforme elitismo),14,0.7242 ( 235 0.9995 0.9562 0.7167 0.5065 ) ,22.54 min
300-100-9e-05-0.005-0.005-50,(torneo uniforme reemplazo),18,0.7262 ( 237 0.9993 0.9601 0.7167 0.5074 ) ,11.26 min
300-100-9e-05-0.005-0.005-50,(torneo uniforme truncamiento),16,0.7199 ( 253 0.9983 0.9539 0.7318 0.4958 ) ,21.87 min
300-100-9e-05-0.005-0.05-10,(torneo uniforme elitismo),47,0.7464 ( 200 0.9971 0.9654 0.7334 0.5563 ) ,22.25 min
300-100-9e-05-0.005-0.05-10,(torneo uniforme reemplazo),49,0.7489 ( 185 0.9978 0.9672 0.7223 0.5631 ) ,11.24 min
300-100-9e-05-0.005-0.05-10,(torneo uniforme truncamiento),38,0.7347 ( 230 0.9975 0.9632 0.7189 0.5317 ) ,22.09 min
300-100-9e-05-0.005-0.05-20,(torneo uniforme elitismo),26,0.7289 ( 231 0.9979 0.9576 0.7142 0.5311 ) ,22.57 min
300-100-9e-05-0.005-0.05-20,(torneo uniforme reemplazo),24,0.7299 ( 240 0.9981 0.9642 0.7181 0.5185 ) ,11.16 min
300-100-9e-05-0.005-0.05-20,(torneo uniforme truncamiento),31,0.7348 ( 213 0.9984 0.9647 0.7141 0.5173 ) ,22.04 min
300-100-9e-05-0.005-0.05-50,(torneo uniforme elitismo),19,0.7269 ( 233 0.9989 0.9615 0.7250 0.5117 ) ,21.92 min
300-100-9e-05-0.005-0.05-50,(torneo uniforme reemplazo),17,0.7316 ( 212 0.9993 0.9583 0.7176 0.5179 ) ,11.03 min
300-100-9e-05-0.005-0.05-50,(torneo uniforme truncamiento),16,0.7192 ( 243 0.9991 0.9504 0.7126 0.5089 ) ,21.74 min
300-100-9e-05-0.05-0.0005-10,(torneo uniforme elitismo),36,0.7190 ( 296 0.9826 0.9619 0.7142 0.5545 ) ,22.15 min
300-100-9e-05-0.05-0.0005-10,(torneo uniforme reemplazo),47,0.7362 ( 231 0.9857 0.9552 0.7239 0.5860 ) ,11.59 min
300-100-9e-05-0.05-0.0005-10,(torneo uniforme truncamiento),31,0.7194 ( 262 0.9864 0.9510 0.7163 0.5423 ) ,22.56 min
300-100-9e-05-0.05-0.0005-20,(torneo uniforme elitismo),22,0.7227 ( 258 0.9906 0.9614 0.7222 0.5071 ) ,22.05 min
300-100-9e-05-0.05-0.0005-20,(torneo uniforme reemplazo),17,0.7169 ( 270 0.9920 0.9540 0.7175 0.5184 ) ,11.18 min
300-100-9e-05-0.05-0.0005-20,(torneo uniforme truncamiento),21,0.7211 ( 261 0.9891 0.9580 0.7219 0.5113 ) ,22.00 min
300-100-9e-05-0.05-0.0005-50,(torneo uniforme elitismo),8,0.7095 ( 263 0.9984 0.9442 0.7170 0.4884 ) ,22.02 min
300-100-9e-05-0.05-0.0005-50,(torneo uniforme reemplazo),18,0.7125 ( 283 0.9844 0.9534 0.7121 0.5271 ) ,11.11 min
300-100-9e-05-0.05-0.0005-50,(torneo uniforme truncamiento),16,0.7119 ( 280 0.9877 0.9562 0.7162 0.4984 ) ,21.67 min
300-100-9e-05-0.05-0.005-10,(torneo uniforme elitismo),29,0.7242 ( 255 0.9909 0.9606 0.7240 0.5160 ) ,22.39 min
300-100-9e-05-0.05-0.005-10,(torneo uniforme reemplazo),42,0.7238 ( 269 0.9831 0.9576 0.7230 0.5427 ) ,11.37 min
300-100-9e-05-0.05-0.005-10,(torneo uniforme truncamiento),35,0.7167 ( 270 0.9878 0.9559 0.7192 0.5200 ) ,22.20 min
300-100-9e-05-0.05-0.005-20,(torneo uniforme elitismo),17,0.7154 ( 256 0.9959 0.9509 0.7219 0.5118 ) ,22.31 min
300-100-9e-05-0.05-0.005-20,(torneo uniforme reemplazo),22,0.7252 ( 254 0.9892 0.9533 0.7220 0.5450 ) ,10.92 min
300-100-9e-05-0.05-0.005-20,(torneo uniforme truncamiento),15,0.7089 ( 283 0.9942 0.9512 0.7113 0.5003 ) ,22.65 min
300-100-9e-05-0.05-0.005-50,(torneo uniforme elitismo),13,0.7182 ( 265 0.9969 0.9543 0.7156 0.5078 ) ,22.19 min
300-100-9e-05-0.05-0.005-50,(torneo uniforme reemplazo),15,0.7134 ( 258 0.9936 0.9477 0.7099 0.5037 ) ,10.81 min
300-100-9e-05-0.05-0.005-50,(torneo uniforme truncamiento),15,0.7138 ( 276 0.9921 0.9527 0.7188 0.5104 ) ,22.16 min
300-100-9e-05-0.05-0.05-10,(torneo uniforme elitismo),36,0.7272 ( 243 0.9871 0.9588 0.7161 0.5308 ) ,22.37 min
300-100-9e-05-0.05-0.05-10,(torneo uniforme reemplazo),35,0.7326 ( 221 0.9926 0.9517 0.7306 0.5527 ) ,11.09 min
300-100-9e-05-0.05-0.05-10,(torneo uniforme truncamiento),22,0.7162 ( 244 0.9910 0.9465 0.7167 0.4975 ) ,22.20 min
300-100-9e-05-0.05-0.05-20,(torneo uniforme elitismo),24,0.7164 ( 272 0.9867 0.9572 0.7215 0.5260 ) ,21.95 min
300-100-9e-05-0.05-0.05-20,(torneo uniforme reemplazo),15,0.7151 ( 256 0.9929 0.9484 0.7196 0.5006 ) ,11.01 min
300-100-9e-05-0.05-0.05-20,(torneo uniforme truncamiento),24,0.7172 ( 271 0.9884 0.9558 0.7227 0.5248 ) ,22.19 min
300-100-9e-05-0.05-0.05-50,(torneo uniforme elitismo),13,0.7195 ( 258 0.9974 0.9541 0.7169 0.5161 ) ,22.25 min
300-100-9e-05-0.05-0.05-50,(torneo uniforme reemplazo),19,0.7124 ( 277 0.9903 0.9559 0.7084 0.5088 ) ,10.89 min
300-100-9e-05-0.05-0.05-50,(torneo uniforme truncamiento),13,0.7113 ( 268 0.9938 0.9497 0.7124 0.4950 ) ,22.14 min
300-50-9e-05-0.0005-0.0005-10,(torneo uniforme elitismo),49,0.7446 ( 201 0.9998 0.9713 0.7174 0.5389 ) ,11.36 min
300-50-9e-05-0.0005-0.0005-10,(torneo uniforme reemplazo),49,0.7501 ( 197 1.0000 0.9750 0.7165 0.5505 ) ,5.74 min
300-50-9e-05-0.0005-0.0005-10,(torneo uniforme truncamiento),36,0.7349 ( 230 1.0000 0.9694 0.7175 0.5111 ) ,11.71 min
300-50-9e-05-0.0005-0.0005-20,(torneo uniforme elitismo),26,0.7325 ( 204 1.0000 0.9624 0.7247 0.5001 ) ,11.17 min
300-50-9e-05-0.0005-0.0005-20,(torneo uniforme reemplazo),31,0.7404 ( 198 1.0000 0.9644 0.7261 0.5255 ) ,5.64 min
300-50-9e-05-0.0005-0.0005-20,(torneo uniforme truncamiento),32,0.7381 ( 199 0.9997 0.9650 0.7228 0.5092 ) ,11.30 min
300-50-9e-05-0.0005-0.0005-50,(torneo uniforme elitismo),26,0.7227 ( 238 0.9992 0.9571 0.7006 0.4960 ) ,11.28 min
300-50-9e-05-0.0005-0.0005-50,(torneo uniforme reemplazo),18,0.7274 ( 234 0.9995 0.9603 0.7202 0.5086 ) ,5.45 min
300-50-9e-05-0.0005-0.0005-50,(torneo uniforme truncamiento),21,0.7283 ( 239 1.0000 0.9616 0.7171 0.5155 ) ,10.95 min
300-50-9e-05-0.0005-0.005-10,(torneo uniforme elitismo),48,0.7471 ( 197 1.0000 0.9733 0.7305 0.5290 ) ,11.39 min
300-50-9e-05-0.0005-0.005-10,(torneo uniforme reemplazo),50,0.7573 ( 172 1.0000 0.9722 0.7273 0.5747 ) ,5.86 min
300-50-9e-05-0.0005-0.005-10,(torneo uniforme truncamiento),48,0.7422 ( 205 0.9996 0.9674 0.7235 0.5312 ) ,11.15 min
300-50-9e-05-0.0005-0.005-20,(torneo uniforme elitismo),36,0.7472 ( 188 0.9996 0.9734 0.7112 0.5327 ) ,11.76 min
300-50-9e-05-0.0005-0.005-20,(torneo uniforme reemplazo),47,0.7436 ( 194 1.0000 0.9686 0.7225 0.5246 ) ,5.72 min
300-50-9e-05-0.0005-0.005-20,(torneo uniforme truncamiento),28,0.7316 ( 223 1.0000 0.9643 0.7151 0.5148 ) ,11.40 min
300-50-9e-05-0.0005-0.005-50,(torneo uniforme elitismo),26,0.7259 ( 225 0.9997 0.9573 0.7177 0.5012 ) ,11.13 min
300-50-9e-05-0.0005-0.005-50,(torneo uniforme reemplazo),27,0.7327 ( 213 1.0000 0.9623 0.7264 0.5095 ) ,5.53 min
300-50-9e-05-0.0005-0.005-50,(torneo uniforme truncamiento),28,0.7331 ( 236 1.0000 0.9656 0.7188 0.5340 ) ,11.10 min
300-50-9e-05-0.0005-0.05-10,(torneo uniforme elitismo),50,0.7496 ( 196 1.0000 0.9708 0.7250 0.5684 ) ,11.36 min
300-50-9e-05-0.0005-0.05-10,(torneo uniforme reemplazo),49,0.7518 ( 182 0.9997 0.9698 0.7180 0.5687 ) ,5.78 min
300-50-9e-05-0.0005-0.05-10,(torneo uniforme truncamiento),37,0.7316 ( 219 1.0000 0.9604 0.7210 0.5070 ) ,11.19 min
300-50-9e-05-0.0005-0.05-20,(torneo uniforme elitismo),30,0.7309 ( 227 0.9997 0.9665 0.7123 0.5127 ) ,11.14 min
300-50-9e-05-0.0005-0.05-20,(torneo uniforme reemplazo),33,0.7344 ( 225 1.0000 0.9658 0.7169 0.5264 ) ,5.63 min
300-50-9e-05-0.0005-0.05-20,(torneo uniforme truncamiento),27,0.7271 ( 216 0.9997 0.9573 0.7134 0.5091 ) ,11.15 min
300-50-9e-05-0.0005-0.05-50,(torneo uniforme elitismo),19,0.7237 ( 250 0.9995 0.9621 0.7172 0.4959 ) ,11.03 min
300-50-9e-05-0.0005-0.05-50,(torneo uniforme reemplazo),13,0.7162 ( 249 1.0000 0.9485 0.7123 0.5036 ) ,5.59 min
300-50-9e-05-0.0005-0.05-50,(torneo uniforme truncamiento),16,0.7163 ( 222 0.9998 0.9507 0.7088 0.4660 ) ,10.98 min
300-50-9e-05-0.005-0.0005-10,(torneo uniforme elitismo),50,0.7519 ( 187 0.9978 0.9724 0.7237 0.5544 ) ,11.42 min
300-50-9e-05-0.005-0.0005-10,(torneo uniforme reemplazo),50,0.7520 ( 184 0.9993 0.9679 0.7277 0.5670 ) ,5.87 min
300-50-9e-05-0.005-0.0005-10,(torneo uniforme truncamiento),38,0.7344 ( 225 0.9972 0.9659 0.7243 0.5171 ) ,11.52 min
300-50-9e-05-0.005-0.0005-20,(torneo uniforme elitismo),26,0.7237 ( 272 0.9978 0.9698 0.7093 0.5115 ) ,10.94 min
300-50-9e-05-0.005-0.0005-20,(torneo uniforme reemplazo),30,0.7397 ( 219 0.9980 0.9682 0.7263 0.5340 ) ,5.57 min
300-50-9e-05-0.005-0.0005-20,(torneo uniforme truncamiento),18,0.7178 ( 255 0.9975 0.9506 0.7120 0.5141 ) ,10.96 min
300-50-9e-05-0.005-0.0005-50,(torneo uniforme elitismo),17,0.7197 ( 232 0.9997 0.9499 0.7153 0.4991 ) ,11.23 min
300-50-9e-05-0.005-0.0005-50,(torneo uniforme reemplazo),18,0.7199 ( 245 0.9988 0.9531 0.7217 0.5046 ) ,5.44 min
300-50-9e-05-0.005-0.0005-50,(torneo uniforme truncamiento),15,0.7153 ( 273 0.9982 0.9592 0.7089 0.4894 ) ,10.92 min
300-50-9e-05-0.005-0.005-10,(torneo uniforme elitismo),50,0.7443 ( 193 0.9974 0.9734 0.7239 0.5256 ) ,11.63 min
300-50-9e-05-0.005-0.005-10,(torneo uniforme reemplazo),50,0.7494 ( 188 0.9978 0.9675 0.7295 0.5690 ) ,5.76 min
300-50-9e-05-0.005-0.005-10,(torneo uniforme truncamiento),41,0.7396 ( 223 0.9987 0.9729 0.7174 0.5298 ) ,11.06 min
300-50-9e-05-0.005-0.005-20,(torneo uniforme elitismo),27,0.7318 ( 235 0.9987 0.9659 0.7194 0.5285 ) ,11.30 min
