Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6826,273,1.0000,0.9066,0.7108,0.4670,0.6598,0.0110,10.59 seg
2,0.6879,292,1.0000,0.9212,0.7119,0.4742,0.6704,0.0079,10.72 seg
3,0.6902,282,1.0000,0.9213,0.7109,0.4759,0.6752,0.0066,10.82 seg
4,0.6918,284,1.0000,0.9239,0.7118,0.4789,0.6786,0.0064,12.77 seg
5,0.6938,287,1.0000,0.9261,0.7142,0.4872,0.6807,0.0064,10.72 seg
6,0.6959,287,1.0000,0.9298,0.7139,0.4878,0.6824,0.0065,10.82 seg
7,0.6939,268,1.0000,0.9195,0.7196,0.4821,0.6839,0.0063,10.29 seg
8,0.6968,263,1.0000,0.9241,0.7179,0.4787,0.6860,0.0056,10.69 seg
9,0.6968,263,1.0000,0.9241,0.7179,0.4787,0.6871,0.0059,10.76 seg
10,0.6980,262,1.0000,0.9253,0.7189,0.4799,0.6888,0.0056,10.41 seg
11,0.6995,274,1.0000,0.9303,0.7158,0.4903,0.6914,0.0052,10.73 seg
12,0.7028,270,1.0000,0.9360,0.7145,0.4873,0.6941,0.0042,10.29 seg
13,0.7037,268,1.0000,0.9366,0.7165,0.4868,0.6966,0.0038,12.89 seg
14,0.7051,266,1.0000,0.9400,0.7188,0.4791,0.7002,0.0021,10.59 seg
15,0.7059,265,1.0000,0.9415,0.7179,0.4779,0.7023,0.0012,10.45 seg
16,0.7060,265,1.0000,0.9416,0.7186,0.4782,0.7041,0.0008,10.07 seg
17,0.7063,274,1.0000,0.9427,0.7181,0.4887,0.7052,0.0006,10.82 seg
18,0.7063,274,1.0000,0.9427,0.7181,0.4887,0.7059,0.0003,10.38 seg
19,0.7063,274,1.0000,0.9427,0.7181,0.4887,0.7058,0.0006,10.41 seg
20,0.7070,271,1.0000,0.9434,0.7176,0.4869,0.7061,0.0005,10.16 seg
21,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7056,0.0001,10.02 seg
22,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7057,0.0002,10.12 seg
23,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7062,0.0003,9.97 seg
24,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,13.59 seg
25,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,9.83 seg
26,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,10.35 seg
27,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,10.21 seg
28,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,10.14 seg
29,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,10.42 seg
30,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,10.08 seg
31,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,9.99 seg
32,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,10.17 seg
33,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,10.27 seg
34,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,10.00 seg
35,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,10.05 seg
36,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,10.04 seg
37,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,10.06 seg
38,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,10.37 seg
39,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,13.97 seg
40,0.7063,273,0.9997,0.9431,0.7176,0.4867,0.7063,0.0000,9.91 seg
41,0.7064,273,0.9997,0.9431,0.7178,0.4869,0.7064,0.0000,9.95 seg
42,0.7064,273,0.9997,0.9431,0.7178,0.4869,0.7064,0.0000,9.95 seg
43,0.7064,273,0.9997,0.9431,0.7178,0.4869,0.7064,0.0000,9.93 seg
44,0.7064,273,0.9997,0.9431,0.7178,0.4869,0.7064,0.0000,10.32 seg
45,0.7064,273,0.9997,0.9431,0.7178,0.4869,0.7064,0.0000,10.34 seg
46,0.7064,273,0.9997,0.9431,0.7178,0.4869,0.7064,0.0000,10.24 seg
47,0.7064,273,0.9997,0.9431,0.7178,0.4869,0.7064,0.0000,10.25 seg
48,0.7064,273,0.9997,0.9431,0.7178,0.4869,0.7064,0.0000,9.85 seg
49,0.7064,273,0.9997,0.9431,0.7178,0.4869,0.7064,0.0000,9.86 seg
50,0.7064,273,0.9997,0.9431,0.7178,0.4869,0.7064,0.0000,10.18 seg
