Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6816,290,1.0000,0.9135,0.7043,0.4697,0.6583,0.0117,21.03 seg
2,0.6853,275,1.0000,0.9188,0.7051,0.4529,0.6714,0.0058,23.79 seg
3,0.6891,266,1.0000,0.9229,0.7034,0.4517,0.6767,0.0046,21.32 seg
4,0.6910,255,1.0000,0.9162,0.7149,0.4654,0.6801,0.0039,20.99 seg
5,0.6913,282,1.0000,0.9243,0.7130,0.4776,0.6832,0.0036,21.58 seg
6,0.6949,277,1.0000,0.9301,0.7122,0.4739,0.6855,0.0032,21.71 seg
7,0.6949,277,1.0000,0.9301,0.7122,0.4739,0.6872,0.0029,24.18 seg
8,0.6984,256,1.0000,0.9277,0.7147,0.4745,0.6892,0.0028,20.89 seg
9,0.6996,264,1.0000,0.9310,0.7141,0.4821,0.6915,0.0026,20.92 seg
10,0.7009,253,1.0000,0.9301,0.7130,0.4792,0.6943,0.0025,20.86 seg
11,0.7023,253,1.0000,0.9322,0.7124,0.4811,0.6969,0.0022,20.80 seg
12,0.7032,254,1.0000,0.9365,0.7147,0.4711,0.6993,0.0014,23.18 seg
13,0.7039,252,1.0000,0.9345,0.7156,0.4796,0.7008,0.0009,20.81 seg
14,0.7040,249,1.0000,0.9342,0.7173,0.4764,0.7021,0.0008,20.70 seg
15,0.7054,256,0.9997,0.9381,0.7175,0.4813,0.7030,0.0008,20.43 seg
16,0.7059,257,0.9994,0.9393,0.7164,0.4826,0.7039,0.0008,21.32 seg
17,0.7077,254,0.9994,0.9406,0.7159,0.4856,0.7047,0.0008,24.13 seg
18,0.7079,257,0.9994,0.9410,0.7160,0.4897,0.7056,0.0007,20.49 seg
19,0.7089,256,0.9994,0.9428,0.7143,0.4895,0.7064,0.0007,20.97 seg
20,0.7094,257,0.9994,0.9436,0.7152,0.4909,0.7074,0.0007,21.02 seg
21,0.7100,257,0.9994,0.9444,0.7163,0.4911,0.7084,0.0006,21.01 seg
22,0.7104,255,0.9994,0.9440,0.7161,0.4928,0.7092,0.0003,21.10 seg
23,0.7111,255,0.9994,0.9450,0.7169,0.4932,0.7096,0.0003,24.52 seg
24,0.7111,255,0.9994,0.9450,0.7161,0.4938,0.7102,0.0004,21.61 seg
25,0.7114,255,0.9994,0.9453,0.7174,0.4934,0.7108,0.0002,20.94 seg
26,0.7117,257,0.9994,0.9466,0.7163,0.4945,0.7111,0.0001,20.67 seg
27,0.7119,255,0.9994,0.9463,0.7174,0.4934,0.7113,0.0001,20.66 seg
28,0.7120,255,0.9994,0.9465,0.7171,0.4933,0.7116,0.0002,21.04 seg
29,0.7122,255,0.9994,0.9469,0.7171,0.4933,0.7118,0.0001,25.36 seg
30,0.7124,257,0.9991,0.9481,0.7168,0.4935,0.7118,0.0002,21.11 seg
31,0.7124,257,0.9991,0.9481,0.7168,0.4935,0.7119,0.0002,21.14 seg
32,0.7124,257,0.9991,0.9481,0.7168,0.4935,0.7122,0.0001,21.08 seg
33,0.7119,258,0.9988,0.9478,0.7168,0.4930,0.7119,0.0000,20.46 seg
34,0.7119,258,0.9988,0.9478,0.7168,0.4930,0.7119,0.0000,20.74 seg
35,0.7119,258,0.9988,0.9478,0.7168,0.4930,0.7119,0.0000,20.57 seg
36,0.7119,258,0.9988,0.9478,0.7168,0.4930,0.7119,0.0000,20.11 seg
37,0.7119,258,0.9988,0.9478,0.7168,0.4930,0.7119,0.0000,24.38 seg
38,0.7119,258,0.9988,0.9478,0.7168,0.4930,0.7119,0.0000,20.19 seg
39,0.7119,258,0.9988,0.9478,0.7168,0.4930,0.7119,0.0000,20.72 seg
40,0.7119,258,0.9988,0.9478,0.7168,0.4930,0.7119,0.0000,20.20 seg
41,0.7119,258,0.9988,0.9478,0.7168,0.4930,0.7119,0.0000,20.45 seg
42,0.7119,258,0.9988,0.9478,0.7168,0.4930,0.7119,0.0000,20.00 seg
43,0.7119,258,0.9988,0.9478,0.7168,0.4930,0.7119,0.0000,20.51 seg
44,0.7112,260,0.9985,0.9474,0.7168,0.4928,0.7112,0.0000,20.79 seg
45,0.7112,260,0.9985,0.9474,0.7168,0.4928,0.7112,0.0000,24.81 seg
46,0.7112,260,0.9985,0.9474,0.7168,0.4928,0.7112,0.0000,20.36 seg
47,0.7112,260,0.9985,0.9474,0.7168,0.4928,0.7112,0.0000,20.70 seg
48,0.7112,260,0.9985,0.9474,0.7168,0.4928,0.7112,0.0000,21.17 seg
49,0.7112,260,0.9985,0.9474,0.7168,0.4928,0.7112,0.0000,20.56 seg
50,0.7112,260,0.9985,0.9474,0.7168,0.4928,0.7112,0.0000,20.42 seg
