Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6857,280,1.0000,0.9149,0.7146,0.4635,0.6595,0.0110,10.82 seg
2,0.6848,265,1.0000,0.9089,0.7056,0.4644,0.6596,0.0107,10.74 seg
3,0.6852,258,1.0000,0.9063,0.7165,0.4592,0.6602,0.0106,10.66 seg
4,0.6841,268,1.0000,0.9088,0.7083,0.4623,0.6598,0.0106,10.50 seg
5,0.6831,278,1.0000,0.9076,0.7022,0.4783,0.6601,0.0108,10.97 seg
6,0.6824,268,1.0000,0.9053,0.7167,0.4584,0.6601,0.0107,10.41 seg
7,0.6809,287,0.9998,0.9093,0.7166,0.4606,0.6597,0.0105,10.45 seg
8,0.6830,266,1.0000,0.9065,0.7041,0.4636,0.6590,0.0110,10.63 seg
9,0.6848,280,1.0000,0.9181,0.7028,0.4532,0.6594,0.0102,12.96 seg
10,0.6859,279,1.0000,0.9187,0.6998,0.4594,0.6608,0.0101,11.04 seg
11,0.6839,292,1.0000,0.9153,0.7129,0.4678,0.6617,0.0100,10.97 seg
12,0.6859,278,1.0000,0.9135,0.7153,0.4669,0.6611,0.0105,11.65 seg
13,0.6850,291,1.0000,0.9140,0.7164,0.4758,0.6610,0.0104,10.33 seg
14,0.6875,263,1.0000,0.9076,0.7193,0.4754,0.6606,0.0103,10.58 seg
15,0.6850,259,1.0000,0.9066,0.7067,0.4650,0.6618,0.0100,10.69 seg
16,0.6844,247,1.0000,0.9035,0.7084,0.4546,0.6611,0.0098,10.39 seg
17,0.6903,262,1.0000,0.9142,0.7219,0.4666,0.6606,0.0105,10.46 seg
18,0.6836,275,1.0000,0.9077,0.7110,0.4716,0.6602,0.0109,10.41 seg
19,0.6860,255,1.0000,0.9083,0.7037,0.4621,0.6600,0.0114,10.47 seg
20,0.6825,265,1.0000,0.9096,0.7068,0.4457,0.6599,0.0109,13.89 seg
21,0.6822,288,1.0000,0.9091,0.7113,0.4742,0.6590,0.0113,10.66 seg
22,0.6837,277,1.0000,0.9116,0.7102,0.4607,0.6590,0.0113,10.77 seg
23,0.6875,272,1.0000,0.9141,0.7024,0.4751,0.6597,0.0112,10.32 seg
24,0.6882,283,1.0000,0.9247,0.7083,0.4526,0.6589,0.0114,10.67 seg
25,0.6881,281,1.0000,0.9256,0.7045,0.4480,0.6590,0.0114,10.41 seg
26,0.6896,270,1.0000,0.9182,0.7094,0.4667,0.6581,0.0116,10.55 seg
27,0.6834,266,1.0000,0.9095,0.7099,0.4516,0.6591,0.0118,10.77 seg
28,0.6840,272,1.0000,0.9098,0.7192,0.4565,0.6593,0.0113,10.42 seg
29,0.6846,291,1.0000,0.9205,0.7116,0.4528,0.6595,0.0114,10.27 seg
30,0.6827,281,1.0000,0.9071,0.7100,0.4761,0.6602,0.0116,10.51 seg
31,0.6867,269,1.0000,0.9109,0.7021,0.4774,0.6603,0.0114,10.33 seg
32,0.6809,282,1.0000,0.9111,0.7069,0.4536,0.6604,0.0113,10.54 seg
33,0.6837,251,1.0000,0.9045,0.7079,0.4522,0.6602,0.0110,10.50 seg
34,0.6881,269,0.9997,0.9139,0.7027,0.4756,0.6599,0.0115,14.17 seg
35,0.6858,267,1.0000,0.9145,0.7161,0.4466,0.6607,0.0113,10.79 seg
36,0.6838,263,1.0000,0.9072,0.7082,0.4596,0.6602,0.0111,10.69 seg
37,0.6874,267,0.9997,0.9130,0.7027,0.4718,0.6601,0.0107,10.79 seg
38,0.6830,261,1.0000,0.9031,0.7130,0.4635,0.6608,0.0111,10.51 seg
39,0.6875,271,1.0000,0.9129,0.7108,0.4726,0.6608,0.0117,10.70 seg
40,0.6873,267,1.0000,0.9143,0.7092,0.4617,0.6611,0.0111,10.66 seg
41,0.6848,265,1.0000,0.9084,0.7133,0.4608,0.6605,0.0112,10.66 seg
42,0.6886,271,1.0000,0.9177,0.7122,0.4618,0.6609,0.0109,10.75 seg
43,0.6831,275,1.0000,0.9067,0.7028,0.4770,0.6611,0.0113,10.71 seg
44,0.6844,248,1.0000,0.9068,0.7029,0.4479,0.6606,0.0118,10.55 seg
45,0.6849,259,1.0000,0.9087,0.7118,0.4538,0.6600,0.0120,10.49 seg
46,0.6901,261,1.0000,0.9154,0.7039,0.4715,0.6604,0.0107,10.78 seg
47,0.6817,273,1.0000,0.9096,0.7035,0.4535,0.6594,0.0113,10.37 seg
48,0.6833,277,0.9997,0.9073,0.7122,0.4728,0.6588,0.0115,10.56 seg
49,0.6814,271,1.0000,0.9082,0.7134,0.4476,0.6594,0.0108,10.75 seg
50,0.6865,268,1.0000,0.9085,0.7163,0.4747,0.6590,0.0108,10.52 seg
