Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6829,275,1.0000,0.9066,0.7085,0.4782,0.6594,0.0105,10.73 seg
2,0.6876,278,1.0000,0.9172,0.7093,0.4743,0.6705,0.0076,10.73 seg
3,0.6893,288,1.0000,0.9221,0.7133,0.4791,0.6763,0.0063,10.65 seg
4,0.6917,264,1.0000,0.9120,0.7162,0.4960,0.6794,0.0061,12.73 seg
5,0.6975,268,1.0000,0.9267,0.7050,0.4940,0.6830,0.0059,10.60 seg
6,0.6964,285,1.0000,0.9285,0.7122,0.4995,0.6853,0.0052,10.53 seg
7,0.6986,278,1.0000,0.9327,0.7097,0.4903,0.6871,0.0052,10.37 seg
8,0.6991,278,1.0000,0.9333,0.7104,0.4910,0.6889,0.0055,10.53 seg
9,0.7011,262,1.0000,0.9309,0.7156,0.4869,0.6910,0.0059,10.57 seg
10,0.7038,267,1.0000,0.9346,0.7238,0.4931,0.6929,0.0056,10.63 seg
11,0.7056,270,1.0000,0.9384,0.7170,0.5002,0.6943,0.0057,10.30 seg
12,0.7056,270,1.0000,0.9384,0.7170,0.5002,0.6973,0.0052,10.16 seg
13,0.7062,270,1.0000,0.9395,0.7168,0.5001,0.6986,0.0053,12.99 seg
14,0.7079,271,1.0000,0.9441,0.7184,0.4946,0.7009,0.0047,10.59 seg
15,0.7079,260,0.9997,0.9379,0.7302,0.4946,0.7018,0.0048,10.59 seg
16,0.7088,259,0.9997,0.9412,0.7283,0.4882,0.7026,0.0050,10.39 seg
17,0.7089,261,0.9997,0.9386,0.7315,0.4991,0.7039,0.0049,10.93 seg
18,0.7099,261,0.9997,0.9422,0.7273,0.4952,0.7054,0.0044,10.75 seg
19,0.7112,253,0.9997,0.9438,0.7288,0.4857,0.7085,0.0011,10.55 seg
20,0.7122,253,0.9997,0.9445,0.7294,0.4895,0.7094,0.0012,10.54 seg
21,0.7130,255,0.9994,0.9467,0.7297,0.4895,0.7103,0.0013,10.73 seg
22,0.7131,255,0.9995,0.9450,0.7311,0.4951,0.7108,0.0007,10.45 seg
23,0.7135,255,0.9995,0.9462,0.7293,0.4947,0.7117,0.0007,13.99 seg
24,0.7138,256,0.9993,0.9474,0.7300,0.4939,0.7124,0.0005,10.54 seg
25,0.7141,256,0.9993,0.9472,0.7306,0.4958,0.7131,0.0003,10.42 seg
26,0.7143,256,0.9993,0.9479,0.7287,0.4958,0.7135,0.0003,10.39 seg
27,0.7146,254,0.9995,0.9475,0.7301,0.4957,0.7138,0.0003,10.63 seg
28,0.7146,256,0.9993,0.9475,0.7301,0.4987,0.7141,0.0002,10.44 seg
29,0.7155,254,0.9995,0.9484,0.7307,0.4976,0.7143,0.0003,10.20 seg
30,0.7157,254,0.9995,0.9487,0.7308,0.4979,0.7146,0.0003,10.61 seg
31,0.7157,254,0.9995,0.9487,0.7308,0.4979,0.7151,0.0005,10.03 seg
32,0.7157,254,0.9995,0.9487,0.7308,0.4979,0.7157,0.0000,10.06 seg
33,0.7157,254,0.9995,0.9487,0.7308,0.4979,0.7157,0.0000,10.80 seg
34,0.7157,254,0.9995,0.9487,0.7308,0.4979,0.7157,0.0000,10.71 seg
35,0.7157,254,0.9995,0.9487,0.7308,0.4979,0.7157,0.0000,10.23 seg
36,0.7157,254,0.9995,0.9487,0.7308,0.4979,0.7157,0.0000,14.15 seg
37,0.7157,254,0.9995,0.9487,0.7308,0.4979,0.7157,0.0000,10.23 seg
38,0.7157,254,0.9995,0.9487,0.7308,0.4979,0.7157,0.0000,10.19 seg
39,0.7150,254,0.9995,0.9475,0.7308,0.4977,0.7150,0.0000,10.33 seg
40,0.7150,254,0.9995,0.9475,0.7308,0.4977,0.7150,0.0000,10.08 seg
41,0.7150,254,0.9995,0.9475,0.7308,0.4977,0.7150,0.0000,10.48 seg
42,0.7150,254,0.9995,0.9475,0.7308,0.4977,0.7150,0.0000,10.33 seg
43,0.7150,254,0.9995,0.9475,0.7308,0.4977,0.7150,0.0000,10.23 seg
44,0.7150,254,0.9995,0.9475,0.7308,0.4977,0.7150,0.0000,10.07 seg
45,0.7150,254,0.9995,0.9475,0.7308,0.4977,0.7150,0.0000,10.42 seg
46,0.7150,254,0.9995,0.9475,0.7308,0.4977,0.7150,0.0000,10.02 seg
47,0.7150,254,0.9995,0.9475,0.7308,0.4977,0.7150,0.0000,10.04 seg
48,0.7143,255,0.9994,0.9467,0.7308,0.4976,0.7143,0.0000,10.62 seg
49,0.7143,255,0.9994,0.9467,0.7308,0.4976,0.7143,0.0000,10.45 seg
50,0.7145,255,0.9994,0.9471,0.7311,0.4975,0.7145,0.0000,10.06 seg
