Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6829,266,1.0000,0.9069,0.7126,0.4709,0.6567,0.0115,21.91 seg
2,0.6836,296,1.0000,0.9131,0.7220,0.4901,0.6579,0.0107,25.17 seg
3,0.6844,265,1.0000,0.9080,0.7069,0.4791,0.6576,0.0108,22.27 seg
4,0.6844,265,1.0000,0.9080,0.7069,0.4791,0.6575,0.0108,22.48 seg
5,0.6844,265,1.0000,0.9080,0.7069,0.4791,0.6582,0.0109,22.52 seg
6,0.6844,265,1.0000,0.9080,0.7069,0.4791,0.6584,0.0110,22.29 seg
7,0.6844,265,1.0000,0.9080,0.7069,0.4791,0.6575,0.0108,25.20 seg
8,0.6844,265,1.0000,0.9080,0.7069,0.4791,0.6570,0.0112,22.71 seg
9,0.6844,265,1.0000,0.9080,0.7069,0.4791,0.6563,0.0117,22.78 seg
10,0.6844,265,1.0000,0.9080,0.7069,0.4791,0.6556,0.0118,22.59 seg
11,0.6859,275,1.0000,0.9133,0.7157,0.4785,0.6565,0.0112,22.99 seg
12,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6569,0.0109,26.15 seg
13,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6567,0.0113,22.65 seg
14,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6564,0.0112,22.70 seg
15,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6570,0.0106,23.16 seg
16,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6565,0.0109,22.94 seg
17,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6573,0.0106,22.99 seg
18,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6569,0.0107,23.17 seg
19,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6575,0.0108,27.10 seg
20,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6577,0.0103,23.18 seg
21,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6578,0.0106,23.32 seg
22,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6580,0.0111,23.07 seg
23,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6581,0.0107,23.08 seg
24,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6580,0.0106,23.20 seg
25,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6571,0.0112,23.21 seg
26,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6561,0.0120,27.13 seg
27,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6561,0.0114,23.10 seg
28,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6564,0.0119,22.67 seg
29,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6557,0.0109,22.89 seg
30,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6560,0.0108,22.63 seg
31,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6570,0.0103,23.00 seg
32,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6566,0.0108,23.05 seg
33,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6561,0.0109,22.87 seg
34,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6564,0.0109,28.24 seg
35,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6566,0.0106,23.09 seg
36,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6569,0.0116,23.10 seg
37,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6561,0.0118,22.65 seg
38,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6569,0.0110,23.06 seg
39,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6568,0.0109,22.71 seg
40,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6571,0.0106,23.43 seg
41,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6579,0.0107,22.93 seg
42,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6581,0.0104,23.23 seg
43,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6574,0.0107,28.85 seg
44,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6579,0.0103,22.99 seg
45,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6576,0.0109,22.88 seg
46,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6586,0.0104,23.41 seg
47,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6585,0.0104,22.78 seg
48,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6578,0.0108,22.97 seg
49,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6572,0.0110,23.13 seg
50,0.6870,265,1.0000,0.9150,0.7116,0.4679,0.6581,0.0106,23.42 seg
