Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6852,276,1.0000,0.9162,0.7021,0.4586,0.6593,0.0105,21.01 seg
2,0.6894,277,1.0000,0.9231,0.7065,0.4600,0.6662,0.0090,20.83 seg
3,0.6905,267,1.0000,0.9117,0.7074,0.4943,0.6700,0.0084,23.73 seg
4,0.6945,251,1.0000,0.9168,0.7154,0.4745,0.6723,0.0080,22.11 seg
5,0.6945,251,1.0000,0.9168,0.7154,0.4745,0.6743,0.0084,22.14 seg
6,0.6968,267,1.0000,0.9275,0.7161,0.4725,0.6766,0.0079,22.62 seg
7,0.6968,267,1.0000,0.9275,0.7161,0.4725,0.6782,0.0084,22.30 seg
8,0.6968,267,1.0000,0.9275,0.7161,0.4725,0.6804,0.0077,25.27 seg
9,0.6971,233,1.0000,0.9080,0.7219,0.4947,0.6817,0.0077,22.70 seg
10,0.7052,223,1.0000,0.9182,0.7207,0.4981,0.6836,0.0076,21.67 seg
11,0.7052,223,1.0000,0.9182,0.7207,0.4981,0.6858,0.0078,22.14 seg
12,0.7052,223,1.0000,0.9182,0.7207,0.4981,0.6874,0.0073,21.49 seg
13,0.7070,230,1.0000,0.9201,0.7128,0.5183,0.6894,0.0071,22.13 seg
14,0.7070,230,1.0000,0.9201,0.7128,0.5183,0.6913,0.0070,25.10 seg
15,0.7093,235,1.0000,0.9269,0.7226,0.5091,0.6927,0.0065,22.38 seg
16,0.7120,208,1.0000,0.9196,0.7268,0.5134,0.6947,0.0070,22.00 seg
17,0.7127,220,1.0000,0.9210,0.7257,0.5304,0.6968,0.0067,21.72 seg
18,0.7132,219,1.0000,0.9261,0.7186,0.5185,0.6985,0.0065,21.88 seg
19,0.7163,205,1.0000,0.9287,0.7225,0.5077,0.6996,0.0069,21.57 seg
20,0.7181,208,1.0000,0.9273,0.7182,0.5322,0.7017,0.0060,25.37 seg
21,0.7182,204,1.0000,0.9317,0.7203,0.5096,0.7033,0.0060,22.39 seg
22,0.7189,209,1.0000,0.9266,0.7281,0.5343,0.7046,0.0061,22.10 seg
23,0.7213,207,1.0000,0.9322,0.7268,0.5277,0.7064,0.0059,21.89 seg
24,0.7224,202,1.0000,0.9340,0.7215,0.5253,0.7085,0.0056,22.14 seg
25,0.7240,196,1.0000,0.9309,0.7228,0.5380,0.7092,0.0061,22.03 seg
26,0.7244,196,1.0000,0.9307,0.7280,0.5383,0.7109,0.0058,22.10 seg
27,0.7265,189,1.0000,0.9330,0.7225,0.5374,0.7129,0.0053,26.56 seg
28,0.7273,193,1.0000,0.9314,0.7255,0.5522,0.7139,0.0052,22.29 seg
29,0.7311,187,1.0000,0.9367,0.7298,0.5469,0.7157,0.0055,21.72 seg
30,0.7311,187,1.0000,0.9367,0.7298,0.5469,0.7171,0.0054,22.24 seg
31,0.7313,197,1.0000,0.9371,0.7345,0.5579,0.7186,0.0052,21.89 seg
32,0.7320,177,1.0000,0.9359,0.7218,0.5473,0.7198,0.0056,22.10 seg
33,0.7352,174,1.0000,0.9420,0.7210,0.5426,0.7217,0.0053,22.33 seg
34,0.7376,177,1.0000,0.9417,0.7268,0.5600,0.7234,0.0048,26.96 seg
35,0.7380,175,1.0000,0.9423,0.7323,0.5539,0.7241,0.0051,22.35 seg
36,0.7380,175,1.0000,0.9423,0.7323,0.5539,0.7261,0.0052,22.06 seg
37,0.7395,176,1.0000,0.9444,0.7309,0.5585,0.7275,0.0047,22.26 seg
38,0.7411,175,1.0000,0.9444,0.7335,0.5663,0.7291,0.0045,22.13 seg
39,0.7444,167,1.0000,0.9504,0.7266,0.5601,0.7303,0.0047,21.66 seg
40,0.7444,167,1.0000,0.9504,0.7266,0.5601,0.7319,0.0045,22.01 seg
41,0.7444,167,1.0000,0.9504,0.7266,0.5601,0.7339,0.0043,21.48 seg
42,0.7452,170,1.0000,0.9484,0.7322,0.5727,0.7356,0.0038,21.88 seg
43,0.7457,168,1.0000,0.9481,0.7312,0.5751,0.7369,0.0038,26.91 seg
44,0.7479,163,1.0000,0.9491,0.7286,0.5809,0.7386,0.0035,22.49 seg
45,0.7488,165,1.0000,0.9521,0.7337,0.5750,0.7395,0.0035,22.45 seg
46,0.7503,164,1.0000,0.9543,0.7374,0.5738,0.7405,0.0036,21.71 seg
47,0.7510,167,1.0000,0.9568,0.7348,0.5748,0.7417,0.0034,21.54 seg
48,0.7510,167,1.0000,0.9568,0.7348,0.5748,0.7424,0.0033,21.98 seg
49,0.7510,167,1.0000,0.9568,0.7348,0.5748,0.7436,0.0034,21.60 seg
50,0.7543,161,1.0000,0.9572,0.7340,0.5873,0.7450,0.0031,22.04 seg
