Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6842,275,1.0000,0.9120,0.7138,0.4676,0.6578,0.0115,23.42 seg
2,0.6845,283,1.0000,0.9088,0.7125,0.4936,0.6580,0.0114,21.79 seg
3,0.6855,278,0.9997,0.9196,0.7113,0.4543,0.6585,0.0112,21.80 seg
4,0.6855,278,0.9997,0.9196,0.7113,0.4543,0.6584,0.0115,22.12 seg
5,0.6855,278,0.9997,0.9196,0.7113,0.4543,0.6579,0.0118,24.62 seg
6,0.6864,272,0.9997,0.9152,0.7160,0.4647,0.6569,0.0112,21.61 seg
7,0.6864,272,0.9997,0.9152,0.7160,0.4647,0.6576,0.0113,21.94 seg
8,0.6865,272,0.9997,0.9156,0.7164,0.4637,0.6573,0.0115,21.92 seg
9,0.6865,272,0.9997,0.9156,0.7164,0.4637,0.6573,0.0111,21.88 seg
10,0.6865,272,0.9997,0.9156,0.7164,0.4637,0.6580,0.0104,21.74 seg
11,0.6865,272,0.9997,0.9156,0.7164,0.4637,0.6587,0.0102,24.53 seg
12,0.6865,272,0.9997,0.9156,0.7164,0.4637,0.6586,0.0110,21.50 seg
13,0.6865,272,0.9997,0.9156,0.7164,0.4637,0.6590,0.0099,21.35 seg
14,0.6865,272,0.9997,0.9156,0.7164,0.4637,0.6598,0.0100,21.51 seg
15,0.6865,272,0.9997,0.9156,0.7164,0.4637,0.6600,0.0104,21.37 seg
16,0.6872,272,0.9997,0.9177,0.7159,0.4614,0.6607,0.0106,22.03 seg
17,0.6872,272,0.9997,0.9177,0.7159,0.4614,0.6598,0.0108,25.80 seg
18,0.6872,272,0.9997,0.9177,0.7159,0.4614,0.6602,0.0099,22.36 seg
19,0.6872,272,0.9997,0.9177,0.7159,0.4614,0.6605,0.0103,21.85 seg
20,0.6872,272,0.9997,0.9177,0.7159,0.4614,0.6602,0.0100,21.76 seg
21,0.6872,272,0.9997,0.9177,0.7159,0.4614,0.6600,0.0100,22.04 seg
22,0.6872,272,0.9997,0.9177,0.7159,0.4614,0.6599,0.0097,22.01 seg
23,0.6872,272,0.9997,0.9177,0.7159,0.4614,0.6598,0.0100,22.16 seg
24,0.6872,272,0.9997,0.9177,0.7159,0.4614,0.6604,0.0095,26.24 seg
25,0.6872,272,0.9997,0.9177,0.7159,0.4614,0.6603,0.0098,21.75 seg
26,0.6873,276,0.9997,0.9185,0.7118,0.4674,0.6599,0.0100,22.52 seg
27,0.6873,276,0.9997,0.9185,0.7118,0.4674,0.6594,0.0103,22.02 seg
28,0.6873,276,0.9997,0.9185,0.7118,0.4674,0.6599,0.0106,22.19 seg
29,0.6873,276,0.9997,0.9185,0.7118,0.4674,0.6608,0.0099,21.98 seg
30,0.6873,276,0.9997,0.9185,0.7118,0.4674,0.6605,0.0102,22.27 seg
31,0.6873,276,0.9997,0.9185,0.7118,0.4674,0.6597,0.0100,21.93 seg
32,0.6873,276,0.9997,0.9185,0.7118,0.4674,0.6592,0.0097,26.82 seg
33,0.6885,279,0.9997,0.9193,0.7062,0.4802,0.6593,0.0097,22.44 seg
34,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6597,0.0099,22.28 seg
35,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6604,0.0102,22.04 seg
36,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6605,0.0101,21.63 seg
37,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6614,0.0103,22.09 seg
38,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6608,0.0097,21.69 seg
39,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6609,0.0094,21.96 seg
40,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6615,0.0093,21.66 seg
41,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6613,0.0101,27.36 seg
42,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6612,0.0100,21.64 seg
43,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6618,0.0100,22.09 seg
44,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6622,0.0098,22.13 seg
45,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6622,0.0098,22.34 seg
46,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6623,0.0094,21.87 seg
47,0.6896,263,1.0000,0.9141,0.7130,0.4795,0.6624,0.0097,22.36 seg
48,0.6915,264,1.0000,0.9182,0.7130,0.4782,0.6621,0.0098,22.04 seg
49,0.6915,264,1.0000,0.9182,0.7130,0.4782,0.6620,0.0092,22.21 seg
50,0.6915,264,1.0000,0.9182,0.7130,0.4782,0.6624,0.0097,23.03 seg
