Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6847,239,1.0000,0.8959,0.7128,0.4797,0.6573,0.0112,6.27 seg
2,0.6891,246,0.9996,0.9094,0.7027,0.4763,0.6673,0.0089,7.73 seg
3,0.6938,255,0.9996,0.9198,0.7074,0.4799,0.6734,0.0081,6.73 seg
4,0.6938,255,0.9994,0.9191,0.7100,0.4807,0.6776,0.0072,6.76 seg
5,0.6984,240,0.9995,0.9228,0.7047,0.4794,0.6808,0.0071,6.70 seg
6,0.7011,252,0.9993,0.9282,0.7077,0.4931,0.6841,0.0065,6.71 seg
7,0.7034,254,0.9991,0.9283,0.7154,0.5058,0.6872,0.0062,6.62 seg
8,0.7073,258,0.9987,0.9396,0.7192,0.4938,0.6902,0.0060,6.79 seg
9,0.7054,237,0.9980,0.9293,0.7136,0.4935,0.6931,0.0055,8.12 seg
10,0.7059,243,0.9964,0.9312,0.7155,0.4977,0.6947,0.0049,6.80 seg
11,0.7094,262,0.9972,0.9415,0.7146,0.5110,0.6959,0.0054,6.59 seg
12,0.7108,232,0.9956,0.9342,0.7136,0.5057,0.6994,0.0050,6.70 seg
13,0.7129,223,0.9974,0.9324,0.7202,0.5076,0.7029,0.0049,6.65 seg
14,0.7166,231,0.9963,0.9436,0.7091,0.5108,0.7045,0.0047,6.78 seg
15,0.7151,236,0.9975,0.9419,0.7175,0.5081,0.7065,0.0044,6.52 seg
16,0.7165,222,0.9958,0.9395,0.7210,0.5051,0.7070,0.0048,6.65 seg
17,0.7166,230,0.9944,0.9406,0.7228,0.5130,0.7074,0.0041,6.62 seg
18,0.7172,234,0.9933,0.9439,0.7224,0.5110,0.7091,0.0039,8.30 seg
19,0.7200,238,0.9927,0.9498,0.7210,0.5156,0.7118,0.0037,6.44 seg
20,0.7215,225,0.9923,0.9463,0.7268,0.5163,0.7138,0.0035,6.52 seg
21,0.7214,232,0.9923,0.9493,0.7271,0.5146,0.7139,0.0032,6.61 seg
22,0.7220,238,0.9918,0.9530,0.7188,0.5187,0.7145,0.0033,6.81 seg
23,0.7222,242,0.9922,0.9525,0.7233,0.5248,0.7158,0.0028,6.44 seg
24,0.7238,240,0.9912,0.9557,0.7225,0.5222,0.7170,0.0026,6.70 seg
25,0.7233,244,0.9905,0.9570,0.7209,0.5214,0.7182,0.0023,6.72 seg
26,0.7227,249,0.9888,0.9566,0.7203,0.5275,0.7179,0.0022,6.37 seg
27,0.7234,256,0.9880,0.9624,0.7212,0.5210,0.7188,0.0016,6.52 seg
28,0.7224,257,0.9875,0.9602,0.7231,0.5225,0.7192,0.0013,6.52 seg
29,0.7222,260,0.9879,0.9600,0.7207,0.5279,0.7194,0.0011,6.56 seg
30,0.7197,269,0.9851,0.9594,0.7209,0.5281,0.7170,0.0009,6.58 seg
31,0.7192,271,0.9836,0.9586,0.7199,0.5315,0.7171,0.0009,8.59 seg
32,0.7192,270,0.9839,0.9599,0.7235,0.5232,0.7171,0.0009,6.46 seg
33,0.7186,275,0.9831,0.9607,0.7203,0.5261,0.7172,0.0006,6.65 seg
34,0.7142,289,0.9805,0.9581,0.7218,0.5272,0.7129,0.0006,6.42 seg
35,0.7106,297,0.9783,0.9553,0.7210,0.5262,0.7097,0.0005,6.50 seg
36,0.7096,299,0.9780,0.9555,0.7195,0.5230,0.7088,0.0004,6.50 seg
37,0.7064,310,0.9756,0.9544,0.7210,0.5228,0.7057,0.0003,6.60 seg
38,0.7056,315,0.9748,0.9553,0.7215,0.5211,0.7049,0.0003,6.12 seg
39,0.7034,317,0.9740,0.9522,0.7215,0.5211,0.7032,0.0001,6.69 seg
40,0.7014,325,0.9723,0.9519,0.7210,0.5217,0.7014,0.0000,6.35 seg
41,0.7013,326,0.9722,0.9522,0.7210,0.5218,0.7013,0.0000,6.62 seg
42,0.7002,331,0.9714,0.9522,0.7210,0.5218,0.7002,0.0000,6.54 seg
43,0.6993,334,0.9709,0.9518,0.7210,0.5218,0.6993,0.0000,6.83 seg
44,0.6985,336,0.9705,0.9513,0.7210,0.5218,0.6985,0.0000,6.38 seg
45,0.6977,342,0.9684,0.9527,0.7210,0.5210,0.6977,0.0000,6.75 seg
46,0.6978,341,0.9684,0.9525,0.7210,0.5208,0.6978,0.0000,6.35 seg
47,0.6972,344,0.9677,0.9528,0.7210,0.5206,0.6972,0.0000,6.58 seg
48,0.6952,350,0.9657,0.9520,0.7210,0.5204,0.6952,0.0000,9.35 seg
49,0.6928,356,0.9636,0.9503,0.7210,0.5203,0.6928,0.0000,6.18 seg
50,0.6901,365,0.9626,0.9492,0.7210,0.5198,0.6901,0.0000,6.47 seg
51,0.6906,367,0.9622,0.9510,0.7210,0.5198,0.6906,0.0000,6.71 seg
52,0.6901,369,0.9617,0.9511,0.7210,0.5193,0.6901,0.0000,6.39 seg
53,0.6885,372,0.9602,0.9498,0.7210,0.5191,0.6885,0.0000,6.56 seg
54,0.6850,381,0.9580,0.9471,0.7210,0.5193,0.6850,0.0000,6.75 seg
55,0.6824,393,0.9563,0.9475,0.7210,0.5190,0.6824,0.0000,6.22 seg
56,0.6815,396,0.9548,0.9471,0.7210,0.5195,0.6815,0.0000,6.76 seg
57,0.6806,398,0.9546,0.9463,0.7210,0.5196,0.6806,0.0000,6.22 seg
58,0.6804,399,0.9534,0.9466,0.7210,0.5197,0.6804,0.0000,6.23 seg
59,0.6801,401,0.9525,0.9470,0.7210,0.5195,0.6801,0.0000,6.55 seg
60,0.6786,407,0.9515,0.9469,0.7207,0.5194,0.6786,0.0000,6.21 seg
61,0.6768,411,0.9505,0.9455,0.7207,0.5191,0.6768,0.0000,6.43 seg
62,0.6757,415,0.9500,0.9452,0.7207,0.5188,0.6757,0.0000,6.31 seg
63,0.6733,423,0.9488,0.9441,0.7207,0.5191,0.6733,0.0000,6.49 seg
64,0.6717,431,0.9475,0.9447,0.7207,0.5186,0.6717,0.0000,6.24 seg
65,0.6714,433,0.9472,0.9451,0.7207,0.5185,0.6714,0.0000,6.17 seg
66,0.6710,435,0.9467,0.9453,0.7207,0.5185,0.6710,0.0000,6.67 seg
67,0.6699,438,0.9446,0.9449,0.7208,0.5176,0.6699,0.0000,6.24 seg
68,0.6692,440,0.9442,0.9444,0.7208,0.5177,0.6692,0.0000,6.20 seg
69,0.6675,444,0.9430,0.9433,0.7208,0.5173,0.6675,0.0000,10.25 seg
70,0.6659,450,0.9421,0.9430,0.7208,0.5168,0.6659,0.0000,6.38 seg
71,0.6640,459,0.9406,0.9433,0.7208,0.5167,0.6640,0.0000,6.52 seg
72,0.6630,463,0.9387,0.9432,0.7208,0.5176,0.6630,0.0000,6.54 seg
73,0.6623,466,0.9384,0.9433,0.7208,0.5174,0.6623,0.0000,6.47 seg
74,0.6618,468,0.9381,0.9430,0.7208,0.5175,0.6618,0.0000,6.43 seg
75,0.6603,474,0.9370,0.9429,0.7208,0.5172,0.6603,0.0000,6.56 seg
76,0.6589,480,0.9347,0.9431,0.7208,0.5173,0.6589,0.0000,6.50 seg
77,0.6532,499,0.9320,0.9408,0.7208,0.5173,0.6532,0.0000,6.25 seg
78,0.6535,500,0.9319,0.9417,0.7208,0.5172,0.6535,0.0000,6.54 seg
79,0.6527,505,0.9311,0.9424,0.7208,0.5168,0.6527,0.0000,6.39 seg
80,0.6516,507,0.9302,0.9414,0.7208,0.5170,0.6516,0.0000,6.35 seg
