Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6832,260,1.0000,0.9071,0.7041,0.4595,0.6582,0.0111,21.45 seg
2,0.6845,289,1.0000,0.9192,0.7066,0.4635,0.6694,0.0072,23.40 seg
3,0.6912,254,1.0000,0.9165,0.7123,0.4651,0.6744,0.0064,21.41 seg
4,0.6920,245,1.0000,0.9203,0.7111,0.4445,0.6786,0.0063,20.39 seg
5,0.6940,268,1.0000,0.9260,0.7108,0.4692,0.6823,0.0056,20.88 seg
6,0.6947,260,1.0000,0.9192,0.7161,0.4846,0.6855,0.0052,21.47 seg
7,0.6982,252,1.0000,0.9274,0.7129,0.4681,0.6886,0.0049,23.52 seg
8,0.7002,254,0.9997,0.9319,0.7154,0.4664,0.6909,0.0044,21.22 seg
9,0.7003,255,0.9997,0.9324,0.7163,0.4662,0.6934,0.0044,20.64 seg
10,0.7003,255,0.9997,0.9324,0.7163,0.4662,0.6978,0.0017,20.38 seg
11,0.7013,250,1.0000,0.9317,0.7163,0.4682,0.6994,0.0013,20.77 seg
12,0.7029,247,1.0000,0.9337,0.7158,0.4673,0.7002,0.0005,23.31 seg
13,0.7034,247,1.0000,0.9348,0.7167,0.4664,0.7001,0.0015,20.65 seg
14,0.7040,249,1.0000,0.9362,0.7175,0.4674,0.7011,0.0014,20.81 seg
15,0.7041,249,1.0000,0.9363,0.7178,0.4675,0.7028,0.0008,20.59 seg
16,0.7044,249,1.0000,0.9367,0.7183,0.4678,0.7035,0.0002,20.89 seg
17,0.7044,249,1.0000,0.9367,0.7183,0.4678,0.7040,0.0002,20.54 seg
18,0.7044,249,1.0000,0.9367,0.7183,0.4678,0.7042,0.0001,23.81 seg
19,0.7046,248,1.0000,0.9364,0.7180,0.4688,0.7044,0.0001,20.95 seg
20,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7044,0.0001,20.67 seg
21,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7045,0.0002,20.44 seg
22,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0002,20.45 seg
23,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,20.65 seg
24,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,20.03 seg
25,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,24.83 seg
26,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,21.10 seg
27,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,21.36 seg
28,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,20.75 seg
29,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,21.01 seg
30,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,21.57 seg
31,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,20.55 seg
32,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,20.64 seg
33,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,24.70 seg
34,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,20.65 seg
35,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,20.09 seg
36,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,20.25 seg
37,0.7049,249,1.0000,0.9372,0.7180,0.4695,0.7049,0.0000,20.12 seg
38,0.7045,250,0.9995,0.9369,0.7180,0.4693,0.7045,0.0000,20.00 seg
39,0.7045,250,0.9995,0.9369,0.7180,0.4693,0.7045,0.0000,20.57 seg
40,0.7045,250,0.9995,0.9369,0.7180,0.4693,0.7045,0.0000,20.53 seg
41,0.7045,250,0.9995,0.9369,0.7180,0.4693,0.7045,0.0000,20.52 seg
42,0.7045,250,0.9995,0.9369,0.7180,0.4693,0.7045,0.0000,25.70 seg
43,0.7045,250,0.9995,0.9369,0.7180,0.4693,0.7045,0.0000,20.32 seg
44,0.7045,250,0.9995,0.9369,0.7180,0.4693,0.7045,0.0000,20.83 seg
45,0.7045,250,0.9995,0.9369,0.7180,0.4693,0.7045,0.0000,20.61 seg
46,0.7045,250,0.9995,0.9369,0.7180,0.4693,0.7045,0.0000,20.13 seg
47,0.7045,250,0.9995,0.9369,0.7180,0.4693,0.7045,0.0000,20.30 seg
48,0.7045,250,0.9995,0.9369,0.7180,0.4693,0.7045,0.0000,20.69 seg
49,0.7045,250,0.9995,0.9369,0.7180,0.4693,0.7045,0.0000,20.84 seg
50,0.7045,250,0.9995,0.9369,0.7180,0.4693,0.7045,0.0000,20.68 seg
