Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6819,282,1.0000,0.9089,0.7126,0.4634,0.6588,0.0108,21.61 seg
2,0.6870,271,1.0000,0.9066,0.7110,0.4920,0.6670,0.0081,22.67 seg
3,0.6880,263,1.0000,0.9089,0.6984,0.4870,0.6701,0.0081,23.98 seg
4,0.6938,265,1.0000,0.9212,0.7134,0.4736,0.6727,0.0083,22.35 seg
5,0.6944,262,1.0000,0.9163,0.7079,0.4947,0.6757,0.0080,22.61 seg
6,0.6962,243,1.0000,0.9093,0.7161,0.5005,0.6779,0.0073,22.95 seg
7,0.6998,237,1.0000,0.9140,0.7139,0.5008,0.6793,0.0079,23.07 seg
8,0.7010,250,1.0000,0.9269,0.7097,0.4819,0.6822,0.0076,25.57 seg
9,0.7016,252,1.0000,0.9201,0.7211,0.5062,0.6844,0.0076,22.47 seg
10,0.7031,241,1.0000,0.9158,0.7231,0.5156,0.6864,0.0075,22.93 seg
11,0.7087,239,1.0000,0.9292,0.7174,0.5049,0.6884,0.0073,23.14 seg
12,0.7102,216,1.0000,0.9222,0.7243,0.5034,0.6907,0.0071,22.83 seg
13,0.7102,216,1.0000,0.9222,0.7243,0.5034,0.6920,0.0073,25.53 seg
14,0.7107,224,0.9997,0.9239,0.7160,0.5173,0.6937,0.0068,22.75 seg
15,0.7144,230,1.0000,0.9319,0.7089,0.5257,0.6956,0.0073,23.10 seg
16,0.7144,230,1.0000,0.9319,0.7089,0.5257,0.6971,0.0072,22.74 seg
17,0.7144,230,1.0000,0.9319,0.7089,0.5257,0.6985,0.0064,23.02 seg
18,0.7150,214,0.9997,0.9239,0.7261,0.5257,0.7000,0.0068,22.88 seg
19,0.7187,205,1.0000,0.9268,0.7259,0.5269,0.7016,0.0069,26.80 seg
20,0.7205,213,1.0000,0.9309,0.7328,0.5309,0.7037,0.0067,23.31 seg
21,0.7210,209,0.9994,0.9301,0.7286,0.5344,0.7055,0.0064,23.19 seg
22,0.7236,205,1.0000,0.9303,0.7279,0.5455,0.7072,0.0065,23.37 seg
23,0.7239,206,1.0000,0.9334,0.7273,0.5385,0.7088,0.0062,23.02 seg
24,0.7239,206,1.0000,0.9334,0.7273,0.5385,0.7107,0.0059,23.60 seg
25,0.7274,183,0.9997,0.9288,0.7321,0.5432,0.7114,0.0065,22.78 seg
26,0.7297,203,0.9994,0.9414,0.7239,0.5459,0.7136,0.0060,26.03 seg
27,0.7304,187,0.9997,0.9343,0.7316,0.5489,0.7155,0.0060,22.21 seg
28,0.7319,190,0.9997,0.9354,0.7349,0.5574,0.7175,0.0057,22.73 seg
29,0.7346,176,1.0000,0.9334,0.7330,0.5636,0.7192,0.0058,22.62 seg
30,0.7346,176,1.0000,0.9334,0.7330,0.5636,0.7210,0.0052,22.19 seg
31,0.7346,176,1.0000,0.9334,0.7330,0.5636,0.7229,0.0050,21.97 seg
32,0.7366,175,1.0000,0.9383,0.7301,0.5599,0.7241,0.0056,22.33 seg
33,0.7398,180,0.9997,0.9438,0.7380,0.5632,0.7264,0.0047,27.30 seg
34,0.7398,180,0.9997,0.9438,0.7380,0.5632,0.7273,0.0049,22.49 seg
35,0.7405,181,0.9997,0.9471,0.7353,0.5583,0.7287,0.0050,22.98 seg
36,0.7405,181,0.9997,0.9471,0.7353,0.5583,0.7304,0.0048,22.69 seg
37,0.7451,172,0.9997,0.9516,0.7301,0.5635,0.7317,0.0047,22.59 seg
38,0.7451,172,0.9997,0.9516,0.7301,0.5635,0.7328,0.0049,22.50 seg
39,0.7477,168,0.9997,0.9524,0.7374,0.5674,0.7344,0.0048,22.32 seg
40,0.7477,168,0.9997,0.9524,0.7374,0.5674,0.7355,0.0044,22.18 seg
41,0.7480,163,0.9997,0.9465,0.7425,0.5812,0.7365,0.0045,22.04 seg
42,0.7482,170,1.0000,0.9503,0.7418,0.5781,0.7383,0.0041,27.47 seg
43,0.7512,162,1.0000,0.9506,0.7446,0.5846,0.7396,0.0040,22.79 seg
44,0.7512,162,1.0000,0.9506,0.7446,0.5846,0.7409,0.0041,22.14 seg
45,0.7512,162,1.0000,0.9506,0.7446,0.5846,0.7426,0.0040,23.15 seg
46,0.7531,158,1.0000,0.9531,0.7425,0.5834,0.7435,0.0037,22.55 seg
47,0.7551,156,1.0000,0.9550,0.7484,0.5835,0.7447,0.0038,23.29 seg
48,0.7558,161,1.0000,0.9577,0.7429,0.5888,0.7463,0.0037,21.51 seg
49,0.7590,153,1.0000,0.9601,0.7492,0.5861,0.7479,0.0033,22.51 seg
50,0.7590,153,1.0000,0.9601,0.7492,0.5861,0.7490,0.0035,22.50 seg
