Generacion,Fitness,Solapes,Cohesion Teoria,Equilibrio,Cohesion Practicas,Preferencias,Fitness(μ),Fitness(σ),Tiempo
1,0.6866,304,1.0000,0.9129,0.7189,0.4906,0.6611,0.0115,10.32 seg
2,0.6861,268,1.0000,0.9104,0.7061,0.4564,0.6615,0.0114,10.88 seg
3,0.6854,286,1.0000,0.9116,0.7105,0.4686,0.6619,0.0110,10.17 seg
4,0.6877,264,1.0000,0.9064,0.7139,0.4712,0.6625,0.0105,10.79 seg
5,0.6922,281,1.0000,0.9158,0.7119,0.4909,0.6632,0.0107,10.76 seg
6,0.6938,275,1.0000,0.9247,0.7100,0.4620,0.6640,0.0103,10.81 seg
7,0.6868,273,1.0000,0.9129,0.7074,0.4580,0.6633,0.0105,10.86 seg
8,0.6864,276,1.0000,0.9097,0.7190,0.4631,0.6625,0.0110,10.34 seg
9,0.6886,284,1.0000,0.9211,0.7135,0.4502,0.6633,0.0100,13.35 seg
10,0.6876,288,1.0000,0.9134,0.7147,0.4762,0.6636,0.0098,10.73 seg
11,0.6945,286,1.0000,0.9247,0.7120,0.4805,0.6632,0.0103,10.52 seg
12,0.6844,278,1.0000,0.9054,0.7168,0.4699,0.6634,0.0099,10.42 seg
13,0.6886,261,1.0000,0.9108,0.7098,0.4598,0.6634,0.0101,10.78 seg
14,0.6888,289,1.0000,0.9171,0.7180,0.4698,0.6631,0.0101,10.74 seg
15,0.6876,277,1.0000,0.9141,0.7069,0.4648,0.6636,0.0104,10.73 seg
16,0.6872,277,1.0000,0.9178,0.7025,0.4512,0.6630,0.0105,10.32 seg
17,0.6851,282,1.0000,0.9069,0.7117,0.4775,0.6636,0.0102,10.50 seg
18,0.6857,284,1.0000,0.9080,0.7126,0.4794,0.6636,0.0103,10.63 seg
19,0.6880,273,1.0000,0.9138,0.7079,0.4621,0.6631,0.0105,10.42 seg
20,0.6856,277,1.0000,0.9069,0.7097,0.4758,0.6617,0.0107,13.51 seg
21,0.6867,264,1.0000,0.9102,0.7046,0.4565,0.6622,0.0104,10.65 seg
22,0.6853,268,1.0000,0.9044,0.7083,0.4715,0.6624,0.0095,10.72 seg
23,0.6831,280,1.0000,0.8990,0.7131,0.4898,0.6624,0.0099,10.47 seg
24,0.6865,294,1.0000,0.9180,0.7200,0.4572,0.6620,0.0106,10.46 seg
25,0.6842,287,1.0000,0.9108,0.7060,0.4680,0.6627,0.0102,10.57 seg
26,0.6941,277,1.0000,0.9233,0.7124,0.4706,0.6627,0.0111,10.61 seg
27,0.6888,270,1.0000,0.9120,0.7194,0.4626,0.6628,0.0112,10.39 seg
28,0.6891,270,1.0000,0.9127,0.7194,0.4619,0.6621,0.0110,10.59 seg
29,0.6877,273,1.0000,0.9137,0.7160,0.4550,0.6622,0.0117,10.35 seg
30,0.6897,276,1.0000,0.9228,0.6947,0.4535,0.6622,0.0113,10.56 seg
31,0.6848,282,1.0000,0.9113,0.6990,0.4679,0.6621,0.0109,10.56 seg
32,0.6867,290,1.0000,0.9155,0.7224,0.4601,0.6621,0.0107,10.60 seg
33,0.6863,267,1.0000,0.9094,0.7054,0.4606,0.6628,0.0102,10.52 seg
34,0.6889,279,1.0000,0.9161,0.7121,0.4647,0.6628,0.0103,13.99 seg
35,0.6857,283,0.9997,0.9098,0.7205,0.4667,0.6620,0.0109,10.70 seg
36,0.6848,278,1.0000,0.9081,0.7054,0.4698,0.6618,0.0108,10.36 seg
37,0.6865,291,1.0000,0.9188,0.7116,0.4551,0.6628,0.0107,10.53 seg
38,0.6840,288,1.0000,0.9144,0.7097,0.4523,0.6619,0.0106,10.65 seg
39,0.6837,273,1.0000,0.9056,0.7070,0.4642,0.6619,0.0105,10.58 seg
40,0.6877,274,1.0000,0.9161,0.7079,0.4532,0.6622,0.0102,10.58 seg
41,0.6869,273,1.0000,0.9110,0.7054,0.4664,0.6622,0.0100,10.42 seg
42,0.6847,291,1.0000,0.9130,0.7163,0.4616,0.6612,0.0108,10.49 seg
43,0.6893,288,0.9997,0.9185,0.7175,0.4671,0.6605,0.0113,10.60 seg
44,0.6865,283,1.0000,0.9128,0.7114,0.4668,0.6618,0.0112,10.58 seg
45,0.6854,293,1.0000,0.9150,0.7044,0.4698,0.6615,0.0112,10.70 seg
46,0.6857,270,1.0000,0.9046,0.7150,0.4721,0.6612,0.0111,10.64 seg
47,0.6824,285,1.0000,0.9048,0.7161,0.4686,0.6618,0.0108,10.58 seg
48,0.6870,291,1.0000,0.9181,0.7072,0.4645,0.6616,0.0108,10.61 seg
49,0.6876,293,1.0000,0.9193,0.7081,0.4658,0.6619,0.0111,10.55 seg
50,0.6890,272,1.0000,0.9114,0.7095,0.4754,0.6635,0.0110,10.48 seg
